PROJECT_TYPE	BLKLOT	NAMEADDR	alias	BESTDATE	BESTSTAT	Entitlement	UNITS	UNITSNET	PLN_CASENO	PLN_DESC	BP_APPLNO	PROPUSE	BP_DESC	AFF_UNITS	NET_AFF_UNITS	TOTAL_GSF	RET	MIPS	CIE	MED	PDR	VISIT	NET_GSF	NET_CIE	NET_MED	NET_MIPS	NET_PDR	NET_RET	NET_VISIT	FILEDATE	NEIGHBORHOOD	ZONING_GEN	ZONING_SIM	ZONING_DISTRICT	HEIGHT_DISTRICT	APPLICANT	CONTACT	Geography
Resident	4645017	870 INNES AV		09/26/2014	PL FILED	false	2	2	2014.1486	Change of use from warehouse to two-unit residential. New entries, windows, and exterior siding		APARTMENTS		2	2	0	0	0	0	0	0	0	-6061	0	0	0	-6061	0	0	09/26/2014	Bayview	Mixed Use	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	40-X			(37.732278999999998, -122.375928)
Resident	4101004	534 TEXAS ST		12/30/2011	BP FILED	false	2	2	2012.1127		201112301504	2 FAMILY DWELLING	ERECT NEW 4 STORY, 1 BASEMENT, TYPE 5, 2 FAMILY DWELLING UNITS BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Potrero Hill	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.759583999999997, -122.39525500000001)
Resident	3641076	930 SHOTWELL ST		01/15/2015	CONSTRUCTION	true	2	2	2012.0885	Construct new 3 stroy + garage/bassement, 2 unit residential building	201206112282	2 FAMILY DWELLING	TO ERECT 4 STORIES, 2 UNITS DUPLEX BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/12/2012	Mission	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.753054900000002, -122.415341)
Resident	4085026	857 ALABAMA ST		11/02/2012	CONSTRUCTION	true	2	2			201012307679	2 FAMILY DWELLING	ERECT 4 STORIES OF 2 DWELLING UNIT,TYPE 5	0	0	0	0	0	0	0	0	0	-3866	0	0	0	-3866	0	0		Mission	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.758215, -122.411297)
Resident	4160003	910 CAROLINA ST		03/20/2015	BP ISSUED	true	2	2	2013.0520	Demo existing house and build 2 new units	201303122050	2 FAMILY DWELLING	ERECT NEW 4-STORY 2-UNIT RESIDENTIAL BLDG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/25/2013	Potrero Hill	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.756959000000002, -122.40019100000001)
Resident	1857036	721 KIRKHAM ST		02/23/2015	CONSTRUCTION	true	2	2			201307262866	2 FAMILY DWELLING	TO ERECT 4 STORIES, NO BASEMENT, 2 DWELLING UNITS BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Inner Sunset	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.76003, -122.46824700000001)
Resident	1736033	1208 15TH AV		06/06/2014	CONSTRUCTION	true	2	2			200605111391	2 FAMILY DWELLING	TO ERECT 2 DWELLING UNIT WITH 3 STORY NEW BUILDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Inner Sunset	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X			(37.7653173, -122.4728932)
Resident	2086007A	1966 GREAT HY		04/10/2009	BP FILED	false	2	2	2009.0102	NEW TWO-UNIT RESIDENTIAL STRUCTURE. VARIANCE FOR FRONT SETBACK.	200904106077	2 FAMILY DWELLING	ERECT A 4-STORIES, 2 FAMILY DWELLING UNITS BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/05/2009	Outer Sunset	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.749786999999998, -122.507876)
Resident	5319037	1947 OAKDALE AV		05/12/2014	BP FILED	false	2	2	2013.1882	New construction on a vacant lot: 3 story two-unit structure; 2 parking garage & roof garden	201405125450	2 FAMILY DWELLING	ERECT THREE STORY TWO UNITS RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/13/2013	Bayview	Industrial	PDR-1-B	PDR LIGHT INDUSTRIAL BUFFER	40-X	Wing Lee	Wing Lee	(37.738298999999998, -122.39681400000001)
Resident	4071014	1914 20TH ST		10/25/2013	PL FILED	false	2	2	2013.1557	Construct 2 dwelling units on an empty lot	201302119939	2 FAMILY DWELLING	ERECT NEW 6 STORIES, 2 DWELLING UNITS BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/25/2013	Potrero Hill	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X			(37.759785899999997, -122.40052470000001)
Resident	2620119	188 MUSEUM WY		11/17/2014	CONSTRUCTION	true	2	2	2012.1096	New construction fo two dwelling units w/ 3 stories over basement for each unit	201206293848	2 FAMILY DWELLING	ERECT 3 STORIES, TYPE 5, 2 DWELLING UNITS BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/23/2012	Castro/Upper Market	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.764132099999998, -122.4392874)
Resident	6793011	1794 SAN JOSE AV		10/01/2008	BP FILED	true	2	2	2008.1341	Construction of two dwelling units requesting a rear yard variance and exemption from parking requirements from the Planning Commission.	200810013092	2 FAMILY DWELLING	COMPLETE REMODEL OF GROUND FLOOR DENTAL OFFICES. ADDITION TO NEW SECOND FLOOR TO INCLUDE TWO NEW RES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/04/2008	Outer Mission	Mixed Use	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X			(37.729145000000003, -122.44004)
Resident	5312014	1750 OAKDALE AV		02/14/2013	BP FILED	false	2	2			201302140247	2 FAMILY DWELLING	TO ERECT 4 STORIES, TWO UNIT RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bayview	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.736206600000003, -122.3931346)
Resident	5327038	1665 PALOU AV		12/11/2014	CONSTRUCTION	true	2	2			200507137493	2 FAMILY DWELLING	ERECT 2 DWELLING UNITS OF 4 STORIES.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bayview	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.734544999999997, -122.39222599999999)
Resident	0156036	160 BERNARD ST		08/13/2014	BP FILED	false	2	2			201408133730	2 FAMILY DWELLING	ERECT 4 STORIES FOR  2 DWELLING UNITS.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Nob Hill	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	65-A			(37.796306000000001, -122.4161)
Resident	3983014	153 ARKANSAS ST		08/28/2013	BP FILED	false	2	2	2014.1246	Mandatory Discretionary Review for the demolition of a single family dwelling to permit the reconstruction of a two family dwelling.	201308285446	2 FAMILY DWELLING	TO ERECT 2 FAMILY RESIDENTALS WITH 2 STORIES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/14/2014	Potrero Hill	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X			(37.764339, -122.398628)
Resident	6634026	149 29TH ST		12/18/2014	CONSTRUCTION	true	2	2	2012.1451	Demo existing building and construct 4-story, 2-unit residential building	201203125903	2 FAMILY DWELLING	ERECT 4 STORIES OF 2 DWELLING UNITS.TYPE 5 CONSTRUCTION	0	0	0	0	0	0	0	0	0	-1410	0	0	0	0	-1410	0	11/27/2012	Bernal Heights	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X			(37.743817900000003, -122.4234349)
Resident	2750035	311 EUREKA ST		08/06/2014	CONSTRUCTION	true	2	2	2009.0685		200905047636	2 FAMILY DWELLING		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/04/2009	Castro/Upper Market	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.757123, -122.437602)
Resident	4909003	1212 EGBERT AV		12/31/2013	BP FILED	false	2	2			201312315375	1 FAMILY DWELLING	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bayview	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.720652999999999, -122.389301)
Resident	4002024	201 MISSOURI ST		05/07/2014	BP FILED	false	2	2			201405075174	2 FAMILY DWELLING	ERECT 3 STORIES OF 2 DWELLING UNIT.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Potrero Hill	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.763829000000001, -122.396581)
Resident	2630018	1169 STANYAN ST		09/25/2013	BP ISSUED	true	2	2			200803288288	2 FAMILY DWELLING	New construction of two residential units, 3 STORIES.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Inner Sunset	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.762890499999997, -122.45226580000001)
Resident	4152046	1078 HAMPSHIRE ST		02/21/2012	CONSTRUCTION	true	2	2	2008.0015		200709193092	2 FAMILY DWELLING		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/19/2007	Mission	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.754857000000001, -122.407522)
Resident	6527019	1069 CAPP ST		05/08/2013	BP ISSUED	true	2	2	2012.0669	Variance to the Rear Yard Requirement (134), Exposure (140), Exposure of the open space (135) and required mimimum dwelling unit mix (207.6).	201207064206	2 FAMILY DWELLING	TO ERECT 2-STORY, TYPE V, 2 UNITS RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/24/2012	Mission	Residential	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	40-X	Bonnie Bridges	Bonnie Bridges	(37.749570300000002, -122.4170629)
Resident	5826003	106 BACHE ST		04/27/2007	BP FILED	false	2	2			200704279893	2 FAMILY DWELLING	TO ERECT 3 STORIES, 2 FAMILY RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bernal Heights	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.733901000000003, -122.417637)
Resident	5513012	1513 YORK ST		07/09/2014	BP FILED	false	2	2	2013.0655	Develop four dwelling units on vacant mid-block parcels (lots 11 and 12) with access from York Street (lot 20). Total of four 4-story, 30'tall buildings and 12 parking spaces (13,000 sf).	201407090778	1 FAMILY DWELLING	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bernal Heights	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.748207999999998, -122.407832)
Resident	5826002	104 BACHE ST		10/03/2014	CONSTRUCTION	true	2	2	2008.0382	Rear yard and parking variance	200706265226	2 FAMILY DWELLING	TO ERECT TWO DWELLING UNIT WITH 3 STORY NEW BLDG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/27/2008	Bernal Heights	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.733907000000002, -122.41763)
Resident	6428007	103 WALBRIDGE ST		01/30/2012	BP REINSTATED	true	2	2			201201242773	2 FAMILY DWELLING	ERECT THREE STORY TWO FAMILY DWELLING RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Crocker Amazon	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.709145100000001, -122.42381810000001)
Resident	5880023	2350 SAN BRUNO AV		03/20/2013	CONSTRUCTION	true	2	2			200608290811	2 FAMILY DWELLING		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/29/2006	Excelsior	Public	P	PUBLIC	40-X			(37.733123999999997, -122.405958)
Resident	0926008	3305 BRODERICK ST		10/22/2014	CONSTRUCTION	true	2	2	2013.1355	Remove existing single family home and replace with new structure	201307303152	2 FAMILY DWELLING	ERECT 4-STORY, TYPE 5, 2 DWELLING UNITS BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/15/2013	Marina	Residential	RM-3	RESIDENTIAL- MIXED, MEDIUM DENSITY	40-X			(37.800769000000003, -122.44459000000001)
Mixres	5943008	268 MADISON ST		01/08/2014	CONSTRUCTION	true	2	2	2008.1382	The proposal is to demolish a single-family residence, constructed in 1906, split the lot into two lots @3,000 square feet each, and construct a single-family dwelling on each newly created lot.   This DR is for the new construction of the southern build	200711077587	1 FAMILY DWELLING	CONSTRUCT 3 STORY SINGLE FAMILY DWELLING	10	10	30000	30000	0	0	0	0	0	25000	0	0	0	0	25000	0	02/03/2009	Excelsior	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.725757999999999, -122.42266100000001)
Resident	1731015	1271 19TH AV		08/15/2014	PL FILED	false	2	2	2014.1256	New construction of a four-story building containing two residential units and two vehicle spaces.	201310169408	2 FAMILY DWELLING	ERECT 4-STORY TYPE 5 MULTI UNIT RESIDENTIAL.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/15/2014	Outer Sunset	Residential	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X			(37.763973, -122.477211)
Resident	4273018	1331 FLORIDA ST		05/14/2008	BP FILED	false	2	1			200805142097	2 FAMILY DWELLING	CONVERT EX. SINGLE FAMILY HOME INTO A 2UNIT BLDG. ADD A 240SF HORIZONTAL ADDITION TO THE EXISTING BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Mission	Public	P	PUBLIC	40-X			(37.750588999999998, -122.40966400000001)
Resident	5428D037	108 ORSI CR		07/23/2014	BP FILED	false	2	1			201407231943	2 FAMILY DWELLING	LEGALIZEING PERVIOUS BUILT W/O PERMIT. CONVERT PATIO GARAGE TO 2ND UNIT. 1 BEDROOM, 1 BATH & KITCHEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bayview	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	65-J			(37.727992, -122.397431)
Mixres	0041039	377 BAY ST		12/17/2007	BP FILED	true	2	2	2008.1210	Variance from parking requirements to allow the addition of two stories with four dwelling units to an existing one-story commercial building, with no parking to be provided.	200712170659	2 FAMILY DWELLING	Remodel (E) restaurant #1 at ground floor and  convert (E) restaurant #2 space to two car garage. Ad	0	0	2251	2251	0	0	0	0	0	-500	0	0	0	0	-500	0	10/20/2008	North Beach	Commercial	C-2	COMMUNITY BUSINESS	40-X			(37.805585200000003, -122.4131654)
Resident	5626013	3516 FOLSOM ST		12/16/2013	BP FILED	false	2	2	2013.1383	"Build a single family residence 2 story over basement per lot
New construction with variance to Bernal SUD parking requirement to permit tandem spaces to not be independently accessible."	201312164322	1 FAMILY DWELLING	ERECT 2-STORY TYPE V NEW SINGLE FAMILY RESIDENCE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/05/2013	Bernal Heights	Public	P	PUBLIC	OS	Fabien Lannoye	Fabien Lannoye	(37.742279000000003, -122.413442)
Resident	5744075	347 CRESCENT AV		01/28/2015	BP ISSUED	true	2	2			200806043667	2 FAMILY DWELLING	CONSTRUCTION OF NEW 2 UNIT RESIDENTIAL BLDG IN A VACANT LOT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bernal Heights	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.735062999999997, -122.417761)
Resident	1450007	339 18TH AV		06/27/2008	BP FILED	true	2	2	2004.0482	Existing theater building would be preserved - second floor would be expanded to create a full second floor full-service restaurant (preserving one theater screen) and ground floor would be for retail use.   New four-story mixed-use building would be con	200806275518	2 FAMILY DWELLING	ERECT A 3 STORIES, 2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/01/2004	Inner Richmond	Mixed Use	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	40-X			(37.780474300000002, -122.47726969999999)
Resident	2659052	3198 MARKET ST		07/22/2014	BP FILED	false	2	2	2014.0863	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the construction of a new two unit residential building on a vacant property.	201407221872	2 FAMILY DWELLING	CONSTRUCT NEW 3-STORIES, NO BASEMENT, 2-UNIT RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/06/2014	Castro/Upper Market	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	Rochmar Family LLC	Davida Rochlin Fred Marcus	(37.758865, -122.444174)
Resident	5503018	3123 FOLSOM ST		07/30/2014	BP FILED	false	2	2	2014.1109	Demolish existing one-story garage and construct a 3-story building with two residences and four parking spaces . Variance request to the parking requirement of Bernal Heights SUD.	201407302522	2 FAMILY DWELLING	TO ERECT 3 STORIES, NO BASEMENT, 2 FAMILY DWELLING, TYPE V CONSTRUCTION.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/17/2014	Bernal Heights	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	Karl Lee	Jeremy  Schaub	(37.747743, -122.413673)
Resident	5504001H	3119 HARRISON ST		05/03/2011	CONSTRUCTION	true	2	2	2007.0420	ALLOW A 14-FOOT WIDE PROJECTING BAY AT THE CORNER & REDUCE PARKING REQUIREMENT FROM 7 SPACES TO 6.	200701121612	2 FAMILY DWELLING	ERECT 3 STORIES 2 UNITS BUILDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/26/2007	Bernal Heights	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.748055999999998, -122.41127400000001)
Resident	5513011	1513 YORK ST		07/09/2014	BP FILED	false	2	2	2013.0655	Develop four dwelling units on vacant mid-block parcels (lots 11 and 12) with access from York Street (lot 20). Total of four 4-story, 30'tall buildings and 12 parking spaces (13,000 sf).	201407090780	1 FAMILY DWELLING	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bernal Heights	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.748207999999998, -122.407832)
Resident	0519029	3020 LAGUNA ST		02/27/2013	CONSTRUCTION	true	2	2	2010.0501	New contruction of 4-story, 2-unit building.	201009271661	2 FAMILY DWELLING	TO ERECT 4 STORIES, 2 UNITS RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/24/2011	Marina	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	Amir Mortazavi	Amir Mortazavi	(37.799191, -122.430628)
Mixres	7106058	200 BROAD ST		06/14/2012	PL APPROVED	true	2	2	2012.0753	Demo church and build 3 story building: two dwelling units over office space and garage		2 FAMILY DWELLING		0	0	1496	0	1496	0	0	0	0	246	-1250	0	1496	0	0	0	06/14/2012	Ocean View	Mixed Use	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X			(37.713377000000001, -122.459183)
Resident	1144020	2506 MCALLISTER ST		03/18/2014	BP FILED	false	2	2			201403181032	2 FAMILY DWELLING	ERECT 4-STORY NEW RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Inner Richmond	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	80-D			(37.775711000000001, -122.452898)
Resident	5386001	2006 KEITH ST		12/31/2010	BP FILED	false	2	2			201012317718	1 FAMILY DWELLING	Multiple Permits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Bayview	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.7285945, -122.3901429)
Resident	6942054	1325 OCEAN AV		01/08/2013	BP FILED	false	2	1			201301087514	2 FAMILY DWELLING	EXTEND (E) GROUND & 2ND FLOOR TO THE REAR PER PLAN (REAR ADDITION). (N) 1 STORY VERTICAL ADDITION OV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Ocean View	Mixed Use	NCT	OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT	45-X			(37.723695900000003, -122.456658)
Resident	1801040	1322 47TH AV		05/07/2014	BP ISSUED	true	2	1			201104113839	2 FAMILY DWELLING	TO COMPLETE WORK AND OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA#2000/11/17/5117. ADDITIONAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Outer Sunset	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.761848200000003, -122.50696739999999)
Resident	1774006	1321 19TH AV		09/18/2014	BP FILED	false	2	1			201409186681	2 FAMILY DWELLING	REPAIR RELOCATE (E) LAUNDRY FIXTURES TO GARAGE. CONVERT (E) LAUNDRY TO KITCHEN AND CONVERT G/F TO LE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Outer Sunset	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.763063000000002, -122.47716200000001)
Resident	2652010	132 CORBETT AV		07/10/2014	PL APPROVED	true	2	1	2014.0016	Variance request to create a second dwelling unit within the rear yard requirement.				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/03/2014	Castro/Upper Market	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	Jean Miu	Jeff Burris	(37.761629999999997, -122.440482)
Resident	4275001A	1318 HAMPSHIRE ST		01/12/2015	BP APPROVED	true	2	1			201407312605	2 FAMILY DWELLING	REMODEL INTERIOR OF (E) RESIDENTIAL BUILDING, INCLUDING KITCHENS & BATHS. ADD (1) RESIDENTIAL UNIT W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Mission	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.751035999999999, -122.40712600000001)
Resident	6553024	1267 NOE ST		08/29/2014	BP FILED	false	2	1			201408295126	2 FAMILY DWELLING	VERTICAL ADDITION OF NEW 3RD FL TO INCLUDE INTERIOR STAIR, 2 BEDRMS & 2 BATHRMS.(N) RAILING & FIRE W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Noe Valley	Residential	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X			(37.748697, -122.43124899999999)
Resident	1729012	1259 21ST AV		03/27/2015	CONSTRUCTION	true	2	1			201304295719	2 FAMILY DWELLING	SITE PERMIT/REAR HORIZONTAL ADDITION.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Outer Sunset	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.764217000000002, -122.479648)
Resident	5918001	1248 SILVER AV		10/10/2014	BP REINSTATED	false	2	1			201410068221	2 FAMILY DWELLING	BUILD 2ND RESIDENTIAL UNIT. GROUND LEVEL TO ADD 1-MORE PARKING SPACE & HALF BATH. 2ND LEVEL TO BUILD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Excelsior	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.730336000000001, -122.41143700000001)
Mixres	2394046	2115 TARAVAL ST		12/31/2012	BP ISSUED	true	2	2	2008.0794	"Existing 2,150 sqft, 22'-0"" two-unit residence with ground floor commercial. Proposed 5,000 sqft, 50'-0"" two-unit residence with office and commercial space."	201007146550	2 FAMILY DWELLING	TO ERECT 4 STORIES, 2 UNITS, MIXED USE BUILDING.	0	0	2000	1000	1000	0	0	0	0	1000	0	0	1000	0	0	0	06/17/2009	Parkside	Mixed Use	NCD	TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT	50-X	Kevin Ma	Kevin Ma	(37.742221999999998, -122.488893)
Resident	7106059	202 BROAD ST		08/20/2014	BP ISSUED	true	2	2			200910209343	2 FAMILY DWELLING		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/20/2009	Ocean View	Mixed Use	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X			(37.713375900000003, -122.459288)
Resident	6022014	395 ATHENS ST		06/11/2014	CONSTRUCTION	true	2	2	2006.0401		200312243005	2 FAMILY DWELLING	ERECT A FOUR STORY TWO UNIT RESIDENTIAL BLDG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/13/2006	Excelsior	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.721789000000001, -122.428118)
Mixres	3730009	280 07TH ST		09/11/2012	PL FILED	false	2	2	2012.0356	Demolish existing one and two story buildings to construct a new three-story building. On the 7th St (east) side: bar/nightclub on the first and mezzanine levels, restaurant on the second level, and arts activity on the third level. On the Langton St (we				0	0	5045	4690	355	0	0	0	0	3892	0	0	-183	0	4075	0	09/11/2012	South of Market	Mixed Use	WMUG	WSOMA MIXED USE-GENERAL	65-X	Suchitra Hutachinda	Alan K. Toma	(37.776817000000001, -122.40852700000001)
Resident	6940012	231 JULES AV		10/30/2014	BP FILED	false	2	1			201410300350	2 FAMILY DWELLING	REVISION TO PA 201403060090, LEGALIZED 2ND UNIT PER PLAN.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Ocean View	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.722430215700001, -122.461561772)
Resident	2700012	4546 19TH ST		11/14/2014	CONSTRUCTION	true	2	1	2012.0818	"Remodel with horizontal and vertical additions; mold abatement and add one dwelling unit.
Discretionary Review request per P.C. Sec. 317."	201206253387	2 FAMILY DWELLING	HORIZONTAL & VERTICAL ADDITIONS. ADD 2ND UNIT. ADD ROOF DECK. RENOVATION AND STRUCTURAL UPGRADE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/25/2013	Castro/Upper Market	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.759228, -122.440055)
Resident	1533017	473 11TH AV		05/28/2009	BP FILED	false	2	1			200905289263	2 FAMILY DWELLING	THREE STORY HORIZONTAL ADDITION AT REAR OF BUILDING, AND CHANGE FROM SINGLE FAMILY DWELLING TO TWO F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Inner Richmond	Residential	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X			(37.779254999999999, -122.46985100000001)
Resident	6244036	469 RAYMOND AV		02/29/2012	BP REINSTATED	true	2	1	2009.0756	Demolish 1-story single-family residential building straddled in the middle of two lots and construct two single-family residential buildings on each lot.	200703025289	1 FAMILY DWELLING	ERECT 3 STORIES, 1 BASEMENT, 1 DWELLING UNIT BLDG.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/14/2009	Visitacion Valley	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.714637000000003, -122.412886)
Resident	6994039	466 VERNON ST		07/17/2014	BP FILED	false	2	1			201407171522	2 FAMILY DWELLING	(UNIT LEGALIZATION ORD 43-14 )CONVERT (E) STORAGE SPACE IN APP #200012047067 TO A NEW KITCHEN & INST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Ocean View	Residential	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X			(37.720742999999999, -122.46785)
