PROJECT_TYPE	BLKLOT	NAMEADDR	ENTITLED	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLE_NET	SECTION415	AFF_TARGET	TENURE_TYPE	CASENO	DESCRIPT	DBIDESC	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	RESTAURANT	RESTAURANT_NET	VISIT_EXIST	VISIT	VISITNET	HOTEL_ROOM_EXIST	HOTEL_ROOM	HOTEL_ROOM_NET	PLANNER	SPONSOR	CONTACT	CONTACTPH	YEAR_	QTR	YEAR_QTR	PD	SD	PLANAREA	PDA	Location 1
Resident	546001	2465 VAN NESS AV	FALSE	BP FILED	12/28/2016 12:00:00 AM	41	41	0	0				2015-014058PRJ	"Construction of a new 7 story 41 unit multi-family residential structure over retail and parking garage for both vehicles and bikes.

The PPA was submitted on 10/09/15 and the 90 day deadline is 01/07/16."	ERECT A 7 STORIES, 41 RESIDENTIAL UNITS, 1 BASEMENTS, TYPE 1B MIXED USE BUILDING. BUILDING ON BLOCK 0546, LOT 001 & 002. MAHER EXTENSION IS NOT APPLIED.	4652	4652	0	0	0	0	0	0	0	0	0	0	0	0	0	4652	4652	0	0	0	0	0	0	0	0	MWOODS	DM Development Partners, LLC		4153787566	2017	Q4	2017_Q4	2 - Marina	2	Van Ness Corridor	Downtown-Van Ness-Geary	(37.79822404920, -122.42430906500)
Resident	7069030	247 MONTANA ST	FALSE	BP FILED	11/06/2015 12:00:00 AM	2	1	0	0						LEGALIZE SECOND UNIT AS PER SF ORDINANCE 43-14.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YEUNGMIN				2017	Q4	2017_Q4	13 - Ingleside	11		Rest of the City	(37.71634210620, -122.46079354500)
Resident	937022	2477 LOMBARD ST	TRUE	CONSTRUCTION	07/24/2017 12:00:00 AM	3	1	0	0				2016-000314PRJ	CHANGE OF OCCUPANCY FROM R-3 TO R-2. (N) GROUND FLOOR 3-BEDROOM ADDITIONAL DWELLING UNIT WITHIN (E) ENVELOPE PART OF SOFT STORY PROGRAM ORD 30-15 SEISMIC PERMIT 201511243532. 1342 SQ FT RENOVATION, 2-BATH, 3-BEDROOM	CHANGE OF OCCUPANCY FROM R-3 TO R-2. (N) GROUND FLOOR 3-BEDROOM ADDITIONAL DWELLING UNIT WITHIN (E) ENVELOPE PART OF SOFT STORY PROGRAM ORD 30-15 SEISMIC PERMIT 201511243532. 1342 SQ FT RENOVATION, 2-BATH, 3-BEDROOM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY	MAJID & MARYAM RAHIMIAN FMLY TR	MAJID & MARYAM RAHIMIAN FMLY TR		2017	Q4	2017_Q4	2 - Marina	2		Rest of the City	(37.79883669860, -122.44211144200)
Resident	1081019	2478 GEARY BL	FALSE	PL FILED	06/08/2016 12:00:00 AM	6	5	0	0				2016-006164PRJ	Proposed addition to (E) SFH. Exterior alterations and additions. Addition of 2 (N) dwelling units.		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Owners	Boon Shiu & Keehyun Choi	4085295302	2017	Q4	2017_Q4	1 - Richmond	2		Downtown-Van Ness-Geary	(37.78300424100, -122.44411718800)
Mixres	3999002	249 PENNSYLVANIA AV	TRUE	BP FILED	11/22/2016 12:00:00 AM	59	59	10	10	On-site BMR Project	55% AMI;	Rental	2014	Demolition of two (2) existing hardware warehouses and new construction of a 4-story building with 3 stories of residential units and ground floor with residential/commercial spaces.  Proposed parking on ground floor/basement level to provide 44.	"TO ERECT 4 STORIES, ONE BASEMENT, 59 DWELLING APARTMENT & RETAIL.
** MAHER: EXEMPTED - APPROVAL FROM DPH ATTACHED WITH PLAN. SEE A-07 **"	3426	-15699	0	0	0	0	0	0	0	0	0	19125	3426	-15699	0	0	0	0	0	0	0	0	0	0	0	CTOWNES				2017	Q4	2017_Q4	9 - South of Market	10	Showplace Square/Potrero Hill (EN)	Eastern Neighborhoods	(37.76297137480, -122.39317202400)
Resident	7274032	323 COUNTRY CLUB DR	FALSE	BP Filed	08/14/2017 12:00:00 AM	2	1	0	0						LEGALIZE 1 DWELLING UNIT AS PER ORDINANCE 43-14 INCLUDING (2) BEDROOMS, 1 FULL BATH, LIVING, DINING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	13 - Ingleside	7		Rest of the City	(37.73271058990, -122.49566313300)
Resident	3634025	25 ALVARADO ST	TRUE	BP ISSUED	04/26/2016 12:00:00 AM	4	1	0	0				2014	Variance and Conditional Use requests to legalize an existing dwelling unit within the rear yard.	LEGALIZE EXISTING UNPERMITTED DWELLING UNIT LOCATED ON 2ND FLOOR OF GARAGE STRUCTURE IN THE REAR OF THE PROPERTY.  THE SUBJECT UNIT IS ONE BEDROOM WITH FULL BATH AND KITCHEN(NOTE: THIS PROJECT IS SUBJECT OF VARIANCE AND CONDITIONAL USE APPLICATIONS) NOTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KDURANDE	Kevin Clarke	Jace Levinson	510-452-2800	2017	Q4	2017_Q4	8 - Mission	8	Mission (EN); Mission District Streetscape Plan	Eastern Neighborhoods	(37.75419629070, -122.42190476200)
Resident	1260019	25 CASTRO ST	TRUE	CONSTRUCTION	12/22/2017 12:00:00 AM	3	1	0	0				2016-009508PRJ	CREATE A NEW ACCESSORY DWELLING UNIT IN AN (E) GARAGE. TO LEGALIZE AN (E) ROOF DECK.	CREATE  A NEW ACCESSORY DWELLING UNIT IN AN (E) GARAGE. TO LEGALIZE AN (E) ROOF DECK.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY	PHS SF 23-25 LLC LLC	PHS SF 23-25 LLC		2017	Q4	2017_Q4	6 - Buena Vista	8	Lower Haight Public Realm Plan	Rest of the City	(37.76937935860, -122.43578244100)
Visitor	3733008	250 04TH ST	TRUE	CONSTRUCTION	11/29/2017 12:00:00 AM	0	0	0	0				2011	The project proposes to demolish an existing three-story office building and construct a hotel building with 215-guest bedrooms that would be 93,460 square-feet, and 119-feet tall.	TO ERECT 12 STORIES, 1 BASEMENT, 208 UNITS HOTEL, COMMERCIAL & RESTAURANT BUILDING.	83865	52665	0	0	0	0	0	0	31200	0	-31200	0	0	0	0	5865	5865	0	0	0	78000	78000	0	220	220	JPOLING	Michael Stanton	Michael Stanton	865-9600	2017	Q4	2017_Q4	9 - South of Market	6	Downtown; Downtown Streetscape Plan	Downtown-Van Ness-Geary	(37.78236013370, -122.40209599700)
Vacant	3517038	250 10TH ST	FALSE	BP Filed	10/16/2017 12:00:00 AM	0	0	0	0						ERECT (N) 3-STORY SCHOOL/OFFICE BUILDING. BUILDING IS ON 2 LOTS. SEE WAI FONG FOR ADDRESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	9 - South of Market	6	Western SoMa (EN)	Eastern Neighborhoods	(37.77319002200, -122.41370549800)
Resident	839010	250 PAGE ST	FALSE	BP Filed	06/21/2017 12:00:00 AM	23	3	0	0				2017-009711PRJ	"ADD 3 ADU'S PER ORDINANCE# 162-16 @ GROUND FLOOR. UNIT""A"": 2 BEDROOM & 2 BATHS. UNIT""B"": 1 BEDROOM & 1 BATH. UNIT ""C"": 1 BEDROOM & 1 BATH."	"ADD 3 ADU'S PER ORDINANCE# 162-16 @ GROUND FLOOR. UNIT""A"": 2 BEDROOM & 2 BATHS. UNIT""B"": 1 BEDROOM & 1 BATH. UNIT ""C"": 1 BEDROOM & 1 BATH."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DGANETSO		BASIL & SUSANNE MUFARREH FMLY LVG		2017	Q4	2017_Q4	6 - Buena Vista	5	Market and Octavia; Market Octavia Living Alleys	Market & Octavia	(37.77402955450, -122.42490729800)
Resident	6193009	250 WILDE AV	FALSE	BP Filed	11/21/2017 12:00:00 AM	2	1	0	0						COMPLY W/ NOV #201607421. ADD (1) DWELLING UNIT PER ORD #95-17. (1) STORY VERTICAL ADDITION. 1ST FLO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	12 - South Central	10		Bayview/Hunters Point Shipyard/Candlestick Point	(37.71630655290, -122.40202843200)
Mixres	1107008	2500 - 2698 TURK ST	FALSE	BP FILED	11/30/2016 12:00:00 AM	84	84	0	0				2015-000058PRJ	New construction of two buildings connected by an elevated walkway.  A combined total of 205,000 gsf, excluding the underground garage (77,000 gsf).  The buildings will provide approximately 600 beds in approximately 444 bedrooms between the two building	(EAST BUILDING) TO ERECT 4 STORIES, 1 BASEMENT, TYPE IA/VA, 84 UNITS STUDENT RESIDNECE HALL WITH AMENITY OFFICE.	2000	-6500	0	2000	-6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MWOODS	Coblentz Patch Duffy & Bass, LLP	Harry O'Brien	415-772-5723	2017	Q4	2017_Q4	5 - Western Addition	1		Rest of the City	(37.77909883800, -122.45144808300)
Mixres	1107008	2500 - 2698 TURK ST	FALSE	BP FILED	11/30/2016 12:00:00 AM	71	71	0	0				2015-000058PRJ	New construction of two buildings connected by an elevated walkway.  A combined total of 205,000 gsf, excluding the underground garage (77,000 gsf).  The buildings will provide approximately 600 beds in approximately 444 bedrooms between the two building	(WEST BUILDING) TO ERECT 4 STORIES, 1 BASEMENT, TYPE IA/5A, 71 UNITS STUDENT RESIDNECE HALL WITH AMENITY OFFICE.	2000	-6500	0	2000	-6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MWOODS	Coblentz Patch Duffy & Bass, LLP	Harry O'Brien	415-772-5723	2017	Q4	2017_Q4	5 - Western Addition	1		Rest of the City	(37.77909883800, -122.45144808300)
Resident	1144020	2506 MCALLISTER ST	FALSE	BP FILED	03/18/2014 12:00:00 AM	2	2	0	0						ERECT 4-STORY NEW RESIDENTIAL BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LAJELLO				2017	Q4	2017_Q4	5 - Western Addition	1		Rest of the City	(37.77593514560, -122.45327527200)
Mixres	3613030	2507 FOLSOM ST	FALSE	PL FILED	03/02/2016 12:00:00 AM	6	6	0	0				2016-002874PRJ	Construction of two (N) 3-unit buildings on two separate side-by-side lots.		0	-4060	0	0	0	0	0	0	0	0	0	0	0	0	4060	0	-4060	0	0	0	0	0	0	0	0	ERUSSELL	Sternberg Benjamin	David Sternberg	4158829782 X	2017	Q4	2017_Q4	8 - Mission	9	Mission (EN); Mission District Streetscape Plan	Eastern Neighborhoods	(37.75713017130, -122.41425757300)
Resident	1569015	2514 BALBOA ST	TRUE	BP REINSTATED	02/04/2015 12:00:00 AM	2	1	0	0						VERTICAL & HORIZONTAL ADDITION, CHANGE FROM SINGLE FAMILY TO 2 RESIDENTIAL UNIT BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FARRENSW				2017	Q4	2017_Q4	1 - Richmond	1		Rest of the City	(37.77648108280, -122.48597919800)
Resident	1418033	252 16TH AV	FALSE	BP FILED	11/04/2014 12:00:00 AM	2	1	0	0						CONVERT (E) ENTRACE ROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO.43-14.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCONNER				2017	Q4	2017_Q4	1 - Richmond	1		Rest of the City	(37.78332808660, -122.47494852500)
Resident	2430019E	2586 30TH AV	TRUE	BP ISSUED	06/21/2017 12:00:00 AM	2	1	0	0				2016-008577PRJ	LEGALIZE (E) KITCHEN & (E) IN-LAW UNIT PER ORD #43-14 BUILT WITH PERMIT #200710185752 ON 1ST FL IN RESPONSE TO COMPLAINT #201693341.	LEGALIZE (E) KITCHEN & (E) IN-LAW UNIT PER ORD #43-14 BUILT WITH PERMIT #200710185752 ON 1ST FL IN RESPONSE TO COMPLAINT #201693341.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAMPBELL	CHAN THOMAS F & JUDY S THOMAS	CHAN THOMAS F & JUDY S		2017	Q4	2017_Q4	15 - Outer Sunset	4		Rest of the City	(37.73909621510, -122.48690526400)
Mixed	3966001	2525 16TH ST	TRUE	BP APPROVED	06/06/2017 12:00:00 AM	0	0	0	0				2015-011529PRJ	The project site contains a four-story building consisting of approximately 149,051 square feet. The building was constructed in 1924 was a warehouse. The property owner now desires to convert a portion of the building to office use pursuant to the legit	CHANGE OF USE FROM PDR TO OFFICE ON 1B, 2/F & 3/F. CONSTRUCTION OF BICYCLE STORAGE AREA TO SHOWERS & LOCKERS ON THE 4/F. N/A ORDINANCE #155-13	149051	0	0	0	0	0	0	0	0	49999	49999	0	99052	-49999	0	0	0	0	0	0	0	0	0	0	0	CTEAGUE	Hanson Bridgett, LLP	Brett Gladestone	415-995-5065	2017	Q4	2017_Q4	8 - Mission	9	Mission (EN); Mission District Streetscape Plan	Eastern Neighborhoods	(37.76512082010, -122.41189704300)
Mixres	527004	2525 VAN NESS AV	FALSE	PL FILED	09/21/2016 12:00:00 AM	28	28	0	0				2016-002728PRJ	"Demolish existing commercial building and construct a new 27 unit multi family building with ground floor retail and underground residential parking garage.

The PPA was submitted on 2/29/16 and the 90 day deadline is 5/29/16."		1965	-5215	0	0	0	0	0	0	0	0	-4990	0	0	0	0	1965	-225	0	0	0	0	0	0	0	0	VBYRD	Nc2 Architects		4157496500	2017	Q4	2017_Q4	2 - Marina	2	Van Ness Corridor	Downtown-Van Ness-Geary	(37.79894969100, -122.42450786100)
Resident	2416013	2526 16TH AV	TRUE	CONSTRUCTION	09/07/2017 12:00:00 AM	2	1	0	0				2016-003075PRJ	LEGALIZE (E) 1ST FL DWELLING UNIT INCLUDES A LIVING/DINING/KITCHEN ROOM, 2 BEDROOMS & 1 FULL BATH AS PER ORD #43-14.	LEGALIZAE (E) 1ST FL DWELLING UNIT INCLUDES A LIVING/DINING/KITCHEN ROOM, 2 BEDROOMS & 1 FULL BATH AS PER ORD #43-14.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALEXANDE	YEE GORDON & OUYANG-YEE EVA YEE	YEE GORDON & OUYANG-YEE EVA		2017	Q4	2017_Q4	14 - Inner Sunset	7		Rest of the City	(37.74077674780, -122.47196919600)
Resident	1170024	2527 MCALLISTER ST	FALSE	BP Filed	06/15/2017 12:00:00 AM	2	1	0	0						CONVERT 1ST FLOOR STORAGE AREA TO 2ND UNIT. CREATE NEW 3RD FLOOR WITH MASTER BEDROOM & BATH AND 2ND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	5 - Western Addition	1		Rest of the City	(37.77538913670, -122.45416082000)
Resident	588015	2530 FILLMORE ST	FALSE	BP FILED	12/29/2016 12:00:00 AM	14	2	0	0				2017-000414PRJ	ADDITION OF TWO DWELLING UNITS PER ORDINANCE NO 162-16. NEW ELEVATOR, KITCHEN ALTERATIONS, ROOF DECKING. REFERENCE SOFT STORY PERMIT #2016-1213-4804.	ADDITION OF TWO DWELLING UNITS PER ORDINANCE NO 162-16. NEW ELEVATOR, KITCHEN ALTERATIONS, ROOF DECKING. REFERENCE SOFT STORY PERMIT #2016-1213-4804.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADINASEE	William Meyer & Co.		4155595142	2017	Q4	2017_Q4	2 - Marina	2		Rest of the City	(37.79294277520, -122.43433821800)
Resident	931013	2540 CHESTNUT ST	TRUE	BP ISSUED	12/11/2017 12:00:00 AM	3	1	0	0						"ADD A (N) RESIDENTIAL UNIT TO (E) 2-UNIT BLDG. NO ADDED FOOTPRINT. 
1 BEDROOM  & 1 BATH.
** MAHER: N"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	2 - Marina	2		Rest of the City	(37.79995475860, -122.44529907100)
Resident	3753070	255 SHIPLEY ST	FALSE	PL FILED	12/15/2017 12:00:00 AM	24	24	0	0				2016-012030PRJ			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	9 - South of Market	6	East SoMa (EN); Central SoMa	Eastern Neighborhoods	(37.77869187890, -122.40381287100)
CIE	3616084	2558 - 2564 MISSION ST	FALSE	PL FILED	03/17/2016 12:00:00 AM	0	0	0	0				2016-003529PRJ	Proposed change of use of (E) commercial space into (N) hands-on learning environment.		5023	0	0	5023	5023	0	0	0	0	0	0	0	0	0	5023	0	-5023	0	0	0	0	0	0	0	0	ERUSSELL	Alta Vista School	Ed Walters	4154673700	2017	Q4	2017_Q4	8 - Mission	9	Mission (EN); Mission District Streetscape Plan; Mission Public Life Plan	Eastern Neighborhoods	(37.75597878620, -122.41914941800)
Resident	2421037	2558 21ST AV	FALSE	BP FILED	03/24/2017 12:00:00 AM	2	1	0	0						ADDITION OF DWELLING UNIT PER ORDINANCE NO.162-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	15 - Outer Sunset	4		Rest of the City	(37.74000557340, -122.47729877500)
Resident	2973A034	256 CASITAS AV	TRUE	BP ISSUED	03/15/2017 12:00:00 AM	1	1	0	0				2016-011388PRJ	Construction of a new 3-story single family home on a vacant lot.	TO COMPLY W/ NOV #201694621. INSTALL STICH PIERS ASSEMBLY ALONG WEST PROPERTY LINE & APPROX 40' OF SOUTH PROPERTY LINE. INSTALL TEMPORARY SHORING TO STABILIZE (E) SLOPE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Huang Iboshi Architecture	Emily Huang	4152177055	2017	Q4	2017_Q4	14 - Inner Sunset	7		Rest of the City	(37.73628876570, -122.46031379000)
Resident	4143039	2569 - 61A 21ST ST	FALSE	BP FILED	03/24/2017 12:00:00 AM	4	1	0	0				2017-004314PRJ	1ST FLR: ADU PER ORD NO. 162-16. ADD (2) BDRMS, (2) BATHS, (1) KITCHEN, (1) LIVING, (1) DINING & (1) OFFICE. NFPA 13R SPRINKLERS SYSTEM ON ENTIRE 1ST FLR UNDER SEPERATE PERMIT.	1ST FLR: ADU PER ORD NO. 162-16. ADD (2) BDRMS, (2) BATHS, (1) KITCHEN, (1) LIVING, (1) DINING & (1) OFFICE. NFPA 13R SPRINKLERS SYSTEM ON ENTIRE 1ST FLR UNDER SEPERATE PERMIT.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		TRAN FMLY TR TR	TRAN FMLY TR		2017	Q4	2017_Q4	8 - Mission	9	Mission (EN); Mission District Streetscape Plan	Eastern Neighborhoods	(37.75746418510, -122.40805241300)
Resident	1383031	258 24TH AV	TRUE	BP FILED	11/22/2016 12:00:00 AM	3	1	0	0				2015-008229PRJ	LEGALIZE UNIT IN GROUND FLOOR PER ORDINANCE 43-14.	LEGALIZE UNIT IN GROUND FLOOR PER ORDINANCE 43-14.  Sprinklers (NFPA 13-R) on deferred submittal.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JIMENEZS		HE LI BIN		2017	Q4	2017_Q4	1 - Richmond	1		Rest of the City	(37.78470603670, -122.48366775300)
Resident	944030	2582 FILBERT ST	TRUE	CONSTRUCTION	03/22/2017 12:00:00 AM	1	1	0	0				2013	Construct a 3 story single family dwelling on an empty lot.	ERECT 3 STORIES, 1 SINGLE FAMILY, TYPE 5.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CJUNG	Charles Olson	Charles Olson	415-981-0550	2017	Q4	2017_Q4	2 - Marina	2		Rest of the City	(37.79752955370, -122.44186361500)
Resident	2614048	259 ROOSEVELT WY	TRUE	CONSTRUCTION	02/24/2017 12:00:00 AM	2	1	0	0				2014	Discretionary Review for the demolition and reconstruction project to remove one existing dwelling unit and replace it with a two unit structure.	TO ERECT TYPE V, 3-STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MBOUDREA	Andrew J Greene	Warner Schmalz	415-252-7063	2017	Q4	2017_Q4	6 - Buena Vista	8		Rest of the City	(37.76567209920, -122.44026438400)
Resident	5920002A	26 SOMERSET ST	FALSE	BP FILED	08/02/2016 12:00:00 AM	2	1	0	0						COMPLY W/ COMPLAINT #201625331 & #201600673, UNIT LEGALIZATION ORD 43-14, LEGALIZATION OF UNIT INSTALLED WITHOUT PERMIT, LEGALIZATION EXISTING KITCHEN, ALL WORK AT GROUND FLOOR.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAMPBELL				2017	Q4	2017_Q4	12 - South Central	9		Rest of the City	(37.73085458860, -122.40964035100)
Resident	6616012	26 VALLEY ST	TRUE	CONSTRUCTION	12/20/2017 12:00:00 AM	2	1	0	0				2016-007394PRJ	ONE-STORY VERTICAL ADDITION, SIDE ADDITION, AND REAR HORIZONTAL EXPANSION. ADDITION OF A 2ND DWELLING UNIT.	4TH FLOOR ADDITION. REAR ADDITION. SIDE INFILL ADDITION. NEW UNIT (3 BEDROOMS, 3 BATHS). REMODEL INTERIOR & EXTERIOR. NEW WINDOWS & FINISHES.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NKWIATKO	HAWVER MARTHA S HAWVER	HAWVER MARTHA S		2017	Q4	2017_Q4	7 - Central	8	Mission District Streetscape Plan	Mission-San Jose Corridor	(37.74497446610, -122.42292750600)
Resident	2459051	2600 38TH AV	TRUE	BP ISSUED	01/30/2017 12:00:00 AM	2	1	0	0				2016-000385PRJ	BPA #2015.1230.6130 approved 8/22/2016 per NSR-2016K303132 recorded 8/8/2016 to legalize a second dwelling unit at the ground floor of an existing single-family two-story residential dwelling, per Section 207.3 (Ord #43-14).	UNIT LEGALIZATION PER ORD.43-14 LEGLIZE (E) UNIT AT GROUND FLOOR.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CLARKECO	FENG XIU QIONG	FENG XIU QIONG		2017	Q4	2017_Q4	15 - Outer Sunset	4		Rest of the City	(37.73829132060, -122.49551553400)
Resident	3639001	2600 HARRISON ST	TRUE	BP ISSUED	12/29/2017 12:00:00 AM	20	20	0	0	Fee Payment			2014	The project proposes a new residential building in place of the existing industrial warehouse building to be demolished.  The new building would be 40 feet tall with ground floor parking and 20 residential units.  A rood deck would be provided with acces	"TO ERECT 4-STORY, NO BASEMENT, TYPE 5A, 19 DWELLING UNITS BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	0	-7209	0	0	0	0	0	0	0	0	0	7506	0	-7209	0	0	0	0	0	0	0	0	0	0	0	EJARDINE	Toby Morris	Edward Morris	415-749-0302	2017	Q4	2017_Q4	8 - Mission	9	Mission (EN); Mission District Streetscape Plan	Eastern Neighborhoods	(37.75537821320, -122.41240639500)
Mixres	0522002A	2601 VAN NESS AV	TRUE	BP ISSUED	04/04/2016 12:00:00 AM	26	26	0	0	Fee Payment			2013	Construct a 7 story, 26 unit building with 3 ground floor commercial and 2 levels subterranean garage with 35 spaces	ERECT 7-STORY, 27 DWELLING UNITS, RESIDENTIAL/R.2, A-2/B/S-2.  Life safety permits  deferred.	7632	7632	0	0	0	0	0	0	0	0	0	0	0	0	0	7632	7632	0	0	0	0	0	0	0	0	GNELSON	L. F. Geo	L. F. Geo	415.665.5	2017	Q4	2017_Q4	2 - Marina	2	Van Ness Corridor	Downtown-Van Ness-Geary	(37.79966249070, -122.42461667500)
Mixres	3636002	2610 MISSION ST	FALSE	BP FILED	11/02/2016 12:00:00 AM	8	8	0	0				2015-016032PRJ	Renovation of an existing, vacant, two-story with full basement concrete and steel commercial building and construct 4 floors of wood frame residential for 8 units plus rear yard on the roof.  No parking.  Bicycle parking and common open space on podium.	DEMOLISH ROOF OF (E) ONE STORY COMMERCIAL & BUILD N STRUCTURE AND 4 STORY WOOD FRAME RESIDENTIAL VERTICAL ADDITION ON TOP. ADDITION OF 8 (N) DWELLING UNITS. EXISTING COMM'L IS VACANT RETAIL, NEW PROPOSED COMM'L IS DESIGNATED FOR LOCAL NON-PROFIT USE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AJELLOHO	Forum Design		4152527063	2017	Q4	2017_Q4	8 - Mission	9	Mission (EN); Mission District Streetscape Plan; Mission Public Life Plan	Eastern Neighborhoods	(37.75516227290, -122.41908243000)
Mixres	3730007	262 07TH ST	FALSE	PL FILED	05/06/2016 12:00:00 AM	86	86	0	0				2014.0334PRJ	The proposed project is to demolish the existing one story, approximately 7,800 square-foot warehouse and construct a new structure that would be 65-feet tall and 124-feet deep measured from 7th Street; a required rear yard would be 41.33 feet deep and f		1662	-6093	0	0	0	0	0	0	0	0	0	7755	0	-7755	0	1662	1662	0	0	0	0	0	0	0	0	VBYRD	SIA Consulting Corp.		415-922-0200	2017	Q4	2017_Q4	9 - South of Market	6	Western SoMa (EN)	Eastern Neighborhoods	(37.77698563250, -122.40873687900)
Resident	2614004	262 CASTRO ST	FALSE	BP FILED	10/16/2015 12:00:00 AM	1	1	0	0						TO ERECT 2 STORIES, 1 BASEMENT, SINGLE FAMILY RESIDENT BUILDING.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HORNJEFF				2017	Q4	2017_Q4	6 - Buena Vista	8		Mission-San Jose Corridor	(37.76460238860, -122.43571612000)
Vacant	3561010	262 NOE ST	FALSE	BP Filed	07/27/2017 12:00:00 AM	0	0	0	0						ADMINISTRATIVE CHANGE OF USE FROM VACANT LAUNDROMAT TO NEW MEDICAL CANNABIS DISPENSORY.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2017	Q4	2017_Q4	6 - Buena Vista	8		Market & Octavia	(37.76475746000, -122.43346667900)
Resident	4148027	2621 HARRISON ST	TRUE	CONSTRUCTION	12/14/2017 12:00:00 AM	3	2	0	0				2014-000518PRJ	Convert 2-story, 2BR/1BA, SFR to a 4-story triplex.	COVERT 2 STORY, 2 BEDROOM, 1 BATH RESIDENCE TO 4 STORY TRIPLEX WITH GARAGE AND LIVING SPACE AT FIRST FLOOR AND 3 FLATS AT UPPER STORIES.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	YEUNGMIN	Bill Egan	Bill Egan	(415) 260-12	2017	Q4	2017_Q4	8 - Mission	9	Mission (EN); Mission District Streetscape Plan	Eastern Neighborhoods	(37.75537830770, -122.41184171000)
