APN	Entitlement	BESTSTAT	BESTDATE	NAMEADDR	Alias	PLN_CASENO	BP_APPLNO	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	COST	PROPUSE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	FirstFiled	PLN_DESC	BP_DESC	PLANNER	SPONSOR	SP_CONTACT	SP_CONTACTPH	NEIGHBORHOOD	PLAN_AREA	PLAN_DISTRICT	HEIGHT_DISTRICT	ZONING_SIM	ZONING_DISTRICT	SUPE_DISTRICT	Location
APN 5524044	1	BP ISSUED	12/28/2015	3303 FOLSOM ST			201503039806	2	1	0	0			$160000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/03/2015		REMODEL OF UPPER UNIT AT 4TH FL; 3RD FL, 125 SQ FT BACK ADDITION W/ EQUAL SIZE REDUCTION OF DECK, NEW SPIRAL STAIR; 4TH FL, 115 SQ FT ADDITION MASTER SUITE, EXPEND ROOF DECK BY 169 SQ FT. THE SIZE OF USABLE ATTIC SPACE IS TO INCREASE BY 63 SQ FT.	SMENDRIN				Bernal Heights		Bernal Heights	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 9	(37.74497145680, -122.41301842000)
APN 3146021	0	BP FILED	08/06/2014	331 CAPISTRANO AV			201408063132	2	1	0	0			$6500.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/06/2014		LEGALIZE DWELLING UNIT WITHOUT PERMIT PER ORDINANCE NO 43-14. CONVERT LAUNDRY ROOM TO KITCHEN. (N) 1-HOUR RATED WALL AT GARAGE. (N) DOORS FOR UNIT SEPARATION.	KCONNER				Outer Mission		South Central	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	SUPERVISORIAL DISTRICT 11	(37.72617474500, -122.43805825600)
APN 2752024	0	BP FILED	10/10/2014	331 COLLINGWOOD ST			201410108695	2	1	0	0			$180000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/10/2014		VERTICAL & HORIZONTAL ADDITION. LEGALIZE (E) 2ND DWELLING.	TKENNEDY				Castro/Upper Market		Central	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 8	(37.75707411000, -122.43543706900)
APN 4040026	0	PL FILED	01/13/2015	331 PENNSYLVANIA AV		2014		0	0	0	0			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/11/2014	"New Project Description: Change of Use to School.

Old Project Description: An existing convalescent home is proposed as a new 24 room student housing building.  Two beds per room.  The existing street facade will be restored. Interior renovations only"		AA CONV	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 10	(37.76227143930, -122.39323595200)
APN 3569017	0	BP FILED	02/18/2015	3312 17TH ST			201502188620	8	2	0	0			$825000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/18/2015		1. HORIZ ADDITION @1ST STORY COM'L 2. INFILL OF (E) LIGHTWELL @2ND * 3RD STORY 3. (N) ENTRY & EXIT STAIRS FR DWG 4. FACADE WK @(E)BLDG 5. INTERIORREMODEL OF(E) EFFICIENCY DWG UNIS 6. VERT. ADDITION OF 4/F/MEZZ W/2 NEW DWGS 7. FIRE SPRINKLERS & ELECT WRK	EJARDINE				Mission	Mission (EN)	Mission	55-X	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	SUPERVISORIAL DISTRICT 9	(37.76357910960, -122.41997704300)
APN 6571012	0	BP FILED	04/14/2015	3314 CESAR CHAVEZ ST		2014-003160PRJ	201504143580	50	50	0	0			$8000000.00	APARTMENTS	1740	-14553	0	0	0	0	0	-2500	0	-13793	1740	1740	0	0	04/14/2015	The proposed project is to demolish the existing 13,793 square foot one-story reinforced concrete industrial building that was constructed circa 1900 in the Modern style. The proposal also includes the construction of a six-story, 65-foot tall mixed use	TO ERECT 6 STORIES OF 50 RESIDENTIAL UNITS 4 COMMERCIAL UNITS	DVU	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Mission	Mission (EN)	Mission	65-X	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	SUPERVISORIAL DISTRICT 9	(37.74852121690, -122.41646248300)
APN 3590014	1	BP ISSUED	07/05/2016	3324 19TH ST			201402198846	10	6	0	0			$1102000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/19/2014		VERITICAL ADDITION. REMODEL EXISTING UNIMPROVED 1ST & 2ND FL FOR 2 RESIDENTIAL UNITS. REMODEL EXISTING 2ND & 3RD FLOOR APARTMENTS. ADD 4TH, 5TH FL FOR 4 NEW RESIDENTIAL UNITS.	CAMPBELL				Mission	Mission (EN)	Mission	55-X	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	SUPERVISORIAL DISTRICT 9	(37.76054056420, -122.41766402200)
APN 3521022	0	PL FILED	11/12/2015	333 12TH ST	CITYSPACES	2015-004109PRJ		219	219	18	18			$0.00		0	-21630	0	0	0	0	0	-21630	0	0	0	0	0	0	04/23/2015	"The proposed project is to demolish both the existing building and the parking lot and redevelop the site, per the State's Density Bonus law (California Government Code Sections 65915-65918), into an ""affordable-by-design / workforce"" rental housing proj"		RSUCRE	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	South of Market	Western SoMa (EN); South of Market	Mission	55/65-X	WMUG	WSOMA MIXED USE-GENERAL	SUPERVISORIAL DISTRICT 6	(37.77081824330, -122.41400729800)
APN 4040025	1	CONSTRUCTION	05/12/2016	333 PENNSYLVANIA AV		2013	201306129341	2	2	0	0			$1620000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/12/2013	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the construction of a new two-family residence on a vacant lot.	ERECT NEW 4-STORY TYPE 5 2-FAMILY RESIDENTIAL BUILDING	JSPEIRS	Closed	Closed	Closed	Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 10	(37.76210030050, -122.39321934500)
APN 0927024	0	BP FILED	01/07/2015	3336 BRODERICK ST			201501075157	3	1	0	0			$77000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/07/2015		LEGALIZATION OF IN-LAW UNIT.	NKWIATKO				Marina		Marina	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	SUPERVISORIAL DISTRICT 2	(37.80126852510, -122.44449129200)
APN 1402036	0	BP FILED	04/09/2015	334 32ND AV			201504093287	2	1	0	0			$85000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/09/2015		ADD 1 RESIDENTIAL UNIT (1 BEDROOM & 2 BATHROOMS) . CONVERT CRAWL SPACE TO HABITABLE SPACE. EXTEND 2 FLOORS TO THE REAR 10', ADD A DECK ON TOP. REPLACE GARAGE DOOR & GARAGE ACCESS DOOR.	FARRENSW				Outer Richmond		Richmond	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 1	(37.78285820530, -122.49213180900)
APN 2372024A	0	BP FILED	06/17/2016	3350 TARAVAL ST		2010	201606170332	1	1	0	0			$25000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/17/2016		LEGALIZATION OF AN ILLEGAL (E) DWELLING UNIT. TO COMPLY W/ NOV #200840162 & #201691601. CONVERT GARAGE TO (1) BEDROOM UNIT W/ 627 SQ FT CONDITIONED SPACE. PROVIDE FURNACE FOR HEATING. ROOF & COURT TO RESTORED TO COMPLY TO CURRENT CODE. LEGALIZATION ORDIN	TODDKENE	Under Review	Under Review	Under Review	Parkside		Outer Sunset	40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	SUPERVISORIAL DISTRICT 4	(37.74212536250, -122.50231775400)
APN 1086025	0	PL FILED	03/20/2013	3355 GEARY BL		2013		23	23	0	0			$0.00		7322	797	0	0	0	0	0	0	0	0	7322	797	0	0	03/20/2013	Remove (E) one-story restaurant use & surface parking lot, construct (N) 4-story over basement mixed-use building containing below-grade residential parking garage with 25 accessory automobile spaces, ground floor 8,855 sq.ft. retail with 8 accessory aut		AA CONV	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Inner Richmond		Richmond	40-X	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	SUPERVISORIAL DISTRICT 1	(37.78117142900, -122.45487982000)
APN 5501057A	0	PL FILED	01/21/2016	3359 CESAR CHAVEZ ST		2016-000892PRJ		0	0	0	0			$0.00		2800	0	2800	2800	0	0	0	0	0	-2800	0	0	0	0	01/21/2016	Change of use from Storage to Community Meeting Facility.		JDISALVO	PENDING	PENDING	PENDING	Bernal Heights		Bernal Heights	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 9	(37.74787828100, -122.41727689000)
APN 6489035	1	BP APPROVED	05/27/2016	336 HANOVER ST			201408063130	2	1	0	0			$20000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/06/2014		LEGALIZE DWELLING UNIT, INSTALLED WITHOUT PERMIT PER ORDINANCE NO. 4314. CONVERT LAUNDRY AREA TO KITCHEN. ADD DOOR.	KCONNER				Crocker Amazon		South Central	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	SUPERVISORIAL DISTRICT 11	(37.70922647800, -122.44364988600)
APN 3608023	0	BP FILED	12/11/2015	3374 - 3376 21ST ST		2016-000196PRJ	201512114912	6	2	0	0			$20000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/11/2015	ADDITION OF 2 UNITS PER ORDINANCE 30-15. SEISMIC P/A#201508174416. RELOCATE ENTRY DOOR ON 1ST FLOOR & REPLACE W/WINDOW TO MATCH EXISTING.	ADDITION OF 2 UNITS PER ORDINANCE 30-15. SEISMIC P/A#201508174416. RELOCATE ENTRY DOOR ON 1ST FLOOR & REPLACE W/WINDOW TO MATCH EXISTING.	SJIMENEZ	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Mission	Mission (EN)	Mission	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	SUPERVISORIAL DISTRICT 8	(37.75705073520, -122.42274182300)
APN 1008047	1	BP FILED	02/09/2016	3378 SACRAMENTO ST		2016-001075PRJ	201602099198	4	0	0	0			$88000.00	OFFICE	4144	457	0	0	0	0	2072	2072	0	0	2072	-1615	0	0	01/22/2016	To permit the change of use from retail to business or professional services;	SITE PERMIT FOR RETAIL SPACE BEING CONVERTED TO PROFESSIONAL SERVICE OFFICES, WHICH HAS SUBMITTED FOR C.U HEARING.	DLINDSAY	CUA ON HOLD	CUA ON HOLD	CUA ON HOLD	Presidio Heights		Richmond	40-X	NCD	SACRAMENTO STREET NEIGHBORHOOD COMMERCIAL	SUPERVISORIAL DISTRICT 2	(37.78813542870, -122.44841228800)
APN 5744016	1	BP ISSUED	05/17/2016	339 CRESCENT AV			201410017778	1	1	0	0			$780000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/01/2014		TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	TOWNES C				Bernal Heights		Bernal Heights	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 9	(37.73516711870, -122.41790543000)
APN 7040A011	0	BP FILED	04/12/2016	339 MOUNT VERNON AV		2016-005044PRJ	201604124538	2	1	0	0			$40000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/12/2016		LEGALIZATION OF DWELLING UNIT PER ORDINANCE #43-14. INSTALLED WITHOUT PERMIT LEGALIZE (E) KITCHEN, BATHRM, BEDRM & FAMILY RM, ALL WORK AT GROUND FLOOR.	KCONNER	Under Review	Under Review	Under Review	Outer Mission		South Central	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	SUPERVISORIAL DISTRICT 11	(37.71775759790, -122.44732103700)
APN 7279041	1	BP APPROVED	03/03/2016	34 COUNTRY CLUB DR			201501276733	2	1	0	0			$120000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/27/2015		LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER  ORDINANCE 43-14.	NKWIATKO				Lakeshore		Ingleside	40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	SUPERVISORIAL DISTRICT 7	(37.72986839460, -122.49508721700)
APN 3730096	1	BP FILED	10/08/2013	34 LANGTON ST		2014	201310088785	5	5	0	0			$950000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/08/2013	Demolition of a 630sf industrial building and construction of a 5-unit 4-story 3,561sf building with 2 parking spaces.	TO ERECT 4 STORIES, NO BASEMENT, 5 UNITS APARTMENT, TYPE V-A BUILDING.	JSPEIRS	Closed	Closed	Closed	South of Market	Western SoMa (EN); South of Market	South of Market	40-X	RED	SOUTH OF MARKET RESIDENTIAL ENCLAVE	SUPERVISORIAL DISTRICT 6	(37.77694529650, -122.40944445100)
APN 3521005	0	PL FILED	09/05/2014	340 11TH ST		2014		0	0	0	0			$0.00		23350	16176	0	0	0	0	17850	14263	0	0	5500	1913	0	0	06/02/2014	The project site is comprised of two parcels - 340 111h Street (3521/005) contains an existing 7,714 square-foot office/retail building that has been fire damaged and 350 11th Street (3521/007) is a vacant parcel. The proposal is to demolish the existing		AA CONV	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	South of Market	Western SoMa (EN); South of Market	Mission	55-X	WMUO	WSOMA MIXED USE-OFFICE	SUPERVISORIAL DISTRICT 6	(37.77117421760, -122.41354561300)
APN 3576090	1	CONSTRUCTION	10/05/2015	3420 18TH ST		2012	201311041054	16	16	0	0	Fee Payment		$3600000.00	APARTMENTS	1000	-3500	0	0	0	0	0	0	0	-4500	1000	1000	0	0	03/25/2013	The proposed project would demolish existing one-story commercial building and construct new five-floor building containing 16 residential units on four floors over ground floor garage containing 8 off-street parking spaces.	ERECT NEW 16-UNIT 5-STORY RESIDENTIAL BLDG. MAHER ORDINANCE-EXTENDED IS NOT REQUIRED.	BBENDIX	Closed	Closed	Closed	Mission	Mission (EN)	Mission	55-X	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	SUPERVISORIAL DISTRICT 9	(37.76200424840, -122.41998607500)
APN 2381045A	0	PL FILED	06/10/2015	3431 TARAVAL ST		2015-007338PRJ		0	0	0	0			$0.00		4375	1875	0	0	4375	4375	0	0	0	0	0	-2500	0	0	06/10/2015	Conditional Use Application for change of use from a Laundromat to a medical office/ health clinic.		LCALMESE	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Parkside		Outer Sunset	40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	SUPERVISORIAL DISTRICT 4	(37.74160027320, -122.50299714600)
APN 5203083	0	PL FILED	04/08/2016	3433 03RD ST		2009		0	0	0	0			$0.00		49228	49228	0	0	0	0	30717	30717	0	0	18511	18511	0	0	01/27/2009	Construction of an approximately 50,000sf 5-story office building with ground floor retail, assembly space and 34 parking spaces		KDURANDE	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Bayview	Bayview Hunters Point	South Bayshore	65-J	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	SUPERVISORIAL DISTRICT 10	(37.74554575060, -122.38658143600)
APN 0465A022	0	BP FILED	11/15/2011	3436 SCOTT ST			201111158893	3	1	0	0			$50000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/15/2011		ADDITION OF AN APT UNIT TO THE EXISTING FIRST FLOOR GARAGE AREA WITH A REAR ADDTION. EXPANSION OF REAR ROOM ON EXISTING 2ND FLOOR.  REMODEL AND REAR DECK ADDITION TO  EXISTING 3RD FLOOR APT UNIT.	SYOUNG				Marina		Marina	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	SUPERVISORIAL DISTRICT 2	(37.80169758900, -122.44119328600)
APN 0785029	1	CONSTRUCTION	06/02/2016	344 - 388 FULTON ST		2012	201303273113	69	69	8	8	On-site BMR Project	Rental	$12500000.00	APARTMENTS	12247	12247	0	0	0	0	10425	10425	0	0	1822	1822	0	0	11/07/2012	"Sponsor is proposing two structures (1) a four-story, 60,049 sf
 Boys & Girls Club clubhouse and recreation facility including a pool, gymnasium and administrative offices, and (2) a six-story, 36,609 sf building with 60-75 dwelling units and 3,771 sf o"	ERECT 6 STORIES, NO BASEMENT, 69 UNITS RESIDENTIAL APARTMENTS WITH GROUND FLOOR RETAIL.	KGUY	Closed	Closed	Closed	Downtown/Civic Center	Market and Octavia	Western Addition	65-X	NCT-3	MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT	SUPERVISORIAL DISTRICT 5	(37.77907202590, -122.42287966300)
APN 6942028	1	CONSTRUCTION	03/05/2016	344 HOLLOWAY AV		2013	201307242711	2	1	0	0			$275000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/03/2013	Remodel and addition of a new dwelling unit to existing single family structure	"CONVERT SINGLE FAMILY DWELLING TO 2-UNIT BUILDING. JACK UP THE (E) BUILDING APPROX 30"" MAX. ADDING 5 DORMER AT ATTIC AS PER PLAN."	MSMITH	Closed	Closed	Closed	Ocean View		Ingleside	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 7	(37.72206340180, -122.45691208700)
APN 3610047	0	BP FILED	01/09/2015	3441-3447 20TH ST		2008	201501095338	7	1	0	0			$250000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/05/2008	Reconstruction of two 3rd floor living spaces destroyed by fire. Conversion of basement space to one studio space and one space for off street parking for 5 vehicles. Addition of basement windows for required light and ventialtion. Demolition and rebuild	RESTORE 3RD FLOOR DESTROYED BY FIRE & ADD 2 APTS. REMODEL BASEMENT APTS, ADD 1 APT & 3 PARKING SPACES. REMODEL EXISTING REAR STAIR & ADD ROOF DECK.	RSUCRE	Closed	Closed	Closed	Mission	Mission (EN)	Mission	55-X	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	SUPERVISORIAL DISTRICT 9	(37.75848696850, -122.41773600400)
APN 6569029	0	BP FILED	02/10/2016	3443 26TH ST		2016-002279PRJ	201602109217	2	1	0	0			$150000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/10/2016		CHANGE OF USE. CONVERSION OF NON-CONFORMING GROUND FLOOR COMMERCIAL UNIT TO RESIDENTIAL UNIT. REAR HORIZONTAL EXPANSION OF 2-STORY STRUCTURE. (E) SPIRAL STAIR RELOCATED. (N) ACCESS TO STORAGE AREA @ FRONT OF BLDG. ADDITION OF (1) BATHROOM.	YEUNGMIN	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	Mission	Mission (EN)	Mission	55-X	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	SUPERVISORIAL DISTRICT 9	(37.74879760190, -122.41899564100)
APN 1446038	1	CONSTRUCTION	05/31/2016	350 15TH AV			201412304716	2	1	0	0			$285000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/30/2014		ADD (1) BEDROOM UNIT & GARAGE @ BASEMENT LEVEL & FAMILY ROOM @ REAR OF BUILDING ON 1ST LEVEL. UNIT INCLUDES (1) KITCHEN & (1) BATH.	BBENDIX				Inner Richmond		Richmond	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 1	(37.78155094500, -122.47370224600)
APN 3753081	0	BP FILED	02/17/2016	345 06TH ST		2013	201602179763	104	104	0	0			$6000000.00	APARTMENTS	3090	6835	0	0	0	0	0	3745	0	0	3090	3090	0	0	12/03/2013	The proposed project would construct an eight-story mixed use building with 89 SRO units and one 3,090 square-foot commercial space.	TO ERECT 9 STORIES OF 104 DWELLING UNIT MIX USE. MAHER ORDINANCE NEED TO BE COMPLIED.	RSUCRE	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	South of Market	Central SoMa; East SoMa (EN); South of Market	South of Market	85-X	MUR	MIXED USE-RESIDENTIAL	SUPERVISORIAL DISTRICT 6	(37.77816490160, -122.40467738600)
APN 0792007A	1	BP FILED	07/07/2015	345 FULTON ST		2015-009186PRJ	201507070775	31	2	0	0			$125000.00	LENDING INSTITUTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/07/2015		A REMODEL OF THE 1ST FLOOR TO INCLUDE 2 NEW STUDIO UNITS TO THE REAR. RELOCATION OF THE BOILER ROOM & LAUNDRY ROOM, GAS METERS & ELECTRICAL METERS. ENTIRE 1ST FLOOR MUST BE SPRINKLERED TO NFPA 13.  FIRE ALARM AND SPRINKLER SYSTEM UNDER SEPARATE APPLICATI	JIMENEZS	Closed	Closed	Closed	Downtown/Civic Center	Market and Octavia	Western Addition	65-X	NCT-3	MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT	SUPERVISORIAL DISTRICT 5	(37.77857647010, -122.42244381200)
APN 3962008	1	CONSTRUCTION	06/30/2016	346 POTRERO AV		2012	201311202405	70	70	11	11	On-site BMR Project	Rental	$22000000.00	APARTMENTS	1600	1600	0	0	0	0	0	0	0	0	1600	1600	0	0	10/12/2012	The proposed project is the demolition of an existing car wash and construction of new 9-story mixed-use building with 75 dwelling unit, and 3,375 sf of ground floor commercial, and 57 off-street residential parking spaces.	TO ERECT 9 STORIES, 1 BASEMENT, OF 70 RESIDENTIAL, RETAIL, MIX USE BUILDING.	DSANCHEZ	Closed	Closed	Closed	Mission	Mission (EN)	Mission	85-X	UMU	URBAN MIXED USE	SUPERVISORIAL DISTRICT 10	(37.76513959890, -122.40781646000)
APN 5744075	1	BP ISSUED	01/28/2015	347 CRESCENT AV			200806043667	2	2	0	0			$600000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/04/2008		CONSTRUCTION OF NEW 2 UNIT RESIDENTIAL BLDG IN A VACANT LOT	EJACKSON				Bernal Heights		Bernal Heights	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 9	(37.73516059430, -122.41777601100)
APN 3755054	0	PL FILED	11/05/2015	349 08TH ST		2015-004085PRJ		38	38	0	0			$0.00		1236	1236	0	0	0	0	0	0	0	0	1236	1236	0	0	10/21/2015	Construct a new 5-story mixed-use residential building consisting of 38 residential units with associated private and common open space.		KDURANDE	UNDER REVIEW	UNDER REVIEW	UNDER REVIEW	South of Market	Western SoMa (EN); South of Market	South of Market	55-X	WMUG	WSOMA MIXED USE-GENERAL	SUPERVISORIAL DISTRICT 6	(37.77468323480, -122.40918920400)
APN 2659054	1	BP ISSUED	09/16/2014	349 CORBETT AV			201307292973	2	1	0	0			$90000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/29/2013		INSTALL ONE RESIDENTIAL DWELLING UNIT AT LOWER LEVEL. LEGALIZE (E) 2ND UNIT.	TWANG				Castro/Upper Market		Central	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 8	(37.75974701210, -122.44506471700)
APN 5721077	1	BP ISSUED	10/02/2015	349 RICHLAND AV			201303293381	2	1	0	0			$178484.00	PRKNG GARAGE/PUBLIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/29/2013		FRONT BUILDING VERTICAL ADDITION AND REMODEL OF EXISTING GARAGE AND CONVERT STORAGE AREA AT FRONT OF PROPERTY INTO RESIDENTIAL SINGLE FAMILY DWELLING.	JSPEIRS				Bernal Heights		Bernal Heights	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	SUPERVISORIAL DISTRICT 9	(37.73591025550, -122.41844799000)
APN 3595021	0	BP FILED	04/12/2016	3490 20TH ST		2016-005042PRJ	201604124497	4	4	0	0			$300000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/12/2016		THIS APPLICATION FOR CHANGE OF USE FROM OFFICE, TOMULTI FAMILY DWELLING ( 4 TENANT SPACE). VIA  2 UNIT ON THE SECOND & THIRD FLOOR.	KDURANDE	Application Accepted	Application Accepted	Application Accepted	Mission	Mission (EN)	Mission	55-X	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	SUPERVISORIAL DISTRICT 9	(37.75877976440, -122.41875881100)
APN 3511066	1	CONSTRUCTION	06/03/2016	35 - 41 LAFAYETTE ST		2013	201312194587	12	4	0	0			$165000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/31/2013	Variance request to the open space requirements of P.C. Sec. 135  to permit the conversion of unused space into four (4) additional dwelling units.	CONVERT LOWER FLOOR TO 2 ADDITION DWELLINGS. NO EXPANSION OF ENVERLOP OF BUILDING. EXTERIOR WORK (N) WINDOWS AND (N) DOORS.	BBENDIX	Closed	Closed	Closed	South of Market	Western SoMa (EN); South of Market	Mission	40-X	RED	SOUTH OF MARKET RESIDENTIAL ENCLAVE	SUPERVISORIAL DISTRICT 6	(37.77319839940, -122.41717269400)
APN 3576039	1	CONSTRUCTION	05/23/2016	35 LEXINGTON ST			201202174465	3	1	0	0			$75000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/17/2012		CREATE A 620 SQ FT 3RD UNIT AT 1ST FLOOR INCLUSIVE OF A 1 STORY ADDITION OF 130 SQ FT WITH ROOF DECK FOR THE (E) 2ND UNIT. REPAIR TO 50% OR LESS OF REAR STAIR WITH EXTENDED STAIR LANDING ON 3RD FLOOR.	BFU				Mission	Mission (EN)	Mission	45-X	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	SUPERVISORIAL DISTRICT 9	(37.76218553640, -122.42065015500)
APN 3756003	1	CONSTRUCTION	05/05/2016	350 08TH ST	L SEVEN	2007	201307303137	408	408	62	62	On-site BMR Project	Rental	$123000000.00	APARTMENTS	61700	56700	0	0	0	0	0	0	8700	3700	53000	53000	0	0	09/07/2007	Seven building mixed-use development for 416 rental dus in 384,000-sf, with 50K-sf retail, 8,700-sf industrial/studio, and 409-space below ground parking on site of SOMA busyard, block bounded by 8th Street, Harrison, Ringold, Gordon, totaling 634,000-sf	TO ERECT 6 STORIES, 1 BASEMENT, 408 RESIDENTIAL UNITS WITH COMMERCIAL & PARKING BUILDING.	DSANCHEZ	Closed	Closed	Closed	South of Market	Western SoMa (EN); South of Market	South of Market	55/65-X	WMUG	WSOMA MIXED USE-GENERAL	SUPERVISORIAL DISTRICT 6	(37.77369416470, -122.40965844200)
