APN	BESTSTAT	BESTDATE	NAMEADDR	Alias	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	PLN_CASENO	BP_APPLNO	PROPUSE	COST	BP_DESC	PLN_DESC	PROJECT_TYPE	ENTITLEMENT	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	APPLICANT	CONTACT	CONTACTPHONE	FirstFiled	PLANNER	PLAN_AREA	PUBLICREALM	STATUS	PLAN_DISTRICT	SUPE_DISTRICT	ZONING_SIM	ZONING_DISTRICT	ZONING_GEN	ZONING	HEIGHT_DISTRICT	NEIGHBORHOOD	Location
APN 3505016	BP FILED	11/28/2016	30 OTIS ST		404	404	0	0			2015-010013PRJ	201611283577	APARTMENTS	$99200000.00	TO ERECT 27 STORIES, 2 BASEMENT, 404 RESIDNETIAL UNITS, REATIL, BALLET SCHOOL & COMMERCIAL.	"The proposed project consist of demolition of the existing buildings and construction of a new approximately 250-foot tall mixed use building (the ""Project"").  The Project will feature 354 dwelling units on the top of 26 floors of the building.  Approxim"	Mixres	0	18263	-31737	13125	3125	0	0	0	-15000	0	-15000	5138	-4862	0	0				09/28/2015	TCHANG	Market and Octavia; Downtown; Market Octavia Living Alleys		Adopted	Mission	SUPERVISORIAL DISTRICT 6	C-3-G	DOWNTOWN- GENERAL	Commercial	C-3-G	85-X	South of Market	"Y
(37.77291691490, -122.41939483400)"
APN 5991001	BP APPROVED	11/04/2015	300 - 308 UNIVERSITY ST (BLDG 1 OF 4)	300 UNIVERSITY ST	1	1	0	0			2014	201407302503	1 FAMILY DWELLING	$650000.00	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	New construction of four single-family dwellings on four vacant lots.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Jeremy  Schaub	Jeremy  Schaub	682-8060x103	08/28/2014	EJASZEWS				South Central	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Excelsior	(37.72634448910, -122.41426019000)
APN 5991001	BP APPROVED	11/05/2015	300 - 308 UNIVERSITY ST (BLDG 2 OF 4)	302 UNIVERSITY ST	1	1	0	0			2014	201407302510	1 FAMILY DWELLING	$650000.00	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	New construction of four single-family dwellings on four vacant lots.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				07/30/2014	EJASZEWS				South Central	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Excelsior	(37.72634448910, -122.41426019000)
APN 5991001	BP APPROVED	11/02/2015	300 - 308 UNIVERSITY ST (BLDG 3 OF 4)	306 UNIVERSITY ST	1	1	0	0			2014	201407302511	1 FAMILY DWELLING	$650000.00	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	New construction of four single-family dwellings on four vacant lots.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				07/30/2014	EJASZEWS				South Central	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Excelsior	(37.72634448910, -122.41426019000)
APN 5991001	BP APPROVED	11/04/2015	300 - 308 UNIVERSITY ST (BLDG 4 OF 4)	308 UNIVERSITY ST	1	1	0	0			2014	201407302512	1 FAMILY DWELLING	$650000.00	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	New construction of four single-family dwellings on four vacant lots.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				07/30/2014	EJASZEWS				South Central	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Excelsior	(37.72634448910, -122.41426019000)
APN 0287014	PL APPROVED	12/08/2016	300 GRANT AV	272 - 290 SUTTER ST	0	0	0	0			2015-000878PRJ	201612275920	OFFICE	$19000000.00	ERECT 6 STORIES, ONE BASEMENT OFFICE AND RETAIL.	Demo existing non-historic buildings at 272 Sutter and 290 Sutter.  Construct new building with basement plus six stories. Offices on floors three (3) - six (6) with retail on the first floor.	Mixed	1	63430	16990	0	0	0	0	35880	35880	0	0	27550	-18890	0	0				09/02/2015	LYEGAZU	Downtown			Downtown	SUPERVISORIAL DISTRICT 3	C-3-R	DOWNTOWN- RETAIL	Commercial	C-3-R	80-130-F	Financial District	(37.78991387810, -122.40523289400)
APN 0832025	PL APPROVED	06/23/2016	300 OCTAVIA ST (BLDG 1 OF 2)	300 / 310 / 320 /330 OCTAVIA ST	12	12	1	1			2014-002330PRJ	200810013158	APARTMENTS	$3250000.00	TO ERECT 12 DWELLING UNIT WITH 5 STORIES NEW BLDG(CONDO AND RETAIL)	The proposed project includes construction of two 5-story, approximately 55-foot-tall building with  a combined 24 residential units over ground floor commercial uses with bicycle parking.	Mixres	1	1606	1606	0	0	0	0	0	0	0	0	1606	1606	0	0		City County of San Francisco Office	554-5395	02/25/2015	CGROB	Market and Octavia; Market Octavia Living Alleys		Adopted	Western Addition	SUPERVISORIAL DISTRICT 5	NCT	HAYES NCT	Mixed Use	NCT-HAYES	50-X	Western Addition	"Y
(37.77509954950, -122.42403997100)"
APN 0832026	PL APPROVED	06/23/2016	300 OCTAVIA ST (BLDG 2 OF 2)	350 / 360 / 370 / 380 OCTAVIA ST	12	12	2	2			2014-002330PRJ	200810013162	APARTMENTS	$3250000.00	TO ERECT 12 DWELLING UNITS WITH 5 STORIES NEW BLDG(CONDO AND RETAIL)	The proposed project includes construction of two 5-story, approximately 55-foot-tall building with  a combined 24 residential units over ground floor commercial uses with bicycle parking.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				02/25/2015	CGROB	Market and Octavia; Market Octavia Living Alleys		Adopted	Western Addition	SUPERVISORIAL DISTRICT 5	NCT	HAYES NCT	Mixed Use	NCT-HAYES	50-X	Western Addition	"Y
(37.77551846600, -122.42412424900)"
APN 3753122	PL FILED	06/02/2015	301 06TH ST	999 FOLSOM ST	84	84	0	0			2013			$3000000.00		The proposed project would demolish a former gas station now car detailing structure to erect a 7-story plus basement mixed use building.  Basement level would have 46 off-street parking.  Ground level: commercial space and residential units.  Floors 2 t	Mixres	0	4700	3700	0	0	0	0	0	0	0	0	4700	3700	0	0	Bruce Bau	Bruce Bau	397-7416	04/26/2013	TBLOMGRE	Eastern Neighborhoods w/Valencia; East SoMa (EN); Eastern Neighborhoods (Complete); South of Market; Central SoMa			South of Market	SUPERVISORIAL DISTRICT 6	MUR	MIXED USE-RESIDENTIAL	Mixed Use	MUR	85-X	South of Market	(37.77844191260, -122.40508642200)
APN 1408001	PL FILED	06/17/2015	301 25TH AV		9	9	0	0			2014.0952PRJ			$0.00		Demolish existing structures.  Subdivide into 3 parcels.  Lot 1:  4-story building with retail and parking at ground floor; residential and open space at floors 2, 3 & 4.  Lots 2 & 3:  4-story building with parking and open space at ground floor and resi	Mixres	0	24718	23696	0	0	0	0	0	0	24718	23696	0	0	0	0	Double AA Corp.	Wisfe Aish	650-589-7722	04/09/2015	SLAI				Richmond	SUPERVISORIAL DISTRICT 1	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	Mixed Use	NC-1	40-X	Outer Richmond	(37.78362465030, -122.48526077600)
APN 2628035	BP FILED	03/20/2015	301 UPPER TR		2	2	0	0				201503201416	1 FAMILY DWELLING	$2000000.00	(FRONT BLDG) ERECT 4-STORY, 1 BASEMENT, TYPE 5A, SINGLE FAMILY DWELLING UNIT BLDG.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/20/2015	EJACKSON				Buena Vista	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Castro/Upper Market	(37.76210210180, -122.44558659200)
APN 5467016	BP FILED	07/28/2016	3015 SAN BRUNO AV		1	0	0	0				201607283597	RETAIL SALES	$60000.00	TENANT IMPROVEMENTS FOR CONVERT (E) OFFICE/COMMERCIAL SPACE TO A MEDICAL CANNABIS DESPENSARY (MCD). UPDATE ACCESSIBILITY/RESTROOM. NEW SERVICE COUNTER, NEW PARTITION WALLS & DOORS. NEW RESTROOM.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				07/28/2016					South Central	SUPERVISORIAL DISTRICT 9	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	Mixed Use	NC-2	40-X	Visitacion Valley	(37.72356412030, -122.40166785600)
APN 5952002	BP ISSUED	11/21/2016	302 SILVER AV	JEWISH HOME OF SAN FRANCISCO	198	198	0	0			2011	201603152080	APARTMENTS	$67000000.00	TO ERECT 5 STORIES, 2 BASEMENT, RESIDENTIAL CARE FOR THE ELDERLY BUILDING.	Project includes the demolition of the Main/ West/ Infirmary Building, approximately 50,600 square feet, and the new construction of two buildings (1A and 1B), totaling approximately 264,984 square feet, which would house up to 210 Residential Care Facil	Mixres	1	572000	275875	561109	264984	0	0	6291	6291	0	0	4600	4600	0	0				11/16/2011	TCHANG				South Central	SUPERVISORIAL DISTRICT 11	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	50-X	Excelsior	(37.72778011110, -122.43056854100)
APN 0519029	CONSTRUCTION	02/27/2013	3020 LAGUNA ST		2	2	0	0			2010	201009271661	2 FAMILY DWELLING	$785316.00	TO ERECT 4 STORIES, 2 UNITS RESIDENTIAL BUILDING.	New contruction of 4-story, 2-unit building.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amir Mortazavi	Amir Mortazavi	650-400-9432	09/27/2010	MWEINTRA				Marina	SUPERVISORIAL DISTRICT 2	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Marina	(37.79919136610, -122.43062773000)
APN 5505020	BP FILED	11/13/2015	3025 CESAR CHAVEZ ST		2	1	0	0				201511132603	2 FAMILY DWELLING	$65000.00	"EXCAVATE GROUND FLOOR: INSTALL 2ND UNIT (2 BEDS  AND 1 BATH) REPLACE REAR DECK. EXTEND HOME HORIZONTALLY IN REAR BY LESS THAN 10'-0"""		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				11/13/2015		Mission District Streetscape Plan		Adopted	Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Bernal Heights	"Y
(37.74807494150, -122.41011578100)"
APN 0534007	BP FILED	04/12/2016	3027 FILLMORE ST		1	0	0	0			2016-004870PRL	201604124551	RETAIL SALES	$1.00	CHANGE OF USE: OFFICE USE TO RETAIL SPACE FOR A SMALL CLOTHING BOUTIQUE.  MAHER NA		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				04/12/2016	ATAEB				Marina	SUPERVISORIAL DISTRICT 2	NCD	UNION STREET NEIGHBORHOOD COMMERCIAL	Mixed Use	NCD-UNION	40-X	Marina	(37.79741941050, -122.43585235600)
APN 3640079	BP APPROVED	01/03/2017	3040 24TH ST		1	1	0	0				201312174396	1 FAMILY DWELLING	$807346.00	TO ERECT 3-STORIES, NO BASEMENT, MIXED-USE NEW BUILDING.		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/17/2013	CTOWNES	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	NCT	24TH-MISSION NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	NCT-24TH-MISSION	45-X	Mission	"Y
(37.75276528630, -122.41277459200)"
APN 6321012	BP FILED	03/08/2016	31 PASADENA ST		2	1	0	0				201603081447	2 FAMILY DWELLING	$5000.00	DEVELOPMENT OF 1ST (GROUND) FLOOR ROOMS, LEGALIZE EXISTING ROOMS, TO COMPLY WITH NOV 201587151.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/08/2016	CLARKECO				South Central	SUPERVISORIAL DISTRICT 10	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Visitacion Valley	(37.70908692910, -122.41848628400)
APN 2654031	BP ISSUED	01/06/2014	31 URANUS TR		2	1	0	0				201208298556	2 FAMILY DWELLING	$20000.00	REVISION TO PA#2009/08/21/5271. CONVERT (E) 4 STORY S.F.R TO (2) 2 STORY RES'D, CONSTRUCT 1 HR. CORRIDOR THRU GARAGE TO STREET @ 3RD FL, REPLACE INTERIOR  STAIRWAY FROM 2ND FL. TO 3RD FL, INSTALL (N)  KITCHEN @ 2ND FLR, REPLACE WINDOW @ 3RD FL STUDY W/(N		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				08/29/2012	TWANG				Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Castro/Upper Market	(37.76141469990, -122.44523900300)
APN 6613048	BP FILED	09/06/2016	311 28TH ST		1	1	0	0				201609066885	1 FAMILY DWELLING	$750000.00	ERECT TYPE V, 4 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				09/06/2016					Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Noe Valley	(37.74488185810, -122.42964674700)
APN 0809020	BP ISSUED	12/29/2016	311 GROVE ST		8	8	0	0			2014	201502269406	APARTMENTS	$3200000.00	CONSTRUCT (N) 8 DWELLING UNITS WITH 5 STORIES	Construction of a new 8 unit multi-family residential structure spanning the length of the site from Grove to Ivy Street.  The project will include one-level of subterranean vehicle and bicycle parking.	Mixres	1	2525	2525	0	0	0	0	0	0	0	0	2525	2525	0	0	Jacqueline Braver	Jacqueline Braver	378-7566	09/23/2014	MBOURDRE	Market and Octavia; Civic Center Public Realm Plan; Market Octavia Living Alleys	Y	In Progress	Western Addition	SUPERVISORIAL DISTRICT 5	NCT	HAYES NCT	Mixed Use	NCT-HAYES	50-X	Downtown/Civic Center	"Y
(37.77770084620, -122.42200806600)"
APN 0999008	PL APPROVED	10/13/2016	3110 CLAY ST		8	1	0	0			2016-005320PRJ	201604064141	APARTMENTS	$45000.00	ADDITION OF (1)(N) UNIT @ GROUND FL FOR TOTAL OF 8 UNITS; (N) UNIT TO BE 2-BEDROOM/1-BATH; (N) GROUND FL UNIT PROPOSED PER ORD 30-15, REFER TO PA#201509248028 PER SOFT STORY RETROFIT PER SFBC CHAPTER 34B, 2012 IEBC A-4; NFPA 13R SPRINKLER SYSTEM @ UNIT &	ADDITION OF (1)(N) UNIT @ GROUND FL FOR TOTAL OF 8 UNITS; (N) UNIT TO BE 2-BEDROOM/1-BATH; (N) GROUND FL UNIT PROPOSED PER ORD 30-15, REFER TO PA#201509248028 PER SOFT STORY RETROFIT PER SFBC CHAPTER 34B, 2012 IEBC A-4; NFPA 13R SPRINKLER SYSTEM @ UNIT &	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		SFCLAY PROPERTIES LLC		04/06/2016	ESAMONSK				Marina	SUPERVISORIAL DISTRICT 2	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Pacific Heights	(37.78965784580, -122.44443914200)
APN 1205021	BP FILED	01/08/2016	312 BAKER ST		16	4	0	0			2016-000595PRJ	201601086676	APARTMENTS	$727560.00	PER ORDINANCE NO 30-15, CONST 4 NEW DWELLING UNITS IN BASEMENT INCLUDING NEW REAR EXTERIOR PATIO, INTERIOR PATITIONS, FLOOR, CEILING, ELECT & PLUMB WORK. 2 NEW WINDOWS WILL BE ADDEDTO FRONT FACADE; 2 WINDOWS AND 2 DOORS TO REAR FACADE, A SOFT STORY SEISM		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				01/08/2016	SAMONSKY				Western Addition	SUPERVISORIAL DISTRICT 5	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	RM-1	40-X	Haight Ashbury	(37.77397573750, -122.44064025300)
APN 5503018	BP ISSUED	12/23/2015	3123 FOLSOM ST		2	2	0	0			2014	201407302522	2 FAMILY DWELLING	$600000.00	TO ERECT 3 STORIES, NO BASEMENT, 2 FAMILY DWELLING, TYPE V CONSTRUCTION.	Demolish existing one-story garage and construct a 3-story building with two residences and four parking spaces . Variance request to the parking requirement of Bernal Heights SUD.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Karl Lee	Jeremy  Schaub	682-8060x103	07/17/2014	JSPEIRS	Mission District Streetscape Plan		Adopted	Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Bernal Heights	"Y
(37.74791144440, -122.41332594700)"
APN 1718046	BP APPROVED	11/17/2015	3125 LINCOLN WY		2	1	0	0				201411060898	2 FAMILY DWELLING	$122536.00	"LEGALIZATION OF (E) UNAUTHORIZED ""IN LAW"" DWELLING UNIT AT 1/F. UNIT LEGALIZATION ORDINANCE 43-14."		Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				11/06/2014	NFOSTER				Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	Residential	RH-1(D)	40-X	Outer Sunset	(37.76455872550, -122.49165418900)
APN 0508013	BP FILED	09/09/2015	3130 WEBSTER ST		31	1	0	0			2015-012217PRJ	201509096511	APARTMENTS	$85000.00	ADD 1 UNIT INCLUDE BEDROOM, BATHROOM, KITCHEN, CLOSET, LIVING ROOM, PER ORDINANCE# 30-15. RELOCATE (E) LAUNDRY. RELOCATE (E) BIKE STORAGE.	ADD 1 UNIT INCLUDE BEDROOM, BATHROOM, KITCHEN, CLOSET, LIVING ROOM, PER ORDINANCE# 30-15. RELOCATE (E) LAUNDRY. RELOCATE (E) BIKE STORAGE.	Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3130 WEBSTER STREET LP		09/09/2015	NKWIATKO				Marina	SUPERVISORIAL DISTRICT 2	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	Mixed Use	NC-3	40-X	Marina	(37.79983085510, -122.43408635900)
APN 2177054	BP FILED	06/30/2015	3131 QUINTARA ST		2	1	0	0				201506300382	2 FAMILY DWELLING	$19700.00	UNIT LEGALIZATION FROM SINGLE FAMILY TO TWO FAMILY DWELLING PE ORDINANCE 43-14		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				06/30/2015	CLARKECO				Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Outer Sunset	(37.74738117500, -122.49914512200)
APN 1522019	BP FILED	12/02/2016	3138 ANZA ST		2	1	0	0				201612024018	2 FAMILY DWELLING	$56000.00	ADDITION OF DWELLING UNIT PER ORDINANCE 162-16. LEGALIZ. EXITING KITCHE, ONE BED ROOM & ONE BATH RM. ALL WORK AT GROUD FLOOR.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/02/2016		Geary Corridor			Richmond	SUPERVISORIAL DISTRICT 1	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	RM-1	40-X	Outer Richmond	(37.77852617350, -122.48212111700)
APN 3555018	PL APPROVED	07/27/2016	3140 16TH ST	3150 16TH ST	4	4	0	0			2016-003233PRJ			$0.00			Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/10/2016		Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 8	NCT	VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	NCT-VALENCIA	55-X	Mission	"Y
(37.76510622520, -122.42289112700)"
APN 7146034	BP FILED	12/28/2016	3143 ALEMANY BL		1	1	0	0				201612286111	1 FAMILY DWELLING	$400000.00	"ERECT A FOUR STORY TYPE 5A SINGLE FAMILY DWELLING.
"		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/28/2016					South Central	SUPERVISORIAL DISTRICT 11	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	Mixed Use	NC-1	40-X	Outer Mission	(37.71025056080, -122.45498277300)
APN 3549041	PL APPROVED	03/10/2016	315 SOUTH VAN NESS AV		4	4	0	0			2015-002330PRJ	201407181625	APARTMENTS	$380000.00	ADD 3 STORIES OF RESIDENCES ON TOP WEST THIRD OF (E) BLDG. SEE TABLE OF AREAS A-0.02. FLOOR 1: (N) FOUNDATION, LATERAL REINFORCEMENT, STAIRWELL TO NEW UNITS. FLOOR 2: UNIT 1, 1 BEDROOM, 1 BATH 473 SF. UNIT 2: 1 BEDRM, 1 BATH 786 SF. FLOOR 3-4: UNIT 3, 3		Mixres	1	4181	-198	0	0	0	0	0	0	4181	-198	0	0	0	0				07/18/2014	EJARDINE	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	Mission	SUPERVISORIAL DISTRICT 9	UMU	URBAN MIXED USE	Mixed Use	UMU	58-X	Mission	"Y
(37.76812058670, -122.41746006700)"
APN 6574013	PL FILED	10/13/2015	3178 MISSION ST		7	4	0	0			2015-010245PRJ			$0.00		Proposed demolition and construction of (N) 5-story, 50' tall building on the western portion of the lot. Four dwelling units on floors 2-5 with commercial space on ground floor. Alteration of (E) Victorian on eastern portion of lot. Proposed 3rd floor a	Mixres	0	1813	-745	0	0	0	0	0	0	0	0	1813	-745	0	0				08/10/2015	JBANALES	Mission District Streetscape Plan; Mission Public Life Plan	Y	Adopted	Bernal Heights	SUPERVISORIAL DISTRICT 9	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	Mixed Use	NC-3	50-X	Bernal Heights	"Y
(37.74640203060, -122.41977447900)"
APN 5503022	BP FILED	04/04/2016	3179 CESAR CHAVEZ ST		2	1	0	0				201604043856	2 FAMILY DWELLING	$661814.00	CONVERT SINGLE-FAMILY TO 2-FAMILY DWELLING; HORIZONTAL ADDITION INTO REARYARD, COMPLETE IMTERIOR REMODEL, ADDITION OF 3-CAR GARAGE & BICYLE PARKING, PARTIAL REMOVAL OF ROOF, (N) NFPA13R FIRE-SPRINKLERS THROUGHOUT (UNDER SEPARATE PERMIT).		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				04/04/2016		Mission District Streetscape Plan		Adopted	Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Bernal Heights	"Y
(37.74787106690, -122.41310530400)"
APN 1404041	BP FILED	12/31/2015	318 30TH AV		2	2	0	0				201512316214	2 FAMILY DWELLING	$800000.00	TO ERECT 4 STORIES, 1 BASEMENT, 2 FAMILY DWELLING.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/31/2015	MAYCHRIS				Richmond	SUPERVISORIAL DISTRICT 1	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Outer Richmond	(37.78323726650, -122.49000836800)
APN 2659052	BP ISSUED	02/22/2016	3198 MARKET ST		2	2	0	0			2014	201407221872	2 FAMILY DWELLING	$472000.00	CONSTRUCT NEW 3-STORIES, NO BASEMENT, 2-UNIT RESIDENTIAL BUILDING.	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the construction of a new two unit residential building on a vacant property.	Resident	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rochmar Family LLC	Davida Rochlin Fred Marcus	310-923-1191	06/06/2014	MBOUDREA				Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Castro/Upper Market	(37.75953877520, -122.44509048800)
APN 2175032	BP FILED	12/30/2016	3327 QUINTARA ST		1	1	0	0				201612306376	1 FAMILY DWELLING	$380000.00	(N) SINGLE FAMILY RES'D- 4 BEDROOMS, 3 BATHS, LIVING, DINING, KITCHEN, FAMILY ROOM, MEDIA ROOM, WINE CELLAR & GARAGE.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12/30/2016					Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	RH-1	40-X	Outer Sunset	(37.74729508630, -122.50107315500)
APN 3755049	CONSTRUCTION	11/07/2016	32 HERON ST		1	1	0	0			2015-013502PRJ	201602018541	1 FAMILY DWELLING	$600000.00	VERTICAL ADDITION: 3RD STORY ADDITION TO 2 STORY BLDG., CHANGE OF USE FROM OFFICE/STORAGE TO ART STUDIO ON GROUND FLOOR. 2ND FLR AND 3/F NEW DWELLING UNIT WITH KITCHEN ON 2/F.  3RD FLR: ROOF DECK, MASTER SUITE AND BATHROOM.	Change of use from Office to Residential (second floor) and Arts Activity (ground floor) including a roof deck and a rear courtyard.  The project also proposes a small Limited Restaurant retail kiosk selling coffee and related items at the street frontag	Mixres	1	67	-2120	0	0	0	0	0	-2187	0	0	67	67	0	0	Gary Bell + Associates		4153770425	10/08/2015	DVU	Western SoMa (EN); Eastern Neighborhoods (Complete); South of Market			South of Market	SUPERVISORIAL DISTRICT 6	WMUG	WSOMA MIXED USE-GENERAL	Mixed Use	WMUG	55-X	South of Market	(37.77456647360, -122.40887286300)
APN 6956014	BP FILED	10/28/2014	33 LEO ST		3	1	0	0				201410280029	APARTMENTS	$4000.00	LEGALIZE IN LAW UNIT AT 1ST FLOOR PER ORINANCE 43-14		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10/28/2014	NKWIATKO				South Central	SUPERVISORIAL DISTRICT 11	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Outer Mission	(37.72255446210, -122.43725536100)
APN 2628034	BP FILED	03/20/2015	4500 17TH ST		1	1	0	0				201503201411	1 FAMILY DWELLING	$2000000.00	ERECT 4-STORY, 1 BASEMENT, TYPE 5A, SINGLE FAMILY DWELLING UNIT BLDG.		Resident	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				03/20/2015	EJACKSON				Buena Vista	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	RH-2	40-X	Castro/Upper Market	(37.76207085160, -122.44542477500)
APN 5431A014	BP ISSUED	10/20/2015	320 - 400 PAUL AV		0	0	0	0			2011	201411171675	PHONE XCHNGE/EQUIP	$39567908.00	"TO ERECT 2 STORIES, NO BASEMENT, DATA CENTER BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED"	To construct a 2-story, 171,000 sq. ft. data center as well as renovation of the 12,560 sq. ft. existing building at 320 Paul Avenue. The project will require demolition of 350 Paul and 400 Paul Avenue, both are vacant warehouses. The owners had previous	PDR	1	242330	91200	0	0	0	0	0	0	242330	91200	0	0	0	0	The Camba	The Camba	925-933-1	04/20/2011	BWYCKO	Bayview Hunters Point			South Bayshore	SUPERVISORIAL DISTRICT 10	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	Industrial	PDR-2	65-J	Bayview	(37.72484985500, -122.39867949100)
