PROJECT_TYPE	APN	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	BP_APPLNO	BP_DESC	PROPUSE	PLN_CASENO	PLN_DESC	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	FirstFiled	APPLICANT	CONTACT	CONTACTPH	PLANNER	NEIGHBORHOOD	SOURCE	SUPE_DISTRICT	PLAN_DISTRICT	PLAN_AREA	HEIGHT_DISTRICT	ZONING_SIM	ZONING_DISTRICT	Location
Resident	APN 4004034	1451 MARIPOSA ST		BP ISSUED	01/14/2016	-1	3	1	0	0	201302250862	LEGALIZE (E) DWELLING UNIT, PROVIDE (N) SMOKE DETECTORS. REPLACE (E) OUTLETS IN KITCHEN, REPLACE (E)	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/25/2013					Potrero Hill	PERMIT TRACKING	SUPERVISORIAL DISTRICT 10	South of Market	Showplace Square/Potrero Hill (EN)	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.76356714860, -122.39812496000)
Resident	APN 3588056	659 GUERRERO ST		BP FILED	03/26/2013	0	3	1	0	0	201303263083	"1/FL:ADD 1 BR,1 BA,1 FAM RM&STAIRS TO 2/FL.
2/FL:ADJUST BEDRM SIZE&ADD INTERIOR STAIRS TO 1/FL.
3/FL"	APARTMENTS	2013.1705		0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/26/2013					Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Mission	Mission (EN)	45-X	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	(37.76064951940, -122.42340398200)
Resident	APN 3582054	4072 18TH ST		BP FILED	02/13/2013	0	2	1	0	0	201302130179	HORIZONTAL ADDITION TO BACK OF EXISTING BLDG. ADDITION OF 1 DWELLING UNIT. FOR A TOTAL OF 2 RESIDENT	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/13/2013					Castro/Upper Market	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Central		40-X	NCD	CASTRO STREET NEIGHBORHOOD COMMERCIAL	(37.76115610070, -122.43431680100)
Resident	APN 1183010	601 BRODERICK ST		PL APPROVED	01/08/2013	-1	1	1	0	0				2012.0871	Change of use, converting from church to single family dwelling with interior remodeling.	0	-4085	0	-4085	0	0	0	0	0	0	0	0	0	0	07/10/2012	Roman Rettner	Roman Rettner	415.867.2181	ASTARR	Haight Ashbury	CASE TRACKING	SUPERVISORIAL DISTRICT 5	Western Addition		40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	(37.77583740880, -122.43997453800)
Resident	APN 1672018	874 30TH AV		BP ISSUED	01/26/2009	-1	2	1	0	0	200711289065	(N) THIRD FLOOR VERTICAL ADDITION (2ND UNIT). RELOCATE GARAGE DOOR & ENTRANCE. EXPAND & RECONFIGURE	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/28/2007					Outer Richmond	PERMIT TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.77283271100, -122.48925181400)
Resident	APN 1624005B	645 20TH AV		BP FILED	01/11/2013	0	2	1	0	0	201301117743	2 STORY VERTICAL ADDITION TO (E) BUILDING. HORIZONTAL ADDITION AT REAR. INTERIOR REMODELING & CONVER	2 FAMILY DWELLING	2013.0033	Demo & reconstruction 2 dwelling units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/09/2013	Gabriel  Ng	Gabriel  Ng	415-682-8060	GHILYARD	Outer Richmond	CASE TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.77567769670, -122.47937151200)
Resident	APN 1612017N	774 33RD AV		BP FILED	02/07/2013	0	2	1	0	0	201302079711	LIVING ROOM, 3 BEDROOM & 2 BATH ADDITION. (1,167 SQ FT).  EXISTING BEDROOM CONVERT TO KITCHEN.	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/07/2013					Outer Richmond	PERMIT TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.77454651640, -122.49260468100)
Resident	APN 1934023	1698 10TH AV		BP FILED	12/01/2006	0	2	1	0	0	200612018971	HORIZONTAL ADDITION TO CONVERSE A SINGLE FAMILY DWELLING TO 2 UNIT RESIDENCE APPROX 397 SF ON 1/F AND 418 SF ON 2/F)	2 FAMILY DWELLING	2007.053	The proposal is to construct a horizontal addition to northern side of the subject dwelling in order to incorporate a second dwelling unit and a second parking space in Zoning District RH-2. The addition is two stories and approximately 420 square feet o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/01/2006					Inner Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 7	Inner Sunset		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.75672484300, -122.46666169100)
Resident	APN 1216005	1052 OAK ST		BP FILED	02/28/2013	0	3	1	0	0	201302281214	REMODEL (E) BLDG AT THE REAR OF 1052 OAK ST. DIVIDE (E) (5) BEDROOM INTO (3) SEPARATE UNITS & ADD 2	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/28/2013					Western Addition	PERMIT TRACKING	SUPERVISORIAL DISTRICT 5	Western Addition		40-X	NCT	DIVISADERO STREET NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT	(37.77343417230, -122.43672551000)
Resident	APN 1066030	680 SPRUCE ST		BP FILED	03/07/2013	0	2	1	0	0	201303071745	RENOVATION OF (E) SINGLE FAM RESIDENCE TO CREATE (N) 2 FAMILY RESIDENCES VERTICAL ADDITION OF TWO AD	2 FAMILY DWELLING	2013.0978	Two-story vertical addition to a two-story, 2,809 sf single-family home to create a 5,775 sf two-family home; renovate front facade; add front decks at 3rd and 4th floors; add one ground-floor parking space.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/07/2013					Presidio Heights	PERMIT TRACKING	SUPERVISORIAL DISTRICT 2	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.78230562090, -122.45297159100)
Resident	APN 0797003	751 WEBSTER ST		BP FILED	03/28/2013	0	3	1	0	0	201303283273	TO COMPLY WITH NOV #200993480. LEGALIZE THE UNIT AT REAR.	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/28/2013					Western Addition	PERMIT TRACKING	SUPERVISORIAL DISTRICT 5	Western Addition		50-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.77762876140, -122.43013877700)
Resident	APN 1841007	1443 12TH AV		BP FILED	01/28/2013	0	2	1	0	0	201301288928	TO COMPLY WITH NOV 201281241 OF VIOLATION. COMPLIANCE/FIRE/EGRESS. ESTABLISHING 1ST FLOOR UNIT. LEGA	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/28/2013					Inner Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 7	Inner Sunset		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.76119009020, -122.46966471400)
Resident	APN 6800041	274 SILVER AV		BP FILED	10/27/2015	0	2	1	0	0	201510270841	TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14. LEGALIZE KITCHEN WITH COUNTER, CABINET,	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/27/2015					Outer Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.72890061140, -122.43203773300)
Resident	APN 6521031	2855 FOLSOM ST		BP FILED	11/03/2015	0	3	1	0	0	201511031542	PROPOSED CONVERSION OF (E) STORAGE @ 1ST FLLOR & (E) ATTIC AREA TO CONDITIONED LIVING SPACE TO ACCOM	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/03/2015					Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN)	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.75171546230, -122.41366810000)
Resident	APN 6996010	453 RALSTON ST		BP FILED	12/17/2015	0	2	1	0	0	201512175380	LEGALIZE AS BUILT UNIT ON 1ST FLOOR PER PLAN. PER ORDINANCE 43-14.	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/17/2015					Ocean View	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	Ingleside		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.72063158420, -122.46924029700)
Resident	APN 5709016	363 BOCANA ST		BP FILED	09/23/2015	0	3	1	0	0	201509237851	TO COMPLY WITH NOV #201391301. LEGALIZATION OF DWELLING UNIT, ORD 43-14.	APARTMENTS	2015-013460PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/23/2015					Bernal Heights	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	Bernal Heights		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.73834026030, -122.41888380700)
Resident	APN 0297009	693 SUTTER ST		CONSTRUCTION	01/03/2013	-1	17	1	0	0	200912243842	Revision to previous approved permits, 2008/0429/0902, 2007/1224/1222, 2005/0824/1157, 2004/0917/449	APARTMENTS			0	-12178	0	0	0	0	0	-12178	0	0	0	0	0	0	12/24/2009					Downtown/Civic Center	PERMIT TRACKING	SUPERVISORIAL DISTRICT 3	Downtown	Downtown	80-130-F	C-3-G	DOWNTOWN- GENERAL	(37.78862882240, -122.41164879800)
Mixres	APN 6968008	5000 MISSION ST		BP ISSUED	09/23/2015	-1	2	1	0	0	201307303164	CONVERSION OF (E) SINGLE RESIDENTIAL UNIT ABOVE (E) COMMERICAL TO 2 RESIDENTIAL UNITS ABOVE (E) COMM		2013.0555	Variance request to open space, exposure, and parking requirements for a change of use from retail to mixed use retail/residential.	1937	0	0	0	0	0	0	0	0	0	1937	0	0	0	05/03/2013	Kuan W Chow Kent Chow	Brett Gladstone	415-995-5065	DWASHING	Outer Mission	CASE TRACKING	SUPERVISORIAL DISTRICT 11	South Central		40-X	NCD	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT	(37.71854450020, -122.43978213000)
Resident	APN 6942028	344 HOLLOWAY AV		PL FILED	05/03/2013	0	2	1	0	0				2013.0553	Remodel and addition of a new dwelling unit to existing single family structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/03/2013	Gerald Green	Gerald Green	415-377-5286	MSMITH	Ocean View	CASE TRACKING	SUPERVISORIAL DISTRICT 7	Ingleside		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.72206340180, -122.45691208700)
Resident	APN 6612026	2127 CASTRO ST		CONSTRUCTION	10/01/2015	-1	1	1	0	0	201306068799	TO ERECT 3 STORIES, ONE SINGLE FAMILY.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/06/2013					Noe Valley	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Central		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.74444710240, -122.43310036400)
Resident	APN 0119025	1812 TAYLOR ST		BP ISSUED	07/13/2011	-1	3	1	0	0	200709193055	SITE PERMIT: ADD 3RD UNIT AT GROUND FLOOR ~450 SF. 3 PARKING SPACES PROVIDED IN GARAGE. MECH & PLUMB	APARTMENTS	2010.0786	Add dwelling unit on ground floor with no expansion of the building	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/19/2007					Russian Hill	PERMIT TRACKING	SUPERVISORIAL DISTRICT 3	Northeast		40-X	RM-2	RESIDENTIAL- MIXED, MODERATE DENSITY	(37.79917199630, -122.41375246300)
Resident	APN 5890010	239 MAYNARD ST		BP FILED	08/21/2015	0	2	1	0	0	201508214997	"LEGALIZATION OF EXISTING UNAUTHORIZED ""IN LAW"" DWELLING UNIT PER ORDINANCE 43-14"	2 FAMILY DWELLING	2015-011476PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/21/2015					Excelsior	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.72966427480, -122.42513669500)
Resident	APN 7069030	247 MONTANA ST		BP FILED	11/06/2015	0	2	1	0	0	201511061953	LEGALIZE SECOND UNIT AS PER SF ORDINANCE 43-14.	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/06/2015					Ocean View	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	Ingleside		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.71634210620, -122.46079354400)
Resident	APN 5968011	462 CAMBRIDGE ST		BP FILED	08/07/2015	0	2	1	0	0	201508073658	COMPLY W/ NOV 201542201,201555582,201517861. REMOVE ILLEGAL ADDITION @ REAR OF BLDG. LEGALIZE 2ND UN	2 FAMILY DWELLING	2015-010832PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/07/2015					Excelsior	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.72558112400, -122.41838243900)
Resident	APN 6693006	325 ARLINGTON ST		BP FILED	11/23/2015	0	2	1	0	0	201511233310	NEW 80 SF REAR YARD DECK @ 2ND STORY W/ PRE-FAB MTL STAIR TO YARD. FIRE-RATED PROPERTY WALL. NEW 2ND	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/23/2015					Glen Park	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Central		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.73629685000, -122.42742747000)
Resident	APN 5971029	1121 FELTON ST		BP FILED	07/23/2015	0	2	1	0	0	201507232260	LEGALIZE AS-BUILT WITH ON 1ST FLOOR PER PLAN. CONSIST OF 1 BEDROOM, KITCHEN, FAMILY ROOM, BATHROOM,	2 FAMILY DWELLING	2015-009923PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/23/2015					Excelsior	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	South Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.72686011500, -122.41584808300)
Resident	APN 2038A019	1758 12TH AV		CONSTRUCTION	12/08/2015	-1	1	1	0	0	201305298094	ERECT 3-STORY TYPE V SINGLE FAMILY RESIDENCE.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/29/2013					Inner Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 7	Inner Sunset		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.75535554150, -122.46859872200)
Resident	APN 2038A013	1769 11TH AV		BP ISSUED	10/07/2014	-1	1	1	0	0	201306068876	TO ERECT 3 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.	1 FAMILY DWELLING	2014.0059	New construction of a three-story 4,625 sf single-family home with two parking spaces.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/06/2013					Inner Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 7	Inner Sunset		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.75523669310, -122.46817430700)
Resident	APN 6582039	4221 CESAR CHAVEZ ST		BP FILED	10/20/2015	0	3	1	0	0	201510200305	REMODEL & ADDITION TO (E) BUILDING. (N) UNIT ADDITION ON 1ST FL. ADDITIONAL SQUARE FOOTAGE & DECKS A	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/20/2015					Noe Valley	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Central		40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	(37.74701728190, -122.43421893000)
Resident	APN 0069011	2626 LARKIN ST		CONSTRUCTION	07/16/2015	-1	2	1	0	0	200809262740	TO ERECT A NEW FOUR STORY TWO FAMILY DWELLING UNIT.	2 FAMILY DWELLING	2009.0907	Construction of a new 4-story, 2-unit residential building.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/26/2008					Russian Hill	PERMIT TRACKING	SUPERVISORIAL DISTRICT 2	Northeast		40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.80223791770, -122.42105140900)
Resident	APN 6956014	33 LEO ST		BP FILED	10/28/2014	0	3	1	0	0	201410280029	LEGALIZE IN LAW UNIT AT 1ST FLOOR PER ORINANCE 43-14	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/28/2014					Outer Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	South Central		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.72255446300, -122.43725536000)
Resident	APN 5406018	240 WILLIAMS AV		BP FILED	07/14/2015	0	1	1	0	0	201507141490	ERECT 3-STORY, TYPE 5B, SINGLE FAMILY DWELLING BUILDING.	1 FAMILY DWELLING	2015-009720PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/14/2015					Bayview	PERMIT TRACKING	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.73026149280, -122.39777896300)
Resident	APN 7552026	11 HILIRITAS AV		BP FILED	11/23/2015	0	1	1	0	0	201511233353	(N) CONTRUCTION OF A 3-STORY SINGLE FAMILY DWELLING	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/23/2015					Glen Park	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.73760797440, -122.43704361800)
Resident	APN 2038A018	1762 12TH AV		BP ISSUED	10/27/2015	-1	1	1	0	0	201307151824	ERECT 3-STORY, TYPE 5, SINGLE FAMILY RESIDENCE.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/15/2013					Inner Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 7	Inner Sunset		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.75528698690, -122.46859396300)
Resident	APN 7537002	2306 CASTRO ST		BP FILED	10/23/2015	0	1	1	0	0	201510230698	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY BUILDING.	1 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/23/2015					Noe Valley	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Central		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.74308458920, -122.43357714200)
Resident	APN 7209004B	2965 25TH AV		BP FILED	12/23/2015	0	2	1	0	0	201512235880	LEGALIZE DWELLING UNIT AT 1/F PER ORDINANCE NO.43-14	2 FAMILY DWELLING	2016-000221PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/23/2015					Lakeshore	PERMIT TRACKING	SUPERVISORIAL DISTRICT 7	Ingleside		40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	(37.73316402700, -122.48131119200)
Mixres	APN 0025017	721 BEACH ST		CONSTRUCTION	12/18/2015	-1	1	1	0	0	201011295645	TO ERECT 3 STORIES, 1 UNIT RESIDENTIAL / COMMERCIAL BUILDING.		2006.0441	Demolition of an existing 558-sq. ft. one-story warehouse and construction of a new four-unit residential building over 5,589 sq. ft. of groundfloor retail. The new building would be four stories, approximately 40 feet in height, totaling approximately 1	5589	5589	0	0	0	0	0	0	0	0	5589	5589	0	0	11/07/2006	Marie Zeller	Marie Zeller	415.284.1100	SMENDRIN	Russian Hill	CASE TRACKING	SUPERVISORIAL DISTRICT 2	Northeast	Fisherman's Wharf / Northeast Waterfront	40-X	C-2	COMMUNITY BUSINESS	(37.80631759910, -122.42095021100)
Resident	APN 1253009	735 CLAYTON ST		BP ISSUED	09/01/2015	-1	3	1	0	0	201308225028	LEGALIZING (E) UNIT @ TOP FL TO COMPLY W/ NOV 201228902, INTERIOR REMODEL @ ALL FLOORS, POST REMOVE	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/22/2013					Haight Ashbury	PERMIT TRACKING	SUPERVISORIAL DISTRICT 5	Buena Vista		40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.76813562460, -122.44857802900)
Resident	APN 4080015	720 YORK ST		BP APPROVED	12/01/2015	-1	37	1	0	0	201307303167	ADD SECONDARY EXIT STAIR PER RESIDENTIAL BUILDING CODE. CHANGE FROM ART STUDIO TO CONDO UNIT.	ARTIST LIVE/WORK			0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/30/2013					Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 10	Mission	Mission (EN)	58-X	UMU	URBAN MIXED USE	(37.75982585190, -122.40920291700)
Resident	APN 1050007	1801 SCOTT ST		BP ISSUED	12/11/2014	-1	1	1	0	0	201311222590	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.		2013.0774	Replacement of parking lot with a single family dwelling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/11/2013	HARVEY HACKER	HARVEY HACKER	415-957-0579	GCABRERO	Western Addition	CASE TRACKING	SUPERVISORIAL DISTRICT 2	Western Addition		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.78649086120, -122.43860173100)
Resident	APN 3731119	49 MOSS ST		CONSTRUCTION	05/20/2015	-1	1	1	0	0	201308093998	SITE PERMIT ONLY, CHANGE OF USE FROM INDUSTRIAL TO RESID'L INCLUDING 3 BEDROOMS, 1 KITCHEN, 3.5 BATH	1 FAMILY DWELLING	2013.1068	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the conversion of an industrial use building to a single family dwelling.	0	-5000	0	0	0	0	0	0	0	-5000	0	0	0	0	08/08/2013	Lloyd & Diana Taylor	Daniel Robinson	415-487-2050	JSPEIRS	South of Market	CASE TRACKING	SUPERVISORIAL DISTRICT 6	South of Market	East SoMa (EN) / South of Market	45-X	RED	SOUTH OF MARKET RESIDENTIAL ENCLAVE	(37.77795494320, -122.40798622300)
Resident	APN 3637010	1150 SOUTH VAN NESS AV		BP APPROVED	05/20/2014	-1	3	1	0	0	201307252822	INSTALL NEW DWELLING UNIT IN EMPTY GROUND FL STORAGE PARKING AREA. REMOVE EXISTING GARAGE DOOR AND R	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/25/2013					Mission	PERMIT TRACKING	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN)	50-X	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	(37.75470847930, -122.41683993800)
Resident	APN 4791025	1395 SHAFTER AV		BP FILED	11/20/2015	0	2	1	0	0	201511203191	LEGALIZE (E) KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEGALIZATION PROGRAM. COMPLY WITH NOV	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/20/2015					Bayview	PERMIT TRACKING	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.72863673460, -122.38702273100)
Resident	APN 3625011A	3932 23RD ST		BP ISSUED	06/22/2015	-1	3	1	0	0	201307292931	REMODEL STORAGE AREA BEHIND GARAGE TO NEW  STUDIO APARTMENT. ADD TUB/ SHOWER AT EXTG 1/2 BATH.	APARTMENTS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/29/2013					Noe Valley	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Central		40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	(37.75335351070, -122.43062872400)
Resident	APN 2659054	349 CORBETT AV		BP ISSUED	09/16/2014	-1	2	1	0	0	201307292973	INSTALL ONE RESIDENTIAL DWELLING UNIT AT LOWER LEVEL. LEGALIZE (E) 2ND UNIT.	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/29/2013					Castro/Upper Market	PERMIT TRACKING	SUPERVISORIAL DISTRICT 8	Central		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.75974701210, -122.44506471700)
Resident	APN 1806019A	1474 48TH AV		BP ISSUED	03/12/2015	-1	2	1	0	0	201309126610	REAR HORIZONTAL ADDITON OF TWO STORY BUILDING. PROVIDE ADDITIONAL DWELLING UNIT AT GROUND FLOOR.	2 FAMILY DWELLING	2014.1044	REAR HORIZONTAL ADDITON OF TWO STORY BUILDING. PROVIDE ADDITIONAL DWELLING UNIT AT GROUND FLOOR.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/12/2013					Outer Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 4	Outer Sunset	Western Shoreline	40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	(37.75896644250, -122.50764241900)
Resident	APN 1805006	1433 48TH AV		BP ISSUED	04/13/2015	-1	2	1	0	0	201309197251	CONVERT THE (E) TWO STORY SINGLE FAMILY DWELLING INTO TWO NEW DWELLING UNITS. ADD 3RD STORY WITH ROO	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/19/2013					Outer Sunset	PERMIT TRACKING	SUPERVISORIAL DISTRICT 4	Outer Sunset	Western Shoreline	40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	(37.75965832690, -122.50834941700)
Resident	APN 1628028	618 17TH AV		BP ISSUED	06/29/2015	-1	2	1	0	0	201309126618	REAR HORIZONTAL & VERTICAL ADDITION, ADDITIONAL UNIT, ADDITION BATHROOMS & BEDROOMS.	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/12/2013					Inner Richmond	PERMIT TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.77629064630, -122.47553392400)
Resident	APN 7086006	263 ARCH ST		BP FILED	10/08/2015	0	2	1	0	0	201510089247	1ST FL ADU: MOVE NON-LOAD BEARING WALL, ADD DOORWAY. 2ND FL UNIT: REPLACE BACK WINDOWS W/ SLIDING DO	2 FAMILY DWELLING	2015-014190PRJ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/08/2015					Ocean View	PERMIT TRACKING	SUPERVISORIAL DISTRICT 11	Ingleside		40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	(37.71544507460, -122.46738574600)
Resident	APN 1550045	522 08TH AV		BP ISSUED	03/12/2015	-1	2	1	0	0	201310310802	VERTICAL & HORIZONTAL REAR ADDITION OF (E) BUILDING. CONVERT SINGLE FAMILY DWELLING TO 2 UNITS BUILD	2 FAMILY DWELLING			0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/31/2013					Inner Richmond	PERMIT TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.77852997700, -122.46592362500)
Resident	APN 1511034	546 34TH AV		CONSTRUCTION	04/06/2015	-1	2	1	0	0	201305156961			2013.0817	Demo single family dwelling & build new 3 story building	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/18/2013	Gabriel  Ng	Gabriel  Ng	415-682-8060	LLYNCH	Outer Richmond	CASE TRACKING	SUPERVISORIAL DISTRICT 1	Richmond		40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	(37.77871042030, -122.49398192500)
