PROJECT_TYPE	APN	NAMEADDR	PHASE	ALIAS	ENTITLEMENT	BESTSTAT	BESTDATE	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	DA	PLN_CASENO	PLN_DESC	BP_APPLNO	BP_DESC	COST	PROPUSE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	PLANNER	APPLICANT	CONTACT	CONTACTPH	NEIGHBORHOOD	ZONING_SIM	ZONING_GEN	ZONING_DISTRICT	HEIGHT_DISTRICT	SUPE_DISTRICT	PLAN_DISTRICT	PLAN_AREA	PUBLICREALM	STATUS	Location
Resident	APN 1811001	3701 JUDAH ST			0	BP FILED	04/09/2015	2	1	0	0						201504093286	LEGALIZED GROUND FLOOR 2ND FLOOR, ADD KITCHEN. LEGALIZATION OF DWELLING UNITS INSTALLED W/O A PERMIT PER ORDINANCE NO. 43-14. PER SF ORIDINANCE 43-16 EXEMPTION.	$3500.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0					Outer Sunset	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.76045836880, -122.50189271800)
Mixres	APN 2081001	3701 NORIEGA ST			1	BP APPROVED	03/15/2017	12	12	0	0	Fee Payment			2014-002414PRJ	Demolish automotive service station.  Construct mixed use building with ground floor retail (grocery) and 14 upper floor dwelling units.	201607152516	"TO ERECT 3-STORY, 2 BASEMENT, 12 UNITS CONDO, TYPE IA, RETAIL, PARKING BUILDING.
** MAHER: DISTURBANCE OF AT LEAST 50 CU.YD.OF SOIL; ROUTE TO DPH **"	$2500000.00	APARTMENTS	9635	8325	0	0	0	0	0	0	0	0	9635	8325	0	0	AHUISMAN	Farella, Braun + Martel		4159544902	Outer Sunset	NC-1	Mixed Use	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.75280791860, -122.50357296000)
Resident	APN 1444015	371 12TH AV			1	BP ISSUED	01/20/2016	2	1	0	0						201410027946	"HORIZONTAL EXTENSION AT REAR (15'-3""). REMODEL (E) BATHROOM @ 3RD FLOOR. NEW 3 BEDROOMS & 3 BATHROOMS. ADD 1 ADDITIONAL UNIT."	$328300.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MPUTRA				Inner Richmond	RM-1	Residential	RESIDENTIAL- MIXED, LOW DENSITY	40-X	SUPERVISORIAL DISTRICT 1	Richmond	Geary Corridor			(37.78132817800, -122.47107974900)
Resident	APN 3549032	371 SOUTH VAN NESS AV			0	BP FILED	04/29/2016	3	3	0	0				2016-006282PRJ	ERECT A TYPE V THREE STORY THREE STORY APARTMENT BUIDLING	201604296193	ERECT A TYPE V THREE STORY THREE STORY APARTMENT BUIDLING. MAHER ORDINANCE NOT COMPLY.	$630000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SIROISDA	RINALDI VINCENT A RINALDI	RINALDI VINCENT A		Mission	UMU	Mixed Use	URBAN MIXED USE	58-X	SUPERVISORIAL DISTRICT 9	Mission	Mission (EN); Eastern Neighborhoods w/Valencia; Eastern Neighborhoods (Complete); Mission District Streetscape Plan		Adopted	"Y
(37.76733906190, -122.41733459200)"
Resident	APN 2133A017	372 QUINTARA ST			0	BP FILED	03/07/2017	2	1	0	0				2017-003844PRJ	LEGALIZATION OF (E) UNAUTHORIZED DWELLING UNIT UNDER ORDINANCE# 43-14.	201703070870	LEGALIZATION OF (E) UNAUTHORIZED DWELLING UNIT UNDER ORDINANCE# 43-14.	$8500.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCONNER	Larry Paul		4159229282	Inner Sunset	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 7	Inner Sunset				(37.74917569430, -122.46967283700)
Resident	APN 3621081	3721 21ST ST			1	BP ISSUED	05/26/2015	1	1	0	0						201312134205	"TO ERECT 3 STORIES OF ONE SINGLE FAMILY DWELLING
"	$622000.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MSMITH				Noe Valley	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75608131880, -122.43063720400)
Resident	APN 2376024	3734 TARAVAL ST			0	BP FILED	02/28/2017	3	1	0	0						201702280323	ORD 43-14. LEGALIZATION OF GROUND FLOOR UNIT PER ORD 43-14.	$20000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0					Parkside	RM-1	Residential	RESIDENTIAL- MIXED, LOW DENSITY	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.74191375700, -122.50633085800)
Mixres	APN 2623006	376 CASTRO ST			1	BP FILED	05/17/2013	24	24	3	3	On-site BMR Project	Ownership		2004	Demolition of a gas station and construction of a mixed-use building with 24 dwelling units, appx. 2,800 GSF of ground floor commercial use, and 24 off-street parking spaces.	201305177243	TO ERECT 6-STORY, 24 UNITS W/ GARAGE, COMMERCIAL & PARKING BUILDING.	$5000000.00	APARTMENTS	8265	8265	0	0	0	0	0	0	5275	5275	2990	2990	0	0	RCRAWFOR	Bruce  Baumann	Bruce  Baumann	415 551-7884	Castro/Upper Market	NCT	Mixed Use	UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT	65-B	SUPERVISORIAL DISTRICT 8	Buena Vista				(37.76292125260, -122.43550009100)
Mixres	APN 3753148	377 06TH ST			1	PL APPROVED	08/29/2014	100	100	12	12	On-site BMR Project	Rental		2014	The proposed project is to demolish the existing gas station and construct a new 8-story, 85-foot tall, 96,225-square-foot residential building with ground-floor retail.  The existing 1,610-square-foot building on the 12,990 square foot lot was construct			$26377724.00		6485	4875	0	0	0	0	0	0	0	-1610	6485	6485	0	0	DVU	Nakash Enterprises, LLC	Will  Mollard	415-523-0304	South of Market	MUR	Mixed Use	MIXED USE-RESIDENTIAL	85-X	SUPERVISORIAL DISTRICT 6	South of Market	Eastern Neighborhoods w/Valencia; East SoMa (EN); Eastern Neighborhoods (Complete); South of Market; Central SoMa			(37.77766408720, -122.40415709900)
Resident	APN 2629A033	379 - 383 UPPER TER			0	PL FILED	09/08/2016	4	1	0	0				2016-002089PRJ	Infill below existing deck, infill at hillside below existing building, reduce carport pad for stair access to roof deck, new roof deck, pop-up at garage, opening in deck sidewall and property line, balcony and new 1st floor reconfiguration of units crea			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0		Kelly Melendez	Kelly Melendez	415-305-4959	Haight Ashbury	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Buena Vista				(37.76311131000, -122.44618358400)
Resident	APN 1246018	38 BELVEDERE ST			1	BP APPROVED	03/20/2017	8	2	0	0				2016-006866PRJ	PER ORDINANCES 30-15. 1ST FLOOR UNIT ADDITION/ALTERNATION, DEMO STORAGE SPACE, PROVIDE ONE STUDIO APARTMENT, AND ONE 2 BEDROOMS APARTMENT. WORK DONE IN CONJUNCTION W/ SEISMIC STRENGTHENING SEPARATE PERMIT UNDER PA# 2016/05/16/7509.	201605137452	PER ORDINANCES 30-15. 1ST FLOOR UNIT ADDITION/ALTERATION, DEMO STORAGE SPACE, PROVIDE ONE STUDIO APARTMENT, AND ONE 2 BEDROOMS APARTMENT. WORK DONE IN CONJUNCTION W/ SEISMIC STRENGTHENING SEPARATE PERMIT UNDER PA# 2016/05/16/7509.	$350000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALEXANDE	DRIES PAUL G DRIES	DRIES PAUL G		Haight Ashbury	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 5	Buena Vista	Haight Ashbury Public Realm Plan	Y	Adopted	(37.76916780680, -122.44921592700)
Resident	APN 5462010	38 CARR ST			0	BP FILED	12/02/2015	2	1	0	0						201512023978	LEGALIZE EXISTING KITCHEN ON THE GROUND FLOOR. TO LEGALIZE 1 EXISTING RESIDENTIAL UNIT UNDER UNIT LEGALIZATION ORD 43-14.	$8000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAMONSKY				Bayview	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point			(37.72198598960, -122.39715844500)
Mixres	APN 7142016	3820 24TH ST			1	PL APPROVED	01/12/2017	3	0	0	0				2016-006065PRJ	Change of use from vacant commercial to medical clinic (GoHealth).	201604255574	UNIT# 101. TI SPACE FOR GO HEALTH 2020 SF.	$430000.00	OFFICE	4596	2576	0	0	2576	2576	2020	0	0	0	0	0	0	0	AHUISMAN	Young Wong	Young Wong	415-974-6002	Outer Mission	NCD	Mixed Use	EXCELSIOR OUTER MISSION STREET NEIGHBORHOOD COMMERCIAL DISTRICT	40-X	SUPERVISORIAL DISTRICT 11	South Central				(37.70943103300, -122.45312961700)
Mixres	APN 3651018	3822 24TH ST			1	BP ISSUED	09/20/2016	5	5	0	0				2014	DEMOLISH 2 STORIES, SINGLE FAMILY DWELLING AND ERECT 2 STORIES, 1 BASEMENT, 5 UNITS RESIDENTIAL WITH MIXED USE BUILDING.	201402219037	TO ERECT 5 STORIES, 1 BASEMENT, 5 UNITS RESIDENTIAL WITH MIXED USE BUILDING.	$2890000.00	APARTMENTS	563	563	0	0	0	0	0	0	0	0	563	563	0	0	MBOURDRE				Noe Valley	NCD	Mixed Use	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75190135450, -122.42807415700)
Resident	APN 6566011	3826 - 3828 CESAR CHAVEZ ST			0	BP FILED	01/06/2017	3	1	0	0				2014	Two separate permits: 1) remodel and rear addition to existing two-unit three-story building at front of property and 2) remodel and legalize existing unit in rear cottage	201701066656	LEGALIZATION OF REAR COTTAGE TO SINGLE FAMILY DWELLING, THIS PERMIT APPLICATION IS ASSOCIATED W/ FRONT BUILDING PA #201602048798, THIS COTTAGE TO BE LEGALIZATED PER ORDINANCE 43-14.	$64225.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VFLORES				Noe Valley	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.74802908790, -122.42560275600)
Resident	APN 6022015	385 ATHENS ST			1	BP ISSUED	02/08/2017	2	1	0	0				2016-004974PRJ	LEGALIZING PRE-EXISTING LIVABLE SPACE WITH KITCHEN ON 1ST FLOOR PER PLAN PER ORD 43-14.	201604084285	LEGALIZING UNIT AT PRE-EXISTING LIVABLE SPACE WITH KITCHEN ON 1ST FLOOR PER PLAN. UNIT LEGALIZATION ORD 43-14.	$35000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JIMENEZS	CHEN JENNY JENNY	CHEN JENNY		Excelsior	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 11	South Central				(37.72180092890, -122.42796372700)
Mixres	APN 3749058	390 01ST ST			1	PL APPROVED	08/04/2016	180	180	22	22	On-site BMR Project	Rental		2014	The proposed project is to demolish the existing 1,590 square foot automobile service station and construct a 201,079 square foot, 13-story, 13-story, 130-foot tall residential building that includes 164,957 square feeto of habitable space and 36,122 squ	201601278125	ERECT A 14 STORY 180 RESIDENTIAL UNITS AND COMMERCIAL BUILDING W/ 3 BASEMENT. MAHER ORDINANCE-EXTENDED IS NO REQUIRED.	$65000000.00	APARTMENTS	610	-980	0	0	0	0	0	0	0	0	610	-980	0	0	DVU				South of Market	RH DTR	Residential	RINCON HILL DOWNTOWN RESIDENTIAL	65/400-R	SUPERVISORIAL DISTRICT 6	South of Market	Rincon Hill; Rincon Hill Streetscape Plan		Adopted	"Y
(37.78609147800, -122.39347293100)"
Resident	APN 3654040	3902 24TH ST			1	BP ISSUED	08/15/2016	3	3	0	0				2015-006961PRJ	Variance request for the alteration and expansion of an existing non-complying structure.  CONSTRUCT (N) RESIDENTIAL & COMMERCIAL 4-STORY BUILDING. [Conditional Use withdrawn]	201505297566	CONSTRUCT 4-STORY, 1 BASEMENT TYPE 3 OVER 1-A WITH 3 RESIDENTIAL UNITS & COMMERCIAL BUILDING.	$1600000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MBOUDREA		KHOURI MAHER R		Noe Valley	NCD	Mixed Use	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75175072650, -122.42990482300)
Resident	APN 3601071	3927 19TH ST			0	BP FILED	08/13/2008	6	3	0	0				2014	Add a second residential unit at the front of each of three lots that contain one residence at the rear of each lot. Increase number residences from three to six and increase total residential area from 5,132 sf to 22,678 sf.	200808139077	ERECT 5 STORY SINGLE FAMILY DWELLING. (3 STORY OCCUPANCY & 2 BASEMENTS.)	$678450.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KZUSHI	Jeff Burris	Jeff Burris	415 336-5143	Castro/Upper Market	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75926475640, -122.43120463700)
Resident	APN 3625011A	3932 23RD ST			1	BP ISSUED	06/22/2015	3	1	0	0						201307292931	REMODEL STORAGE AREA BEHIND GARAGE TO NEW  STUDIO APARTMENT. ADD TUB/ SHOWER AT EXTG 1/2 BATH.	$52000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DWASHING				Noe Valley	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75335351070, -122.43062872400)
Mixres	APN 6508035	3933 24TH ST			1	BP APPROVED	04/10/2012	3	1	0	0				2008	Conditional use authorization pursuant to Section 303, 161(j), 728.51/ 728.53 of the Planning Code	200807116509	"Vert & Horizontal Addition to Exist Bldg.  Addition of 1 dwelling and 2 offices; Reconfigure and remodel all existing Units; Top units to include 2 bedrooms, study and 2.5 baths





0





































































"	$1100000.00	APARTMENTS	1808	794	0	0	0	0	0	0	0	0	1808	794	0	0	EWATTY				Noe Valley	NCD	Mixed Use	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75126903540, -122.43043146700)
Resident	APN 3563015B	3938 17TH ST			1	BP ISSUED	08/03/2016	2	1	0	0				2015-005114PRJ	"ADD 2ND UNIT AT GR FL. EXCAVATE 2"" TO 5'6 FOR HEADROOM. REPLACE 126 LIN FT OF FOUNDATIONS. ADD PLYWOOD AND HOLDOWN WALLS AT NEW UNIT. ADD KITCHEN, BATH, LIVING AND SLEEPING ALCOVE INUNIT. ADD STORAGE, DOG WASH AND LAUNDRY FOR UPSTAIRS UNIT. ADD SUNKEN PA"	201504062845	"ADD 2ND UNIT AT G/F. EXCAVATE 2"" TO 5'6 FOR HEADROOM. REPLACE 126 LIN FT OF FOUNDATIONS. ADD PLYWOOD AND HOLDOWN WALLS AT NEW UNIT. ADD KITCHEN, BATH, LIVING & SLEEPING ALCOVE IN UNIT.ADD STORAGE,DOG WASH/LAUNDRY FOR UPSTAIRS UNIT.ADD SUNKEN PATIO AT REA"	$137016.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JHORN	Lisa Wong		4156211280	Castro/Upper Market	RH-3	Residential	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.76283390640, -122.43383545700)
Resident	APN 1809028	3945 JUDAH ST			1	BP REINSTATED	07/14/2015	6	6	0	0				2013	Demo existing abandoned auto repair shop to construct ground floor commercial with 6 residential units above.	201412314770	TO ERECT 4 STORIES, 1 BASEMENT, 6 UNITS RESIDENTIAL WITH COMMERCIAL BUILDING.	$1500000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FLORESVE				Outer Sunset	NC-1	Mixed Use	NEIGHBORHOOD COMMERCIAL, CLUSTER	40-X	SUPERVISORIAL DISTRICT 4	Outer Sunset				(37.76030615840, -122.50455910000)
Resident	APN 2611019	4 DIVISADERO ST			0	BP FILED	08/12/2016	5	1	0	0				2016-001796PRJ	Proposed vertical addition to (E) 4-unit dwelling. Horizontal addition to (E) 2 stories to gain additional habitable space. Addition of (N) roof deck. Addition of 1 accessory dwelling unit in basement.	201608124850	VERTICAL ADDITION FOR (N) 3RD FLOOR & ROOF DECK, ACCESSORY DWELLING UNIT WITHIN BUILDING ENVELOPE ON THE BASEMENT FLOOR, SELECT INTERIOR REMODEL.	$300000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NKWIATKO	Knock Architecture & Design	Ryan Knock	4152153647	Castro/Upper Market	RM-1	Residential	RESIDENTIAL- MIXED, LOW DENSITY	40-X	SUPERVISORIAL DISTRICT 8	Buena Vista				(37.76742382640, -122.43624594500)
Resident	APN 3754039	40 CLEVELAND ST			0	BP FILED	02/14/2017	3	3	0	0				2015-006512PRJ	Proposed demolition of (E) industrial building. Construction of (N) 4-story residential building with ground floor parking.	201702149397	CONSTRUCT (N) 4-STORY, NO BASEMENT, 3 FAMILY DWELLING UNITS.	$900000.00	APARTMENTS	0	-1875	0	0	0	0	0	0	0	-1875	0	0	0	0	KDURANDE	Jeffer Mangels Butler & Mitchell, L	David Cincotta	415-984-9625	South of Market	NCT	Mixed Use	SOMA NEIGHBORHOOD COMMERCIAL TRANSIT	65-X	SUPERVISORIAL DISTRICT 6	South of Market	Eastern Neighborhoods w/Valencia; East SoMa (EN); Eastern Neighborhoods (Complete); South of Market			(37.77696201290, -122.40714271000)
Mixres	APN 3656019	4064 24TH ST			0	BP FILED	03/29/2016	4	3	0	0				2016-004290PRJ	HORIZONTAL & VERTICAL ADDITION. REAR ADDITION TO (E) 1ST & 2ND FLRS. ADDITION OF NEW 3RD & 4TH FLOORS.RENOVATION OF (E) 1ST & 2ND FLR. ADDITION OF THREE RES'D UNITS TO ONE EXISTING. EXPANSION OF GROUND FLR RETAIL SPACE. DESIGN/BUILD SPRINKLER SYSTEM THRO	201603293285	HORIZONTAL & VERTICAL ADDITION. REAR ADDITION TO (E) 1ST & 2ND FLRS. ADDITION OF NEW 3RD & 4TH FLOORS.RENOVATION OF (E) 1ST & 2ND FLR. ADDITION OF THREE RES'D UNITS TO ONE EXISTING. EXPANSION OF GROUND FLR RETAIL SPACE. DESIGN/BUILD SPRINKLER SYSTEM THRO	$1000000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EJACKSON	AZIA Y BOLOS SEP PRPTY REV TR REV T	AZIA Y BOLOS SEP PRPTY REV TR		Noe Valley	NCD	Mixed Use	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75158617940, -122.43330294800)
Resident	APN 3582054	4072 18TH ST			0	BP FILED	02/13/2013	2	1	0	0						201302130179	HORIZONTAL ADDITION TO BACK OF EXISTING BLDG. ADDITION OF 1 DWELLING UNIT. FOR A TOTAL OF 2 RESIDENTIAL UNITS.	$40000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TKENNEDY				Castro/Upper Market	NCD	Mixed Use	CASTRO STREET NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.76115609980, -122.43431680100)
Resident	APN 7044B013	41 OTTAWA AV			0	BP FILED	09/02/2016	2	1	0	0						201609026792	UNIT LEGALIZATION ORD 43-14. REFER TO APPL #2016-0705-1596. REPLACE KITCHEN CABINETS, BATH VANITIES AND LEGALIZE GROUND FLOOR BEDROOM, BATH AND KITCHEN.	$15000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KCONNER				Outer Mission	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 11	South Central				(37.71421232230, -122.44484102700)
Resident	APN 3534018	41 ROSEMONT PL			0	BP FILED	03/06/2017	3	1	0	0				2017-003399PRJ	ADU: (N) DWELLING UNIT BEING ADDED AT GROUND LEVEL UNDER THE ADU PROGRAM. (3) BEDROOM, (2 1/2) BATH, PER ORD #162-16.	201703060745	ADU: (N) DWELLING UNIT BEING ADDED AT GROUND LEVEL UNDER THE ADU PROGRAM. (3) BEDROOM, (2 1/2) BATH, PER ORD #162-16.	$150000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0		TORRES RICHARD & KATHLEEN TORRES	TORRES RICHARD & KATHLEEN		Mission	RTO	Residential	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	SUPERVISORIAL DISTRICT 8	Mission	Market and Octavia; Market Octavia Living Alleys		Adopted	"Y
(37.76859538640, -122.42528803700)"
Resident	APN 3736074	41 TEHAMA ST			1	CONSTRUCTION	03/29/2017	403	403	49	49	On-site BMR Project	Ownership	Transbay Zone 2	2013	The proposed project at 41 Tehama Street would construct a 360-foot tall, 35 story, 402, 217 square-foot building, with 398 dwelling units.  The project site is currently a surface parking lot with a one-story, 400 square-foot structure used as a valet p	201404304554	TO ERECT 35 STORIES, 3 BASEMENT, 403 RESIDENTIAL UNITS WITH MIX USED & PARKING BUILDING. (R-2,B,A-3,M,H-3,S-2)	$106869000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KGUY	Nancy Clark	Nancy Clark	415-536-2883	Financial District	C-3-O(SD)	Commercial	DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)	360-S	SUPERVISORIAL DISTRICT 6	South of Market	Transbay; Transit Center District; Downtown; Transit Center District Streetscape Plan; Downtown Streetscape Plan		In Progress	"Y
(37.78697805450, -122.39662239800)"
Resident	APN 5260001	4101 03RD ST			0	PL FILED	05/14/2014	32	32	0	0				2014	The proposed project includes the construction of a 28,745 square-foot multifamily residential building. The building would include 32 dwelling units and 3,330 sf of ground floor retail space and 5 off-street parking spaces.			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	AA CONV				Bayview	M-1	Industrial	LIGHT INDUSTRIAL	40-X	SUPERVISORIAL DISTRICT 10	South Bayshore	Bayview Hunters Point			(37.73989445930, -122.38864890100)
Resident	APN 3116007	412 HEARST AV			1	CONSTRUCTION	03/28/2017	1	1	0	0						201204138248	TO ERECT 2 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.	$537120.00	1 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APERRY				Outer Mission	RH-1	Residential	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	SUPERVISORIAL DISTRICT 7	Ingleside				(37.73094788180, -122.44707358600)
Resident	APN 1363020	4135 CALIFORNIA ST			0	BP FILED	12/27/2016	7	7	0	0				2016-004541PRJ	The proposed project is a new 4-story 7-unit residential building with a street-level parking garage entered from Cornwall Street. The existing gas station building on the site is to be demolished. All the dwelling units are family-size, and some of them	201612275923	ERECT 4 STORIES OF 7 DWELLING UNITS. MIX USE TYPE 5 BUILDING. N/A FOR MAHER ORDINACE.	$2800000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FARRENSW	Ankrom Moisan Archtiects		4152527063	Inner Richmond	RM-1	Residential	RESIDENTIAL- MIXED, LOW DENSITY	40-X	SUPERVISORIAL DISTRICT 1	Richmond				(37.78510828660, -122.46213989100)
Mixres	APN 6506038	4143 24TH ST			0	PL FILED	01/26/2016	3	2	0	0				2016-001190PRJ	Change of use to re-establish a previous non-residential use at the ground floor.  A two story horizontal and vertical addition at the rear of the building.  Creating two additional two-bedroom dwelling units.  Removal of one parking space to change use	201703101258	CHANGE OF USE. HORIZONTAL & VERTICAL ADDITION. CONVERT GARAGE & LOWER UNIT INTO A DENTAL OFFICE. EXTEND TOWARD THE REAR AND UPWARD FOR 3 RESIDENTIAL UITS ON TOP.	$100000.00	APARTMENTS	1297	1297	0	0	1297	1297	0	0	0	0	0	0	0	0	JHORN	Heston Chau Architect		4155678800	Noe Valley	NCD	Mixed Use	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75099309990, -122.43506470800)
Resident	APN 2831012	4148 24TH ST			0	BP FILED	05/26/2016	2	1	0	0						201605268465	CONVERT EXISTING OFFICE OCCUPANCY TO R-3 UNIT 4148 TO BE RESTORED TO RESIDENTIAL (ORIGINAL CONSTRUCTION, RESTORE KITCHEN IN UNIT 4148)	$12000.00	2 FAMILY DWELLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0					Noe Valley	NCD	Mixed Use	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75147243770, -122.43522386300)
Resident	APN 2831013	4152 - 4154 - 24TH ST			0	PL FILED	04/08/2016	5	4	0	0				2016-004355PRJ	Proposed demolition of (E) SFH to construct a (N) 4-story over basement w/ 5 residential condo units over commercial.			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0		SKY EQUITY LLC LLC	SKY EQUITY LLC		Noe Valley	NCD	Mixed Use	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75146716470, -122.43531007900)
Mixres	APN 2831013	4152 24TH ST			0	BP FILED	03/25/2016	5	4	0	0				2016-004355PRJ	TO DEMOLISH 3 STORIES, SINGLE FAMILY HOME	201603253145	TO ERECT 4 STORIES, 1 BASEMENT, 5 UNITS APARTMENT WITH OFFICE, MIXED USE BUILDING.	$1000000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EJACKSON	SKY EQUITY LLC LLC	SKY EQUITY LLC		Noe Valley	NCD	Mixed Use	24TH STREET- NOE VALLEY NEIGHBORHOOD COMMERCIAL	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.75146716470, -122.43531007900)
Resident	APN 6554014	4162 26TH ST			0	BP FILED	10/13/2016	3	1	0	0				2016-014341PRJ	ADU PER ORDINANCE #162-15 TO COMPLY W/ PA #201242381. TURN (E) HABITABLE SPACE INTO (N) UNIT (UNIT C) ON BASEMENT PER PLAN. REMOVE INTERIOR STAIR BETWEEN BASEMENT & 1ST FL PER PLAN.	201610130233	LEGALIZE AS-BUILD UNIT (UNIT C) INCLUDED KITCHEN, (2) BEDROOMS, (2) BATH, LIVING ROOM, MUD ROOM ON BASEMENT	$50000.00	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ALEXANDE	SZETO TONY & KONG ANNIE T F SZETO	SZETO TONY & KONG ANNIE T F		Noe Valley	RH-2	Residential	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	SUPERVISORIAL DISTRICT 8	Central				(37.74838951780, -122.43295746500)
