PROJECT_TYPE	APN	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	PLN_CASENO	BP_APPLNO	PROPUSE	PLN_DESC	BP_DESC	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	FILEDATE	PLANNER	APPLICANT	CONTACT	CONTACTPH	SOURCE	Supe_District	PLAN_AREA	PLAN_DISTRICT	NEIGHBORHOOD	ZONING_SIM	ZONING_DISTRICT	HEIGHT_DISTRICT	Location
Resident	APN 0069011	2626 LARKIN ST		CONSTRUCTION	07/16/2015	-1	2009.0907	200809262740	2 FAMILY DWELLING	Construction of a new 4-story, 2-unit residential building.	TO ERECT A NEW FOUR STORY TWO FAMILY DWELLING UNIT.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/28/2009					PERMIT TRACKING	D2		Northeast	Russian Hill	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.80223791950, -122.42105140800)
Resident	APN 6727016	564 CHENERY ST		BP FILED	04/02/2008	-1	2009.0069	200804028581	2 FAMILY DWELLING	3-story fron addition to existing 2-story residnetial house.	3RD STORY NEW ADDITION TO BE CONSTRUCTED & ATTACHED TO THE FRONT OF (E) BLDG.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/27/2009					PERMIT TRACKING	D8		Central	Glen Park	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.73493654780, -122.43161651500)
Resident	APN 5406016	220 WILLIAMS AV		BP FILED	12/07/2010	0	2011.0201	201012076279	1 FAMILY DWELLING		ERECT 3 STORIES OF 1 DWELLING UNIT.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Bayview Hunters Point	South Bayshore	Bayview	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.73023705790, -122.39760882600)
Resident	APN 0665002	1551  FRANKLIN ST		BP ISSUED	06/30/2014	-1	2011.0262	201106228677		add 1 additional residential unit to a 3-unit 3.5 story building.		4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/25/2011	ASTARR	Marc Ojanen	Marc Ojanen	288-3397	CASE TRACKING	D2		Western Addition	Western Addition	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	130-E	(37.78896526490, -122.42398482900)
Resident	APN 2804041	4141 23RD ST		CONSTRUCTION	12/05/2013	-1		201112160822	2 FAMILY DWELLING		REMODEL FRONT ENTRY STEPS AND GARDEN. ADDITION TO REAR OF RESIDENCE. ADD A LIVING UNIT ON THE GARDEN	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Noe Valley	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.75259688910, -122.43510001500)
Resident	APN 6540021	4372 25TH ST		CONSTRUCTION	08/04/2014	-1	2012.0396	201112120494	2 FAMILY DWELLING		RENOVATE (E) 2-STORY SF RESIDENCE TO INCL A HORIZONTAL & VERTICAL ADDITION AND (N) 2ND UNIT INCL DEM	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Noe Valley	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.74970874220, -122.43773949000)
Resident	APN 1608012	762 37TH AV		BP FILED	09/04/2008	0		200809040762	2 FAMILY DWELLING		VERTICAL ADDITION OF TWO FLOORS ABOVE TWO STORIES (E)-ADD ONE FULL DWELLING UNIT. ELECTRICAL, PLUMBI	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Outer Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.77455589010, -122.49690809000)
Resident	APN 6656029	1877 CHURCH ST		BP ISSUED	04/30/2012	-1	2011.0722	201103182398	2 FAMILY DWELLING		RENOVATE GROUND FLOOR INTO A DWELLING UNIT. A HORIONTAL ADDITION @ THE REAR OF 302 SQ FT. INTERIOR R	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Glen Park	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.74033215240, -122.42637393500)
Resident	APN 3574008	2138 FOLSOM ST		BP FILED	02/18/2011	0		201102180558	1 FAMILY DWELLING		CONVERT WAREHOUSE TO ART STUDIO WITH ACCESSORY DWELLING UNIT. ADD LIVING UNIT ON RAISED PLATFORM AT	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	PDR-1-G	PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL	58-X	(37.76307428620, -122.41544418900)
Resident	APN 6959030	1927 ALEMANY BL		CONSTRUCTION	12/31/2013	-1		201012106469	1 FAMILY DWELLING		TO ERECT 2 STORIES, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Outer Mission	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72094897470, -122.43868077600)
Resident	APN 1386015	279 26TH AV		CONSTRUCTION	02/24/2014	-1		200605091174	APARTMENTS		HORIZONTAL & VERTICAL ADDITION TO (E) BUILDING, ADD ONE MORE UNIT - FROM 2 UNITS TO 3 UNITS.	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D2		Richmond	Outer Richmond	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	40-X	(37.78423611110, -122.48644286000)
Resident	APN 2706035	1310 STANYAN ST		CONSTRUCTION	07/05/2012	-1	2004.1167	200407158977	1 FAMILY DWELLING	The proposal is to construct a new three story, single-family dwelling on a VACANT lot on an undeveloped portion of Stanyan Street in an RH-1 (D) District.	ERECT A TWO STORY SINGLE FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/14/2006					PERMIT TRACKING	D7		Inner Sunset	Twin Peaks	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	40-X	(37.75840922110, -122.45100667500)
Resident	APN 6581060	4103 CESAR CHAVEZ ST		CONSTRUCTION	07/28/2015	-1	2013.0246	201012176969	2 FAMILY DWELLING	Construct new single family building on empty lot	ERECT 4 STORIES OF 2 DWELLING UNIT	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/05/2013					PERMIT TRACKING	D8		Central	Noe Valley	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.74727712330, -122.43172728900)
Resident	APN 4152045	1076 HAMPSHIRE ST		CONSTRUCTION	02/21/2012	-1	2008.0015	200709193092	2 FAMILY DWELLING	Demolish existing single-story storage building built in 1922 and construct a 4-story 2-unit building.	ERECT 4 STORIES 2 DWELLING UNITS BLDG.	2	2	0	0	0	-920	0	0	0	0	0	0	0	-920	0	0	0	0	01/07/2008					PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.75494040740, -122.40776607900)
Resident	APN 2688072	89 BELGRAVE AV		BP ISSUED	04/06/2015	-1		201308235158			TO ERECT 3 STORY, 1 BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		ASTARR	Lane McCauley	John  Cate	242-3330	CASE TRACKING	D5		Central	Haight Ashbury	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	40-X	(37.75936119360, -122.44971725100)
Resident	APN 3261002	10 APTOS AV		BP FILED	03/05/2012	0		201203055412	1 FAMILY DWELLING		ERECT THREE STORY SINGLE FAMILY HOUSE.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D7		Ingleside	West of Twin Peaks	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	40-X	(37.73160334450, -122.46634103000)
Resident	APN 5617014	166 WINFIELD ST		CONSTRUCTION	03/04/2015	-1	2012.0204	201110146866	1 FAMILY DWELLING	Variance request of the usable open space requirement P.C. Section 135	MAKING LOWER UNIT LEGAL. THEN EXPANDING IT INTO THE BASEMENT/GROUND FLOOR LEVEL. STAIRS WILL CONNECT	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/01/2012		Philip Carberry	Philip Carberry	415-244-6143	CASE TRACKING	D9		Bernal Heights	Bernal Heights	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.74260692310, -122.41873098100)
Resident	APN 6244036	469 RAYMOND AV		BP REINSTATED	02/29/2012	-1	2009.0756	200703025289	1 FAMILY DWELLING	Demolish 1-story single-family residential building straddled in the middle of two lots and construct two single-family residential buildings on each lot.	ERECT 3 STORIES, 1 BASEMENT, 1 DWELLING UNIT BLDG.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/14/2009					PERMIT TRACKING	D10		South Central	Visitacion Valley	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71458189930, -122.41291046200)
Resident	APN 0948018	2851 FILBERT ST		PL FILED	08/23/2010	0	2010.0723	201205251254		Rehabilitation and alteration of historic cottage located on the rear of the property line and proposed new construction of a residential building located on the primary elevation of the lot.		2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/23/2010	MCORRETT	William Pashelinsky	William Pashelinsky	379 - 3676	CASE TRACKING	D2		Marina	Marina	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.79638373040, -122.44636202400)
Resident	APN 2613020	2317 15TH ST		BP FILED	09/24/2010	-1	2010.0832	201009241586	2 FAMILY DWELLING	Off-street parking variance to create new 2nd unit at basement level without providing required off-street parking space.	CONVERT EMPTY SPACE UNDER BUILDING TO 2ND UNIT. 1 BEDROOM, 1 LIVING ROOM / KITCHEN. 1 BATHROOM.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/16/2010	APUTRA	Ahmad Larizadeh	Ahmad Larizadeh	415.716.9099	CASE TRACKING	D8		Buena Vista	Castro/Upper Market	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76545627220, -122.43618796000)
Resident	APN 0665012	1636 BUSH ST		BP FILED	03/02/2012	-1	2012.0185	201203025301	1 FAMILY DWELLING	Re-establish the building from its current Commercial to its original residential use.	CHANGE OFFICE USE OF BUILDING TO RESIDENTIAL USE. AT 1ST FLR: ADD RANGE TO CREATE RESIDENTIAL KITCHE	1	1	0	0	0	-2498	0	0	0	0	0	-2498	0	0	0	0	0	0	02/28/2012	ASTARR	Robert  Mintz	Robert  Mintz	415-831-6161	CASE TRACKING	D2		Western Addition	Western Addition	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	80-A	(37.78837252710, -122.42429209500)
Resident	APN 3576039	35 LEXINGTON ST		CONSTRUCTION	05/29/2015	-1		201202174465	APARTMENTS		CREATE A 620 SQ FT 3RD UNIT AT 1ST FLOOR INCLUSIVE OF A 1 STORY ADDITION OF 130 SQ FT WITH ROOF DECK	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9	Mission (EN)	Mission	Mission	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	45-X	(37.76218553560, -122.42065015400)
Resident	APN 6611003	2104 CASTRO ST		BP FILED	11/19/2008	0		200811196948	2 FAMILY DWELLING		RENOVATION/ADDITION TO A SINGLE FAMILY HOME. WORK WILL CREATE A 2ND DWELLING UNIT, BUILDING ENVELOPE	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Noe Valley	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.74461658930, -122.43376641100)
Resident	APN 6604039	645 DUNCAN ST		BP ISSUED	01/23/2014	-1	2012.068	201111179087	1 FAMILY DWELLING	Remodel including interior and exterior work; excavation greater than 20 ft to install new foundation and construct new garage	TO ERECT 3 STORIES WITH 1 BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/11/2013					PERMIT TRACKING	D8		Central	Noe Valley	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.74540705250, -122.43424525100)
Resident	APN 0256003	621 STOCKTON ST		PL APPROVED	05/10/2012	-1	2011.104	201204238894		legalize one story, detached, studio managers unit constructed without permits and located within te required rear yard		24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/07/2011	RCRAWFOR	Behruz Vahdani	Behruz Vahdani	415 896 9044	CASE TRACKING	D3		Northeast	Chinatown	RM-4	RESIDENTIAL- MIXED, HIGH DENSITY	65-A	(37.79161404660, -122.40774966200)
Resident	APN 4146019	2830 22ND ST		BP ISSUED	06/30/2014	-1	2012.1417	201210011010	APARTMENTS	Variance request to the rear yard requirement, open space, and exposure to convert existing structure to an additional unit for residential occupancy including the replacement of a deck/balcony/stairs to primary structure.	ADD 3RD DWELLING UNIT TO (E) 2 UNIT BLDG. REMODEL REAR COTTAGE TO INCLUDE KITCHEN, BATHROOM, HALF BA	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/15/2012	DSANCHEZ	Fergus O'Sullivan & Schermco, Inc.	Fergus O'Sullivan	415-238-2782	CASE TRACKING	D9	Mission (EN)	Mission	Mission	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.75613672620, -122.41097731500)
Resident	APN 0987033	3650 WASHINGTON ST		BP ISSUED	02/22/2012	-1		201104083761	1 FAMILY DWELLING		ERECT 3 STORY SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D2		Richmond	Presidio Heights	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.78943587550, -122.45344144200)
Resident	APN 1405045	322 29TH AV		CONSTRUCTION	05/10/2013	-1		201106238762	2 FAMILY DWELLING		CONVERT SINGLE DWELLING UNIT INTO 2 UNITS RESIDENTIAL W/ ADDITION TO REAR OF BUILDING INCLUDING NEW	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Outer Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.78321937930, -122.48892683400)
Resident	APN 1801040	1322 47TH AV		BP ISSUED	05/07/2014	-1		201104113839	2 FAMILY DWELLING		TO COMPLETE WORK AND OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA#2000/11/17/5117. ADDITIONAL	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D4		Outer Sunset	Outer Sunset	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76183646050, -122.50677280600)
Resident	APN 2392037	2337 TARAVAL ST		BP FILED	12/31/2013	0		201312315426			(FRONT BUILDING) CONSTRUCT NEW 3 STORY FRONT ADDITION INCLUDING 2 RESIDENTIAL UNITS AT 2ND & 3RD FLO	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		MSMITH	John Lau	John Lau	415 831-7180	CASE TRACKING	D4		Outer Sunset	Parkside	NCD	TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT	40-X	(37.74211206560, -122.49138775600)
Resident	APN 5535006	354 MULLEN AV		BP FILED	06/28/2011	0	2011.0757	201106289066	1 FAMILY DWELLING		ERECT THREE STORY SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D9		Bernal Heights	Bernal Heights	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.74593445980, -122.40616538000)
Resident	APN 6255006	62 SCHWERIN ST		CONSTRUCTION	08/19/2011	-1		201006225046	1 FAMILY DWELLING		TO ERECT 2 STORIES, SINGLE FAMILY DWELLING UNIT.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10		South Central	Visitacion Valley	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71263018140, -122.41077426800)
Resident	APN 1505027	536 40TH AV		CONSTRUCTION	02/04/2014	-1	2008.0271	200608179803	2 FAMILY DWELLING	"2007.0179: The proposal would demolish an existing single-family building constructed in 1906, and construct a new two-unit residential building.
2008.0271: new 4 story, 2 unit building"	TO ERECT 2 DWELLING UNIT WITH 3 STORY NEW BUILDING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/06/2008					PERMIT TRACKING	D1		Richmond	Outer Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.77861557710, -122.50042253300)
Resident	APN 6168012	71 BISHOP ST		BP ISSUED	12/31/2009	-1	2006.1287	200611036814	1 FAMILY DWELLING	RESIDENTIAL DEMOLITION, and construction of single family building on each lot - two residential units total.	ERECT 3 STORIES 1 DWELLING UNIT BLDG.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/19/2006	BFU	ANGELINA LIANGGARA	ANGELINA LIANGGARA	415-656-3528	CASE TRACKING	D10		South Central	Visitacion Valley	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71794478320, -122.40423573200)
Resident	APN 1510013	563 34TH AV		BP ISSUED	07/01/2010	-1	2009.0366	200810295438	2 FAMILY DWELLING	Addition of 1 unit and square footage to existing single-family residence.	HORIZONTAL & VERTICAL ADDITION FROM SINGLE FAMILY DWELLING TO TWO UNITS RESIDENTICAL, TWO STORY TO F	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/11/2009	TTAM				PERMIT TRACKING	D1		Richmond	Outer Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.77840640730, -122.49461832300)
Resident	APN 1534026	474 11TH AV		BP FILED	03/10/2008	-1	2008.1151	200803106731	2 FAMILY DWELLING	Horizontal and Vertical (2 stories) addition and creation of a second unit.	CONVERT SINGLE FAMILY DWELLING TO 2 UNITS BY HORIZONTAL EXTENSION IN FRONT AND REAR AND 2 FLOOR VERT	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	09/30/2008					PERMIT TRACKING	D1		Richmond	Inner Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.77935277950, -122.46920191600)
Resident	APN 6176011	23 SPARTA ST		CONSTRUCTION	07/28/2015	-1	2009.0081	200401063464	1 FAMILY DWELLING	Erect 3-story Type V, Single-Family Structure in a RH-1/40-X zoning district.	ERECT 3-STORY TYPE-V SINGLE FAMILY STRUCTURE	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/16/2009					PERMIT TRACKING	D10		South Central	Visitacion Valley	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71779384050, -122.40332990300)
Resident	APN 4212011	1115 POTRERO AV		BP APPROVED	03/05/2012	-1		201109215213	2 FAMILY DWELLING		CONVERT BASEMENT TO LEGAL DWELLING UNIT INCLUDING KITCHEN, LIVING ROOM, 1 BEDROOM, 1 FULL BATH & LAU	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Showplace Square/Potrero Hill (EN)	Mission	Mission	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	55-X	(37.75403624840, -122.40608257500)
Resident	APN 7135048	3501 ALEMANY BL		CONSTRUCTION	05/27/2015	-1	2011.0732	201101208732	1 FAMILY DWELLING		ERECT 3 STORIES OF 1 DWELLING UNIT.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D7		Ingleside	Ocean View	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71123644060, -122.46367363400)
Resident	APN 1371039	112 12TH AV		BP FILED	07/29/2014	0		201407292390	2 FAMILY DWELLING		RELOCATE (E) LAUNDRY FIXTURES TO GARAGE. CONVERT (E) LAUNDRY TO NEW KITCHEN & CONVERT GROUND FLOOR T	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D1		Richmond	Inner Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.78591097540, -122.47074960400)
Resident	APN 1510022	4324 ANZA ST		CONSTRUCTION	11/09/2012	-1	2012.0102	201101118224	2 FAMILY DWELLING	Horizontal/3rd floor vertical addition and interior remodeling.	ENLARGE PARKING GARAGE @ GROUND LEVEL. PROPOSED HORIZOTAL ADDITION & INTERIOR REMODELING TO ACCOMMOD	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/20/2011	MWEINTRA	Reza Khoshnevisan	Reza Khoshnevisan	922-0200x108	CASE TRACKING	D1		Richmond	Outer Richmond	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.77795159020, -122.49474986100)
Resident	APN 1269167	1055 Ashbury St		BP ISSUED	02/17/2015	-1	2013.0771	201307313282		Construction of a 4 story single family home on empty lot	TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/01/2014	CJP	Derrel My	Chris Fol	577-9885	CASE TRACKING	D5		Buena Vista	Haight Ashbury	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.76369221200, -122.44673806400)
Resident	APN 0465A022	3436 SCOTT ST		BP FILED	11/15/2011	0		201111158893	APARTMENTS		ADDITION OF AN APT UNIT TO THE EXISTING FIRST FLOOR GARAGE AREA WITH A REAR ADDTION. EXPANSION OF RE	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D2		Marina	Marina	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.80169758990, -122.44119328600)
Resident	APN 0851012	226 - 228 HAIGHT ST		PL APPROVED	09/23/2011	-1	2011.0484	201105035210		Request for rear yard and exposure variances to add a dwelling unit to an existing three-unit residential building and to add off-street parking to the building.		4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/10/2011	ASTARR	Kurt Friede	Shawn  Gorman	415-713-7486	CASE TRACKING	D5	Market and Octavia	Buena Vista	Western Addition	RTO	RESIDENTIAL TRANSIT ORIENTED DISTRICT	40-X	(37.77285891500, -122.42678540200)
Resident	APN 6616010	18 VALLEY ST		BP ISSUED	04/03/2013	-1		201106037362	2 FAMILY DWELLING		CLEAR NOV# 200449296, HIS# 201075560. REPAIR (E) DECK. NEW KITCHEN CABINETS 2ND FLOOR. NEW KITCHEN U	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Bernal Heights	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	40-X	(37.74498510080, -122.42275058700)
Resident	APN 4937014	1060 GILMAN AV		BP REINSTATED	11/04/2010	-1		200610245911	1 FAMILY DWELLING		ERECT 3 STORIES 1 DWELLING UNIT BLDG.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Bayview Hunters Point	South Bayshore	Bayview	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71910869900, -122.38914968300)
Resident	APN 6611014	538 VALLEY ST		BP FILED	12/19/2007	0		200712190876	1 FAMILY DWELLING		ERECT A NEW 3 STORY ONE FAMILY DWELLING UNIT WITH BASEMENT	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Noe Valley	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.74428928570, -122.43430811600)
Resident	APN 4912002	2838 JENNINGS ST		CONSTRUCTION	11/16/2007	-1		200612018992	2 FAMILY DWELLING		COMPLY NOV 200449317.CONVERT (E)GRD/FL COMMERCIAL SPACE TO 2 BEDRM APARMENT.CHG LAUNDRY RM FOR THE BLDG. CHG UTILITY RM & A ROOF TOP DECK FOR THE APARTMENT. ALL VIOLATION WILL BE CORRECTED FOR 2/FL UNIT. ALL NEW ELECT & PLUMB FOR NEW LOWER UNIT.	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Bayview Hunters Point	South Bayshore	Bayview	PDR-1-B	PDR LIGHT INDUSTRIAL BUFFER	40-X	(37.72234633370, -122.39318576800)
Resident	APN 5963042	35 LA GRANDE AV		CONSTRUCTION	07/27/2015	-1	2013.0003	201207205437	1 FAMILY DWELLING		ERECT 3 STORIES, TYPE 5, SINGLE FAMILY DWELLING BUILDING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D11		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.72465383490, -122.42373543500)
Resident	APN 6604011	538 28TH ST		CONSTRUCTION	06/25/2015	-1		201209190133	1 FAMILY DWELLING		TO ERECT 3 STORIES WITH 1 BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D8		Central	Noe Valley	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.74509017150, -122.43429737500)
Resident	APN 5336048	1911 QUESADA AV		PL FILED	08/08/2013	0	2013.107		1 FAMILY DWELLING	Construct two new three-story single-family homes on two vacant lots; 4,460 sf on Lot 48 and 6,020 sf on Lot 49, off-street parking for two vehicles (one on each lot); create access easement on City property.	TO ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/08/2013					PERMIT TRACKING	D10	Bayview Hunters Point	South Bayshore	Bayview	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.73539301820, -122.39559042200)
Resident	APN 5577012	175 BREWSTER ST		BP ISSUED	02/05/2015	-1		201305157021	1 FAMILY		ERECT 4 STORY, TYPE 5, SINGLE FAMILY DWELLING BUILDING.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		MSNYDER	Chad Hami	Chris Fol	577-9885	CASE TRACKING	D9		Bernal Heights	Bernal Heights	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.74367426310, -122.40714881300)
Resident	APN 6349021	717 PARIS ST		CONSTRUCTION	04/22/2015	-1	2011.0289	201009070276	1 FAMILY DWELLING	Demolish existing garden shack and construct new single-family residence.	TO ERECT 3 STORIES, SINGLE FAMILY RESIDENCE.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/29/2011					PERMIT TRACKING	D11		South Central	Excelsior	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	40-X	(37.71743878180, -122.43780159600)
Resident	APN 4224158	1510 25TH ST		BP ISSUED	08/19/2011	-1	2009.0113	201009140824	1 FAMILY DWELLING	Construction of new dwelling unit above new garage structure.  Subject lot is 50 feet by 100 feet.  2 existing dwelling units on site.	ERECT 2 STORIES OF ONE SINGLE FAMILY	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						PERMIT TRACKING	D10	Showplace Square/Potrero Hill (EN)	South of Market	Potrero Hill	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	40-X	(37.75268115640, -122.39412416500)
