PROJECT_TYPE	APN	NAMEADDR	Alias	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	DA	CASENO	PLN_DESC	BPAPPLNO	BP_DESC	COST	EXISTUSE	PROPUSE	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	VISIT_EXIST	VISIT	VISITNET	PLANNER	APPLICANT	CONTACT	CONTACTPH	NEWNEIGHBO	Zoning_Simplified	Zoning_Generalized	ZONING	HEIGHTLIMIT	SUPDIST	PLNGAREA	Location
Resident	APN 3613053	811 TREAT AV		TRUE	CONSTRUCTION	06/05/2017 12:00:00 AM	7	2							2013.1853	Conditional Use Authorization and Variance request to add two additional units for a total of 7 units on the property and a variance to the rear yard requirement for the expansion of the existing garage to create an additional parking space.  	201505287452	CONVERSION (E) STORAGE SHED AT REAR TO LIVING SPACE TO ACCOMODATE THE ADDITION OF 2 ADDITIONAL UNITS(7 TOTAL). EXTERIOR MODIFICATIONS TO (E) BUILDINGS. ADDITION (N) ROOF DECK AT REAR BLDG. HORIZONTAL ADDITON TO REAR OF 2 CAR GARAGE TO ACCOMADATE BICYCLE P	600000	APARTMENTS	APARTMENTS	0	0	0			0			0			0			0			0			CTOWNES	San Francisco Developers, LLC	Bahman Ghassemzadeh	415-922-0200		RH-3	Residential	RH-3	40-X	9		(37.7568702698, -122.4130859375)
Resident	APN 0280002	839 LEAVENWORTH ST		FALSE	BP FILED	12/21/2016 12:00:00 AM	52	2							2016-016667PRJ	SITE PERMIT TO ADD TWO NEW ACCESSORY DWELLING UNITS TO THE REAR PORTION OF BASEMENT PER ORDINANCE NO.162-16. ** MAHER: N/A **	201612215554	"SITE PERMIT TO ADD TWO NEW ACCESSORY DWELLING UNITS TO THE REAR PORTION OF BASEMENT PER ORDINANCE NO.162-16.
** MAHER: N/A **"	100000	APARTMENTS	APARTMENTS	0	0																			CCAMPBEL	SIC-MCM 839 LEAVENWORTH STREET LP L	SIC-MCM 839 LEAVENWORTH STREET LP									(37.7889060974, -122.4155426025)
Resident	APN 3754045	85 COLUMBIA SQUARE ST		FALSE	BP FILED	03/28/2017 12:00:00 AM	2	2									201703282554	"CHANGE OF USE FROM WAREHOUSE TO 2 APARTMENTS. TO COMPLY WITH NOV 201633643. LEGALIZE ELECTRIC & PLUMBING AND BRING UP TO CODE. INSTALL (N) DOOR IN HARRIET ST & COLUMBIA SQ. REPLACE KITCHEN IN KIND AND REPLACE FURNACE.
** MAHER: N/A **"	40000	WAREHOUSE,NO FRNITUR	2 FAMILY DWELLING	0	0																														(37.7770309448, -122.4050140381)
Resident	APN 4645017	870 INNES AV		TRUE	BP ISSUED	08/27/2015 12:00:00 AM	2	2							2014.1486	Change of use from warehouse to two-unit residential. New entries, windows, and exterior siding	201407302502	CHANGE USE FROM WAREHOUSE TO RESIDENTIAL. CREATE 2 RESIDENTIAL UNITS. CREATE 25% OPEN SPACE FOR RESIDENTIAL UNITS AT REAR NEW FINISHES AT FACADE. MAHER-COMPLIANCE WITH ORDINANCE NO 155-13. NOT REQUIRED.	675000	WAREHOUSE,NO FRNITUR	2 FAMILY DWELLING	0	-1672	0			0			0			1672	0	-1672	0			0			JSPEIRS				Bayview	NC-2	Mixed Use	NC-2	40-X	10		(37.731967926, -122.3751754761)
Resident	APN 0303013B	891 POST ST		FALSE	BP Filed	12/21/2016 12:00:00 AM	49	2		0					2017-000777PRJ	SITE PERMIT, ADD TWO NEW ACCESSORY DWELLING UNITS TO BASEMENT LEVEL PER ORDINANCE# 162-16. ** MAHER: N/A **	201612215551	"SITE PERMIT, ADD TWO NEW ACCESSORY DWELLING UNITS TO BASEMENT LEVEL PER ORDINANCE# 162-16.
** MAHER: N/A **"	100000		APARTMENTS	0	0			0			0			0			0			0			0	CCAMPBEL	Open Scope Studios		4159386480								(37.7870635986, -122.4163589478)
Resident	APN 1763027	1366 09TH AV		TRUE	BP ISSUED	01/08/2016 12:00:00 AM	2	1									201504032736	"LEGALIZE (E) UNIT & KITCHEN PER ORD-43-14. ADD TWO LAYERS OF TYPE ""X"" GYPSUM BOARD TO CEILING BELOW UNIT."	22200	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			NKWIATKO											(37.7628135681, -122.4658966064)
Mixres	APN 5683012	906 CORTLAND AV		TRUE	CONSTRUCTION	09/27/2017 12:00:00 AM	2	2							2012.1048	2 lot Subdivision, demolition of existing two-story commercial building damaged by fire, and construction of a three-story mixed-use building with a commercial storefront and accessory parking at the ground floor, two dwelling units at the second and thir	201203146037	ERECT 3 STORIES OF 2 DWELLING UNITS.	510000		2 FAMILY DWELLING	150	-690	0			0			0			0			840	150	-690	0			DVU				Rest of the City	NC-2	Mixed Use	NC-2	40-X	9		(37.7387733459, -122.4136123657)
Resident	APN 4160003	910 CAROLINA ST		TRUE	BP REINSTATED	01/15/2016 12:00:00 AM	2	2							2013.0520	Demo existing house and build 2 new units	201303122050	TO ERECT NEW 3-STORY OVER 1 BASEMENT, SINGLE FAMILY RESIDENTIAL BLDG.	900000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			EJACKSON				Showplace Square & Potr	RH-2	Residential	RH-2	40-X	10		(37.7569580078, -122.4001922607)
Resident	APN 4094048	923 - 939 KANSAS ST	923 - 925 KANSAS ST	FALSE	BP FILED	07/02/2014 12:00:00 AM	2	2							2013.1856	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and 	201407020336	ERECT 5-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	1900000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			JSPEIRS					RH-2	Residential	RH-2	40-X			(37.7580986023, -122.4025878906)
Resident	APN 4094045	923 - 939 KANSAS ST	935 - 937 KANSAS ST	FALSE	BP FILED	07/02/2014 12:00:00 AM	2	2							2013.1856	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and 	201407020323	ERECT 4-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	1692000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			JSPEIRS					RH-2	Residential	RH-2	40-X			(37.7578964233, -122.4025726318)
Resident	APN 4094046	923 - 939 KANSAS ST	931 - 933 KANSAS ST	FALSE	BP FILED	07/02/2014 12:00:00 AM	2	2							2013.1856	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and 	201407020334	ERECT 4-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	1692250		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			JSPEIRS					RH-2	Residential	RH-2	40-X			(37.7579650879, -122.4025802612)
Resident	APN 4094047	923 - 939 KANSAS ST	927 - 929 KANSAS ST	FALSE	BP FILED	07/02/2014 12:00:00 AM	2	2							2013.1856	The project would construct five buildings (totaling 33, 200 sf) containing nine dwelling units (two each at lots 045-048, one at lot 044) and ten parking spaces on a 12,500-square-foot vacant lot. The proposed building would be three to five stories and 	201407020335	ERECT 5-STORY, 2 DWELLING UNITS WITH 1 BASEMENT RESIDENTIAL BUILDING.	1877250		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			JSPEIRS					RH-2	Residential	RH-2	40-X			(37.7580337524, -122.4025802612)
Resident	APN 3617061	925 GUERRERO ST		FALSE	BP FILED	12/14/2016 12:00:00 AM	14	2							2016-016578PRJ	ADV PROGRAM IN MANDATORY SEISMIC RETROFIT BLDG PER ORD. 162-16. PROPOSE 2 ADD'L DWG UNITS ON BASEMENT LEVEL AT REAR OF BLDG. REPLACE (E)WINDOWS AT REAR OF BLDG, ADD BATHROOM & KITCHENS, REMODEL OF DOORS & FINISHES	201612145005	ADV PROGRAM IN MANDATORY SEISMIC RETROFIT BLDG PER ORD. 162-16. PROPOSE 2 ADD'L DWG UNITS ON BASEMENT LEVEL AT REAR OF BLDG. REPLACE (E)WINDOWS AT REAR OF BLDG, ADD BATHROOM & KITCHENS, REMODEL OF DOORS & FINISHES	40000	APARTMENTS	APARTMENTS	0	0																			KCONNER	CRAIG P GOARD TRUST TRUST	CRAIG P GOARD TRUST									(37.7563514709, -122.4229812622)
Resident	APN 1118003	930 BAKER ST		TRUE	BP ISSUED	08/25/2017 12:00:00 AM	4	2							2014.0398	Section 134 rear yard variance for placement of garage in rear yard fronting St. Joseph's. Add to new units to existing 2 unit building	201510230679	HORIZONTL EXPANSION. ADDITION OF 2 UNITS BELOW (E) STRUCTURE & EXPANSION RECONFIGURE INTERIOR LAYOUTS, NEW WINDOWS & DOORS ATFACADE, NEW ELECTRIAL, NEW PLUMBING, NEW ROOF DECK, LANDSCAPING, NEW GARAGE STRUCTURE @ ST JOESPH'S AVE SIDE. Arch/MEP/Sprinklers 	495000	2 FAMILY DWELLING	APARTMENTS	0	0																			SLAI	Ernie Selander	Ernie Selander	415-385-4339		RM-1	Residential	RM-1	25-X			(37.7798957825, -122.4413986206)
Resident	APN 3639028	953 TREAT AV		FALSE	BP FILED	11/04/2015 12:00:00 AM	2	2							2015-006510PRJ	Conditional Use Authorization request to permit the demolition of an existing single family house, determined not to be a historic resource per HRER.  Variance requests for the street frontage and permitted obstructions to construct two new buildings, eac	201511041763	"BUILDING# 1. TO ERECT 4 STORIES, NO BASEMENT, 2 UNITS RESIDENTIAL BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **"	797000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			EJARDINE	WInder Gibson Architects		4153188634								(37.7551002502, -122.4130325317)
Resident	APN 3639028	953 TREAT AV		FALSE	BP FILED	11/04/2015 12:00:00 AM	2	2							2015-006510PRJ	Conditional Use Authorization request to permit the demolition of an existing single family house, determined not to be a historic resource per HRER.  Variance requests for the street frontage and permitted obstructions to construct two new buildings, eac	201511041768	"BUILDING# 2. TO ERECT 4 STORIES, NO BASEMENT, 2 UNITS RESIDENTIAL BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **"	686000		2 FAMILY DWELLING	0	0																			EJARDINE	WInder Gibson Architects		4153188634								(37.7551002502, -122.4130325317)
Resident	APN 4098027	749 WISCONSIN ST		FALSE	BP FILED	12/15/2006 12:00:00 AM	2	1							2006.1506	The proposal is to demolish a single-family house and constructing a two-unit structure.	200612159955	ERECT 4 STORIES OF 2 DWELLING UNITS.	700000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			EJACKSON	Mike Susoev	Daniel Ewald	255-0700	Showplace Sq. & Potr	RH-2	Residential	RH-2	40-X	10		(37.7579917908, -122.39868927)
Resident	APN 0134025	1148 MONTGOMERY ST		TRUE	PL APPROVED	09/23/2015 12:00:00 AM	3	1							2015-009622PRJ	(REAR BLDG). LEGALIZE A PREVIOUSLY EXISTING NON CONFORMING DWELLING UNIT AS PER 43-14. UNIT A IN THE BASEMENT OF THE REAR BUILDING WILL BE RE ESTABUSHED AS THE NEW UNIT. CHANGE OF USE FROM R-3 TO R-2.	201506229509	(REAR BLDG). LEGALIZE A PREVIOUSLY EXISTING NON CONFORMING DWELLING UNIT AS PER 43-14. UNIT A IN THE BASEMENT OF THE REAR BUILDING WILL BE RE ESTABUSHED AS THE NEW UNIT. CHANGE OF USE FROM R-3 TO R-2.	45000	2 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			JIMENEZS		MONTGOMERY STREET PARTNERS LLC									(37.7998924255, -122.4039535522)
Resident	APN 1758046	1308 04TH AV		TRUE	PL APPROVED	06/26/2015 12:00:00 AM	3	1							2015-004367PRJ	LEGALIZE 3RD DWELLING UNIT AT BASEMENT PER ORDINANCE 43-14	201503251826	LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT A PERMIT. REFERENCE BPA 2006-04-19-9300.  NEW HIGHT EFFICACY KITCHEN LIGHTING, NEW BEDROOM EGRESS WINDOW, NEW BICYCLE PARKING. UNIT LEGALIZATION ORD 43-14.	12000	2 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			NKWIATKO	DARREN MCMURTRIE	DARREN MCMURTRIE									(37.7640762329, -122.4606552124)
Resident	APN 5324010	1466 PALOU AV		TRUE	PL APPROVED	10/26/2016 12:00:00 AM	2	1							2016-002845PRJ	TO LEGALIZE (E) UNAUTHORIZED DWELLING UNIT UNDER UNDER ORD #43-14.	201602230257	TO LEGALIZE (E) UNAUTHORIZED DWELLING UNIT UNDER UNDER ORD #43-14.	1500	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			JIMENEZS	FALLA EDUARDO MENDEZ MENDEZ	FALLA EDUARDO MENDEZ									(37.732749939, -122.3881988525)
Resident	APN 1155005	1500 MCALLISTER ST		TRUE	PL APPROVED	08/03/2016 12:00:00 AM	10	1							2016-000189PRJ	REFERENCE STRUCTURAL UNDER SOFT STORY PERMT#201505216944. WORK INCLUDES ADDING A DWELLING UNIT @ GROUND LEVEL (PER ORDIANCE 30-15)INCLUDES SLAB EXCAVATION, LOWERING EXTERIOR ENTARANCE DOOR W/LEVEL LANDING, ADDING 3 NEW WINDOWS IN KIND @ (E) LOCATIONS. NEW	201511303685	REFERENCE STRUCTURAL UNDER SOFT STORY PERMT#201505216944. WORK INCLUDES ADDING A DWELLING UNIT @ GROUND LEVEL (PER ORDIANCE 30-15)INCLUDES SLAB EXCAVATION, LOWERING EXTERIOR ENTARANCE DOOR W/LEVEL LANDING, ADDING 3 NEW WINDOWS IN KIND @ (E) LOCATIONS. NEW	100000	APARTMENTS	APARTMENTS	0	0	0			0			0			0			0			0			ESAMONSK	ELIZABETH COURT LP 	ELIZABETH COURT LP									(37.7781944275, -122.436920166)
Resident	APN 1933008	1649 10TH AV		TRUE	PL APPROVED	11/03/2015 12:00:00 AM	3	1							2015-006574PRJ	LEGALIZATION OF 3RD DWELLING UNIT AT THE THIRD FLOOR PER ORD 43-14.	201504022622	LEGALIZATION OF 3RD FLOOR SPACE (EXISTING PERMITED) TO A ONE BEDROOM, ONE BATH UNIT. PLANT ONE STREET TREE. INSTALL SPRINKLER SYSTEM ON ALL 3 FLOORS & DECKS (WILL FILE SEPARATELY FOR SPRINKLERS).	25000	2 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			NKWIATKO		SUBRAMANIAN RAVINDRAN K STODDA									(37.75756073, -122.4672622681)
Resident	APN 1934029	1658 10TH AV		TRUE	PL APPROVED	03/27/2017 12:00:00 AM	3	1							2016-008581PRJ	LEGALIZE (E) ILLEGAL UNIT IN (E) 2 UNIT BUILDING. LEGALIZE (E) KITCHEN UNDER ORD #43-14.	201606109695	LEGALIZE (E) ILLEGAL UNIT IN (E) 2 UNIT BUILDING. LEGALIZE (E) KITCHEN UNDER ORD #43-14.	20000	2 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			CAMPBELL	HERBERT M W & JUNE F O WONG REVOC R	HERBERT M W & JUNE F O WONG REVOC									(37.7573127747, -122.466583252)
Resident	APN 2656049	181 CORBETT AV		TRUE	PL APPROVED	11/18/2016 12:00:00 AM	3	1							2016-008545PRJ	Comply with NOV 201498751. Legalize 3rd DU by adding kitchen per section 207.3 (ord. 43.14) & change occupancy. previous permitted work under PA# 8011064 & #8305024. Add fire sprinklers & 1-hr separation between units & garage. Ordinance 43-16 (see back f	201606099522	Comply with NOV 201498751. Legalize 3rd DU by adding kitchen per section 207.3 (ord. 43.14) & change occupancy. previous permitted work under PA# 8011064 & #8305024. Add fire sprinklers & 1-hr separation between units & garage. Ordinance 43-16 (see back f	15000	2 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			KCONNER	KAY HENRY REVOC LVG TR TR	KAY HENRY REVOC LVG TR									(37.7615242004, -122.4423751831)
Resident	APN 6168012	71 BISHOP ST		TRUE	BP ISSUED	12/31/2009 12:00:00 AM	2	1							2006.1287	RESIDENTIAL DEMOLITION, and construction of single family building on each lot - two residential units total.	200611036814	ERECT 3 STORIES 1 DWELLING UNIT BLDG.	590000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			BFU	ANGELINA LIANGGARA	ANGELINA LIANGGARA	415-656-3528	Vis Valley	RH-1	Residential	RH-1	40-X	10		(37.7179450989, -122.4042358398)
Resident	APN 1840015	1491 FUNSTON AV		FALSE	BP FILED	04/02/2010 12:00:00 AM	2	1									201004029551	VERTICAL AND HORIZONTAL ADDITION. ADD 4TH FL PENTOUSE SUITE, FRONT AND REAR ROOF DECK, 2 STORY ADDITION AT REAR, CONVERT SINGLE FAMILY TO 2 UNITS, WIDEN GARAGE DOOR	200000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0							Rest of the City	RH-2	Residential	RH-2	40-X	7		(37.7603187561, -122.4706802368)
Resident	APN 5312049	1710 OAKDALE AV		FALSE	BP FILED	04/26/2010 12:00:00 AM	2	1									201004261017	ADD ONE UNIT TO (E) SINGLE FAMILY BUILDING. Replace front door and steps, replace rolling up garage door WITH regular garage door. Remove storage at rear OF BUILDING.	10000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			DSANCHEZ				Bayview	C-2	Commercial	C-2	40-X	10		(37.7360343933, -122.3923339844)
Resident	APN 2821022	1230 TWIN PEAKS BL		TRUE	BP APPROVED	05/26/2010 12:00:00 AM	1	1									200810224855	VACANT LOT - ERECT A THREE STORY SINGLE FAMILY DWELLING.	1100000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			CRAWFORD				Rest of City	RH-1	Residential	RH-1	40-X	7		(37.7464370728, -122.4504852295)
Resident	APN 5305010	1734 NEWCOMB AV		TRUE	BP FILED	09/24/2010 12:00:00 AM	2	1							2010.0444	Addition of a dwelling unit in the basement of an existing single family residence.	201009241613	CREATING AN IN-LAW UNIT. REMOVE (E) BSMT STAIRS&CHIMNEY.REPAIR 2/FL USING MATCHING MATERIAL.REPAIR 3/FL & ROOF DUE TO THE REMOVAL OF CHIMNEY.RELOCATE (E) WATER HEATER&FURNACE IN 1/FL.(E)FACADE FINISH LAP SIDING.REPAIR (E)DECK&ADD (N)BACK STAIR.MOVE 1/FL E	45000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			BFU	Horace Johnson	Horace Johnson	415-573-8334	Bayview	RH-2	Residential	RH-2	40-X	10		(37.7368812561, -122.3921585083)
Resident	APN 2613020	2317 15TH ST		TRUE	BP FILED	09/24/2010 12:00:00 AM	2	1							2010.0832	Off-street parking variance to create new 2nd unit at basement level without providing required off-street parking space.	201009241586	CONVERT EMPTY SPACE UNDER BUILDING TO 2ND UNIT. 1 BEDROOM, 1 LIVING ROOM / KITCHEN. 1 BATHROOM.	65000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			APUTRA	Ahmad Larizadeh	Ahmad Larizadeh	415.716.9099	Rest of the City	RH-2	Residential	RH-2	40-X	8		(37.7654571533, -122.4361877441)
Resident	APN 2651002	1 CORBETT AV		FALSE	BP Filed	06/06/2017 12:00:00 AM	3	1		0							201706068524	LEGALIZE (E) IN LAW PER ORDINANCE# 43-14. 3 BEDROOMS, 2 BATHS FOR NEW UNIT. ADD BICYCLE RACK. ADD SP	23775		APARTMENTS	0	0			0			0			0			0			0			0												(37.7619476318, -122.439666748)
Resident	APN 3108003	1565 PLYMOUTH AV		FALSE	BP Filed	06/02/2017 12:00:00 AM	2	1		0							201706028238	UNIT LEGALIZATION ORDINANCE 43-14. LEGALIZE EXISTING KITCHEN, ONE BED RM & ONE BATH ROOM. ALL WORK A	20000		2 FAMILY DWELLING	0	0			0			0			0			0			0			0												(37.7304840088, -122.4574966431)
Resident	APN 5320015	1893 OAKDALE AV		TRUE	PL APPROVED	05/03/2016 12:00:00 AM	1	1							2014-001128PRJ	TO ERECT 4 STORIES, NO BASEMENT, TWO FAMILIES DWELLING. DEMO OF STORAGE STRUCTURE.	201307222452	TO ERECT 4 STORIES, NO BASEMENT, TWO FAMILIES DWELLING.	480000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			JSPEIRS	ICE Design Inc.		6507416968	Bayview	RH-2	Residential	RH-2	40-X	10		(37.7374763489, -122.3959274292)
Resident	APN 6978069	1 EDGAR AV		FALSE	BP FILED	05/08/2015 12:00:00 AM	1	1									201505085755	CONSTRUCT (N) 3-STORY SINGLE FAMILY DWELLING UNIT	300000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			FLORESVE											(37.7203941345, -122.4525222778)
Resident	APN 6525001A	1 HORACE ST		FALSE	BP FILED	09/24/2014 12:00:00 AM	2	1							2014.1301	Variance request to the rear yard requirement to permit the new construction of an additional dwelling unit.  	201409247165	CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENCE.	550000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			RSUCRE	Chris Giouzelis	Yakuh Askew	415-920-1839		RH-2	Residential	RH-2	40-X			(37.7507209778, -122.4143981934)
Resident	APN 0441B005	3561 PIERCE ST		TRUE	PL APPROVED	11/09/2016 12:00:00 AM	4	1							2016-014586PRL	convert common garden room at garage level to third DU.	201703131339	ADD UNIT PER ORD #162-16. ADD NEW RESIDENTIAL UNIT AT EXISTING GARAGE LOCATION. ADD 2 BICYCLE PARKING. SPRINKLRS FOR GROUNDLEVEL UNDER SEP PERMIT PER NFPA 13R.	30000	2 FAMILY DWELLING	APARTMENTS	0	0																				Ronda Shatara										(37.8034591675, -122.4403533936)
Resident	APN 5746004	106 LEESE ST		TRUE	BP APPROVED	10/02/2017 12:00:00 AM	3	1							2016-012034PRJ	"ADD AN ADU PER ORDINANCE 30-15. PERMIT #201608104660.
NEW DWELLING WITH KITCHEN & 2 BATHRMS
NEW UNIT WILL BE FIRE SPRINKLERED"	201608154972	ADD AN ADU PER ORDINANCE 30-15. PERMIT #201608104660.	100000	2 FAMILY DWELLING	APARTMENTS	0	0																			ADINASEE	David Locicero		4153422204								(37.7356414795, -122.4232635498)
Resident	APN 3598009	3700 20TH ST		TRUE	PL APPROVED	02/07/2017 12:00:00 AM	25	1							2016-012613PRJ	Conversion of utility/storage space at the basement level to create an additional dwelling unit per Ordinance 30-15.			0			0	0																				Harvey Hacker Architects		4159570579								(37.7584838867, -122.423828125)
Resident	APN 1377002	107 17TH AV		FALSE	BP FILED	08/29/2016 12:00:00 AM	2	1									201608296230	ADD 2ND UNIT AT GROUND FLOOR BEHIND GARAGE, NO STRUCTURAL WORK, UPGRADE (E) FAMILY ROOM TO KITCHEN. RECESS (E) GARAGE DOOR. 1 BEDROOM & 1 BATH.	12350	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0																			SYOUNG											(37.7858924866, -122.4768218994)
Resident	APN 4158011	1076 RHODE ISLAND ST		TRUE	BP ISSUED	07/12/2016 12:00:00 AM	2	1									201412123641	ADDITION OF UPPER FL ABOVE (E) 2 LEVELS (40'x25'), LOWER LEVEL ADDITION OF (40'X25')REAR ADDITION OF 10'FOR(E)+(N)BLDG AND 12'X15' BUMP OUT IN REAR BLDG. CONST KITCHEN FOR EACH UNIT ALONG W/ 6 BATHRMS AND LIVING SPACE.	615000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			RSUCRE											(37.7561569214, -122.402053833)
Resident	APN 6982002	1079 PLYMOUTH AV		FALSE	BP FILED	10/19/2016 12:00:00 AM	2	1							2016-014233PRJ	Legalize a rear detached one-story structure and its second dwelling unit (Unit No.2) at the first/ground floor, in the required rear yard, west of an existing single-family one-story-over-garage dwelling, per Planning Code Section 207.3 (Ord. 43-14). The	201610190646	LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT A PERMIT PER ORDINANCE #43-14. TO COMPLY N.O.V#201547122.	18830	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0																			KCONNER	KWONG REGINA LAILING LAILING	KWONG REGINA LAILING									(37.7214546204, -122.4564590454)
Resident	APN 6722012	108 BOSWORTH ST		FALSE	BP Filed	05/09/2017 12:00:00 AM	2	1		0							201705096111	REMODEL OF EXISTING SINGLE FAMILY HOME TO ACCOMMODATE AN ADDITIONAL UNIT ON GROUND FLOOR.	120000		2 FAMILY DWELLING	0	0			0			0			0			0			0			0												(37.7336997986, -122.4281234741)
Resident	APN 6769051	108 MONTEREY BL		FALSE	BP Filed	05/26/2017 12:00:00 AM	3	1		0							201705267811	UNIT #1. PER COMPLAINT #201609831. UNIT LEGALIZE ORDINANCE 43-14. 2 BEDROOM, 1 BATH, 1 KITCHEN. 624 	100		APARTMENTS	0	0			0			0			0			0			0			0												(37.7318649292, -122.4376525879)
Resident	APN 5428D037	108 ORSI CR		FALSE	BP FILED	07/23/2014 12:00:00 AM	2	1									201407231943	legalize rooms at G/F per plan; remove 2nd kitchen & no longer legalizing unit. COMPLY WITH VIOLATION # 201225081.	25000	1 FAMILY DWELLING	1 FAMILY DWELLING	0	0	0			0			0			0			0			0			KCONNER					RH-1	Residential	RH-1	65-J			(37.7282104492, -122.3982162476)
Resident	APN 4965029	1083 HOLLISTER AV		FALSE	BP FILED	11/10/2015 12:00:00 AM	2	1									201511102331	LEGALIZE GROUND FL KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEALIZATION PROGRAM. LEGALIZE GARAGE TO GROUND FL UNIT'S LIVING ROOM. COMPLY WITH NOV #201569083, NOV #201569681, NOV #201567882	10000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			YEUNGMIN											(37.7193336487, -122.3922805786)
