PROJECT_TYPE	APN	NAMEADDR	Alias	BESTDATE	BESTSTAT	Entitlement	PLN_CASENO	PLN_DESC	BP_APPLNO	BP_DESC	COST	PROPUSE	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	RET	NET_RET	MIPS	NET_MIPS	PDR	NET_PDR	MED	NET_MED	CIE	NET_CIE	VISIT	NET_VISIT	FirstFiled	APPLICANT	CONTACT	CONTACTPH	NEIGHBORHOOD	PLAN_AREA	PLAN_DISTRICT	SUPE_DISTRICT	HEIGHT_DISTRICT	ZONING	ZONING_DISTRICT	PLANNER	LOCATION
Resident	APN 1718046	3125 LINCOLN WY		11/17/2015	BP APPROVED	-1			201411060898	"LEGALIZATION OF (E) UNAUTHORIZED ""IN LAW"" DWELLING UNIT AT 1/F. UNIT LEGALIZATION ORDINANCE 43-14."	$20000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/06/2014				Outer Sunset		Outer Sunset	SUPERVISORIAL DISTRICT 4	40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED		(37.7645587264, -122.491654)
Resident	APN 2177054	3131 QUINTARA ST		06/30/2015	BP FILED	0			201506300382	UNIT LEGALIZATION FROM SINGLE FAMILY TO TWO FAMILY DWELLING PE ORDINANCE 43-14	$19700.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/30/2015				Outer Sunset		Outer Sunset	SUPERVISORIAL DISTRICT 4	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7473811751, -122.499145)
Resident	APN 3549041	315 SOUTH VAN NESS AV		07/18/2014	BP FILED	0			201407181625	ADD 3 STORIES OF RESIDENCES ON TOP WEST THIRD OF (E) BLDG. SEE TABLE OF AREAS A-0.02. FLOOR 1: (N) F	$380000.00	APARTMENTS	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07/18/2014				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	58-X	UMU	URBAN MIXED USE		(37.7681205858, -122.417460)
Mixres	APN 6574013	3178 MISSION ST		10/13/2015	PL FILED	0	2015-010245PRJ	Proposed demolition and construction of (N) 5-story, 50' tall building on the western portion of the lot. Four dwelling units on floors 2-5 with commercial space on ground floor. Alteration of (E) Victorian on eastern portion of lot. Proposed 3rd floor a			$0.00		7	4	0	0	1813	-745	0	0	0	0	0	0	0	0	0	0	08/10/2015				Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	50-X	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	JBANALES	(37.7464020297, -122.419774)
Resident	APN 1404041	318 30TH AV		12/31/2015	BP FILED	0			201512316214	TO ERECT 4 STORIES, 1 BASEMENT, 2 FAMILY DWELLING.	$800000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/31/2015				Outer Richmond		Richmond	SUPERVISORIAL DISTRICT 1	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7832372665, -122.490008)
Resident	APN 2659052	3198 MARKET ST		02/22/2016	BP ISSUED	-1	2014.0863	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the construction of a new two unit residential building on a vacant property.	201407221872	CONSTRUCT NEW 3-STORIES, NO BASEMENT, 2-UNIT RESIDENTIAL BUILDING.	$403792.00		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/06/2014	Rochmar Family LLC	Davida Rochlin Fred Marcus	310-923-1191	Castro/Upper Market		Central	SUPERVISORIAL DISTRICT 8	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	MBOUDREA	(37.7595387761, -122.445090)
Mixres	APN 3755049	32 HERON ST		02/01/2016	BP FILED	0	2015-013502PRJ	Change of use from Office to Residential (second floor) and Arts Activity (ground floor) including a roof deck and a rear courtyard.  The project also proposes a small Limited Restaurant retail kiosk selling coffee and related items at the street frontag	201602018541		$0.00	1 FAMILY DWELLING	1	1	0	0	67	67	0	-2187	0	0	0	0	0	0	0	0	10/08/2015	Gary Bell + Associates		4153770425	South of Market	Western SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	55-X	WMUG	WSOMA MIXED USE-GENERAL	DVU	(37.7745664736, -122.408873)
PDR	APN 5431A014	320 - 400 PAUL AV		09/11/2014	PL APPROVED	-1	2011.0408	To construct a 2-story, 171,000 sq. ft. data center as well as renovation of the 12,560 sq. ft. existing building at 320 Paul Avenue. The project will require demolition of 350 Paul and 400 Paul Avenue, both are vacant warehouses. The owners had previous	201411171675	TO ERECT 2 STORIES, NO BASEMENT, DATA CENTER BUILDING. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED	$39567908.00		0	0	0	0	0	0	0	0	242330	91200	0	0	0	0	0	0	04/20/2011	The Camba	The Camba	925-933-1	Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	65-J	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	BWYCKO	(37.7248498560, -122.398679)
Mixres	APN 1611001	3201 BALBOA ST		06/13/2008	BP FILED	0			200806134390	ERECT A 3 STORY, 3 DWELLING UNITS AND MIXED USE BUILDING; DEMOLISH A FITNESS AND OFFICE BUILDING	$850000.00	FOOD/BEVERAGE HNDLNG	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/13/2008				Outer Richmond		Richmond	SUPERVISORIAL DISTRICT 1	40-X	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE		(37.7756554306, -122.493192)
Resident	APN 0936020	3215 SCOTT ST		10/08/2015	CONSTRUCTION	-1			201410249901	CONVERT (E) 2ND FLR OFFICE/COMMERCIAL AREAS @ UNITS 3215B & 3215C TO TWO NEW RESIDENTIAL UNITS. ONE	$45000.00	APARTMENTS	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/24/2014				Marina		Marina	SUPERVISORIAL DISTRICT 2	40-X	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE		(37.7994601361, -122.441238)
Resident	APN 1405045	322 29TH AV		05/10/2013	CONSTRUCTION	-1			201106238762	CONVERT SINGLE DWELLING UNIT INTO 2 UNITS RESIDENTIAL W/ ADDITION TO REAR OF BUILDING INCLUDING NEW	$300000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/23/2011				Outer Richmond		Richmond	SUPERVISORIAL DISTRICT 1	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7832193794, -122.488927)
Resident	APN 5673003	322 COLERIDGE ST		03/15/2016	CONSTRUCTION	-1			201412053178	LEGALIZE ILLEGAL UNIT AT GARAGE LEVEL	$10000.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/05/2014				Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7415816226, -122.421344)
Resident	APN 1611001F	3221 BALBOA ST		02/01/2016	BP Filed	0	2016-001658PRJ		201602018545	LEGALIZAE (E) ILLEGAL UNIT @ GROUND FL. APPROX 600 SQ FT TO COMPLY WITH NOV 201540571.	$25000.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/01/2016				Outer Richmond		Richmond	SUPERVISORIAL DISTRICT 1	40-X	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE		(37.7756429957, -122.493464)
CIE	APN 1717048	3225 LINCOLN WY		05/20/2015	PL FILED	0	2015-006327PRJ	Change of use from residential to religious.			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	2450	2450	0	0	05/20/2015		NAGARA DHAMMA TEMPLE INC THE	4156656576	Outer Sunset		Outer Sunset	SUPERVISORIAL DISTRICT 4	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	TKENNEDY	(37.7644974889, -122.492725)
Mixres	APN 3575063	3249 17TH ST		01/26/2016	CONSTRUCTION	-1	2005.1155	Project would require a rezoning from RH-2 to NC-3. Proposed project construct a three-story addition to the existing one building on the project site. The new building would be four-story, 50-feet in height consisting of 1,996 sq. ft. ground floor resta	201003248891	SITE PERMIT-REMODEL OF (E) 1 STORY STRUCTURE. ALTERED BUILDING WILL CONTAIN 4 STORIES, CONSISTING OF	$900000.00		3	2	0	0	1996	1996	0	0	0	0	0	0	0	0	0	0	12/15/2005	Amadeo  Gonzales	Patricia  Solis	415-541-0288	Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	55-X	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION		(37.7632790476, -122.418264)
Resident	APN 1404006	325 29TH AV		12/14/2015	BP REINSTATED	-1			201512044244	TO ERECT 4 STORIES, NO BASEMENT, 2 UNITS RESIDENTIAL BUILDING.	$500000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/04/2015				Outer Richmond		Richmond	SUPERVISORIAL DISTRICT 1	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7831848384, -122.489586)
Resident	APN 6693006	325 ARLINGTON ST		11/23/2015	BP FILED	0			201511233310	NEW 80 SF REAR YARD DECK @ 2ND STORY W/ PRE-FAB MTL STAIR TO YARD. FIRE-RATED PROPERTY WALL. NEW 2ND	$20000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/23/2015				Glen Park		Central	SUPERVISORIAL DISTRICT 8	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7362968500, -122.427427)
Resident	APN 6554037	325 CLIPPER ST		12/18/2015	BP ISSUED	-1			201504022624	LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT.	$900.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	04/02/2015				Noe Valley		Central	SUPERVISORIAL DISTRICT 8	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7487468193, -122.432263)
Resident	APN 3747012	325 FREMONT ST		07/17/2014	PL APPROVED	-1	2012.1025	The proposed project would construct a 250-foot tall residential tower , containing 119 dwelling units and 61 off-street parking spaces.  The current planning is for resident parking below grade; lobby, bike parking and handicap parking at street level;			$1500000.00	APARTMENTS	119	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05/02/2013	Steve Vettel	Steve Vettel	268-6171	South of Market	Rincon Hill	South of Market	SUPERVISORIAL DISTRICT 6	85/250-R	RH DTR	RINCON HILL DOWNTOWN RESIDENTIAL	RSUCRE	(37.7877714372, -122.392947)
Resident	APN 3591025	3252 19TH ST		12/22/2014	BP FILED	0			201412224267	VERTICAL ADDITION OF TWO (2) STORIES TO (E) TWO STORY STRUCTURE, RENOVATE (E) WAREHOUSE/OFFICE W/ (N	$750000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/22/2014				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	58-X	UMU	URBAN MIXED USE		(37.7606387353, -122.416109)
Resident	APN 6019002	326 NAPLES ST		04/20/2015	BP ISSUED	-1			201411050758	WORK INCLUDES ALL CODE REQUIRED PLUMB/ELECT/AND MECH TO LEGALIZE RESID'L UNIT PER ORD 43-14 AND TO C	$20000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/05/2014				Excelsior		South Central	SUPERVISORIAL DISTRICT 11	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7236287361, -122.429446)
CIE	APN 7106052	327 CAPITOL AV		08/13/2015	PL APPROVED	-1	2015-000060PRJ	Change of use from a religious facility to a child care facility for up to 90 children ages 2.5-6 years old.			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	3052	0	0	0	01/03/2015	Quickdraw Permit Consulting		4155521888	Ocean View		Ingleside	SUPERVISORIAL DISTRICT 11	40-X	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	APERRY	(37.7135532117, -122.459303)
Resident	APN 3577053	33 DEARBORN ST		07/10/2015	BP FILED	0	2015-007348PRJ	Converting an existing garage into three new dwelling units.	201507101133	HORIZONTAL ADDITION AT 1ST FL AT REAR YARD & SIDE YARDS. ADD 3 (N) DWELLING UNITS IN (E) 1ST FL. GARAGE & STORAGE SPACE. EACH (N) UNIT TO BE STUDIO W/ 1(N) KITCHEN & 1(N) BATH.	$90000.00	APARTMENTS	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/10/2015			4153363278	Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 8	45-X	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	SMENDRIN	(37.7626994170, -122.422774)
Resident	APN 6956014	33 LEO ST		10/28/2014	BP FILED	0			201410280029	LEGALIZE IN LAW UNIT AT 1ST FLOOR PER ORINANCE 43-14	$4000.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/28/2014				Outer Mission		South Central	SUPERVISORIAL DISTRICT 11	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7225544630, -122.437255)
Resident	APN 3521053A	33 NORFOLK ST		04/17/2014	PL FILED	0	2014.0008	The project sponsor proposes to merge Lots 053A and 093 and to replace the existing commercial building and parking lot with a 5-story mixed use building.  The project will have 9 residential units and approximately 1,250 s.f. of commercial space. The pr		ERECT 5-STORY COMMERCIAL & MULTI UNIT RESIDENTIAL	$1500000.00	APARTMENTS	9	9	0	0	0	0	0	0	0	-2900	0	0	0	0	0	0	10/07/2013				South of Market	Western SoMa (EN); South of Market	Mission	SUPERVISORIAL DISTRICT 6	55-X	WMUG	WSOMA MIXED USE-GENERAL	CTOWNES	(37.7711554008, -122.413856)
Visitor	APN 0330004	33 POWELL ST		01/14/2016	CONSTRUCTION	-1			201410017815	UPGRADE THROUGHOUT. REMODEL BASEMENT, GROUND FLOOR LOBBY & MEZZANINE. REMODEL HOTEL ROOMS & INCREASE	$7000000.00	TOURIST HOTEL/MOTEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/01/2014				Downtown/Civic Center	Downtown	Downtown	SUPERVISORIAL DISTRICT 3	80-130-F	C-3-R	DOWNTOWN- RETAIL		(37.7848850006, -122.408149)
Resident	APN 7272043	330 COUNTRY CLUB DR		01/28/2016	BP ISSUED	-1			201501135624	LEGALIZE AS BUILD KITCHEN ON 1ST FLOOR PER PLANS AS 2ND UNIT	$70000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/13/2015				Lakeshore		Ingleside	SUPERVISORIAL DISTRICT 7	40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED		(37.7331369488, -122.495609)
Resident	APN 5524044	3303 FOLSOM ST		12/28/2015	BP ISSUED	-1			201503039806	REMODEL OF UPPER UNIT AT 4TH FL; 3RD FL, 125 SQ FT BACK ADDITION W/ EQUAL SIZE REDUCTION OF DECK, NE	$95000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/03/2015				Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7449714568, -122.413018)
Resident	APN 3146021	331 CAPISTRANO AV		08/06/2014	BP FILED	0			201408063132	LEGALIZE DWELLING UNIT WITHOUT PERMIT PER ORDINANCE NO 43-14. CONVERT LAUNDRY ROOM TO KITCHEN. (N) 1	$6500.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/06/2014				Outer Mission		South Central	SUPERVISORIAL DISTRICT 11	40-X	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY		(37.7261747450, -122.438058)
Resident	APN 2752024	331 COLLINGWOOD ST		10/10/2014	BP FILED	0			201410108695	VERTICAL & HORIZONTAL ADDITION. LEGALIZE (E) 2ND DWELLING.	$180000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/10/2014				Castro/Upper Market		Central	SUPERVISORIAL DISTRICT 8	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7570741100, -122.435437)
CIE	APN 4040026	331 PENNSYLVANIA AV		01/13/2015	PL FILED	0	2014.0231	"New Project Description: Change of Use to School.

Old Project Description: An existing convalescent home is proposed as a new 24 room student housing building.  Two beds per room.  The existing street facade will be restored. Interior renovations only"			$0.00		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/11/2014				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7622714393, -122.393236)
Resident	APN 3569017	3312 17TH ST		02/18/2015	BP FILED	0			201502188620	1. HORIZ ADDITION @1ST STORY COM'L 2. INFILL OF (E) LIGHTWELL @2ND * 3RD STORY 3. (N) ENTRY & EXIT S	$527068.00	APARTMENTS	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/18/2015				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	55-X	NCT-MISSION	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT		(37.7635791096, -122.419977)
Resident	APN 6571012	3314 CESAR CHAVEZ ST		04/14/2015	BP FILED	0	2014-003160PRJ	The proposed project is to demolish the existing 13,793 square foot one-story reinforced concrete industrial building that was constructed circa 1900 in the Modern style. The proposal also includes the construction of a six-story, 65-foot tall mixed use	201504143580	TO ERECT 6 STORIES OF 50 RESIDENTIAL UNITS 4 COMMERCIAL UNITS	$8000000.00	APARTMENTS	50	50	0	0	1740	1740	0	-2500	0	0	0	0	0	0	0	0	04/14/2015				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	65-X	NCT-MISSION	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT		(37.7485212169, -122.416462)
Resident	APN 3590014	3324 19TH ST		02/19/2014	BP FILED	0			201402198846	VERITICAL ADDITION. REMODEL EXISTING UNIMPROVED 1ST & 2ND FL FOR 2 RESIDENTIAL UNITS. REMODEL EXISTING 2ND & 3RD FLOOR APARTMENTS. ADD 4TH, 5TH FL FOR 4 NEW RESIDENTIAL UNITS.	$600000.00	APARTMENTS	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	02/19/2014				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	55-X	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION		(37.7605405642, -122.417664)
Resident	APN 3521022	333 12TH ST		11/12/2015	PL FILED	0	2015-004109PRJ	"The proposed project is to demolish both the existing building and the parking lot and redevelop the site, per the State's Density Bonus law (California Government Code Sections 65915-65918), into an ""affordable-by-design / workforce"" rental housing proj"			$0.00		219	219	18	18	0	0	0	-21630	0	0	0	0	0	0	0	0	04/23/2015	Panoramic Interests		5108831000	South of Market	Western SoMa (EN); South of Market	Mission	SUPERVISORIAL DISTRICT 6	55/65-X	WMUG	WSOMA MIXED USE-GENERAL	RSUCRE	(37.7708182433, -122.414007)
MIPS	APN 7295014	333 EUCALYPTUS DR		03/03/2016	CONSTRUCTION	-1	2015-007618PRJ		201506088339	ERECT 1-STORY, TYPE 5, OFFICE MODULAR STRUCTURE.	$265000.00	OFFICE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/08/2015				Lakeshore		Ingleside	SUPERVISORIAL DISTRICT 7	40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED		(37.7308672885, -122.476576)
Resident	APN 4040025	333 PENNSYLVANIA AV		03/30/2016	CONSTRUCTION	-1	2013.1512	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the construction of a new two-family residence on a vacant lot.	201306129341	ERECT NEW 4-STORY TYPE 5 2-FAMILY RESIDENTIAL BUILDING	$867000.00	2 FAMILY DWELLING	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06/12/2013				Potrero Hill	Showplace Square/Potrero Hill (EN)	South of Market	SUPERVISORIAL DISTRICT 10	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7621003005, -122.393219)
Resident	APN 3594016	3360 20TH ST		10/21/2010	BP APPROVED	-1	2005.0370	Conversion of an automotive garage to six 3-BR, 2-BA units on two floors above garage.	200512200747	TO ERECT 4 STORY 6 DWELLING UNITS	$425000.00	APARTMENTS	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	08/23/2005				Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	45-X	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE		(37.7590266075, -122.416153)
Resident	APN 3608023	3374-3376 21st Street		12/11/2015	BP FILED	0	2016-000196PRJ	ADDITION OF 2 UNITS PER ORDINANCE 30-15. SEISMIC P/A#201508174416. RELOCATE ENTRY DOOR ON 1ST FLOOR & REPLACE W/WINDOW TO MATCH EXISTING.	201512114912	ADDITION OF 2 UNITS PER ORDINANCE 30-15. SEISMIC P/A#201508174416. RELOCATE ENTRY DOOR ON 1ST FLOOR & REPLACE W/WINDOW TO MATCH EXISTING.	$20000.00	APARTMENTS	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12/11/2015		3374-3376 21ST STREET LLC		Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 8	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	SJIMENEZ	(37.7570507352, -122.422742)
Mixres	APN 1008047	3378 SACRAMENTO ST		02/09/2016	BP Filed	0	2016-001075PRJ	To permit the change of use from retail to business or professional services;	201602099198	SITE PERMIT FOR RETAIL SPACE BEING CONVERTED TO PROFESSIONAL SERVICE OFFICES, WHICH HAS SUBMITTED FO	$50000.00	OFFICE	4	0	0	0	2072	-1615	2072	2072	0	0	0	0	0	0	0	0	01/22/2016	Heston Chau Architect		4155678800	Presidio Heights		Richmond	SUPERVISORIAL DISTRICT 2	40-X	NCD-SACRAMENTO	SACRAMENTO STREET NEIGHBORHOOD COMMERCIAL	DLINDSAY	(37.7881354287, -122.448412)
Resident	APN 5744016	339 CRESCENT AV		10/01/2014	BP FILED	0			201410017778	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	$400000.00	1 FAMILY DWELLING	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/01/2014				Bernal Heights		Bernal Heights	SUPERVISORIAL DISTRICT 9	40-X	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY		(37.7351671187, -122.417905)
Resident	APN 7279041	34 COUNTRY CLUB DR		03/03/2016	BP APPROVED	-1			201501276733	LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER  ORDINANCE 43-14.	$7000.00	2 FAMILY DWELLING	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01/27/2015				Lakeshore		Ingleside	SUPERVISORIAL DISTRICT 7	40-X	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED		(37.7298683946, -122.495087)
Resident	APN 3730096	34 LANGTON ST		10/08/2013	BP FILED	-1	2014.0681	Demolition of a 630sf industrial building and construction of a 5-unit 4-story 3,561sf building with 2 parking spaces.	201310088785	TO ERECT 4 STORIES, NO BASEMENT, 5 UNITS APARTMENT, TYPE III-A BUILDING.	$950000.00	APARTMENTS	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10/08/2013				South of Market	Western SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	40-X	RED	SOUTH OF MARKET RESIDENTIAL ENCLAVE	JSPEIRS	(37.7769452965, -122.409444)
Mixed	APN 3521005	340 11TH ST		09/05/2014	PL FILED	0	2014.0836	The project site is comprised of two parcels - 340 111h Street (3521/005) contains an existing 7,714 square-foot office/retail building that has been fire damaged and 350 11th Street (3521/007) is a vacant parcel. The proposal is to demolish the existing			$0.00		0	0	0	0	5500	1913	17850	14263	0	0	0	0	0	0	0	0	09/05/2014	John Goldman	John Goldman	391-1339	South of Market	Western SoMa (EN); South of Market	Mission	SUPERVISORIAL DISTRICT 6	55-X	WMUO	WSOMA MIXED USE-OFFICE		(37.7711742176, -122.413546)
Mixres	APN 3748006	340 FREMONT ST		08/03/2012	BP FILED	-1	2004.0552	Demolition of two existing building and construction of two residential buildings with up to 355 dwelling units, 2,335 GSF, and 336 off-street parking spaces.	201208036505	TO ERECT 40 STORIES, 3 BASEMENT, 345 UNITS OF RESIDENTIAL WITH COMMERCIAL OFFICE, ASSEMBLY, STORAGE & PARKING.	$150000000.00		355	355	0	0	2350	2350	0	0	0	0	0	0	0	0	0	0	09/19/2005	Oyster Development Corp.	Andrew Junius	567-9000	South of Market	Rincon Hill	South of Market	SUPERVISORIAL DISTRICT 6	85/250-R	RH DTR	RINCON HILL DOWNTOWN RESIDENTIAL	JKUGLER	(37.7871196058, -122.393231)
Resident	APN 3576090	3420 18TH ST		10/05/2015	CONSTRUCTION	-1	2012.1572	The proposed project would demolish existing one-story commercial building and construct new five-floor building containing 16 residential units on four floors over ground floor garage containing 8 off-street parking spaces.	201311041054	ERECT NEW 16-UNIT 5-STORY RESIDENTIAL BLDG	$4057051.00		16	16	0	0	0	0	0	0	0	-4500	0	0	0	0	0	0	03/25/2013	David Sternberg	David Sternberg	882-9783 x11	Mission	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	55-X	NCT-MISSION	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	BBENDIX	(37.7620042484, -122.419986)
MED	APN 2381045A	3431 TARAVAL ST		06/10/2015	PL FILED	0	2015-007338PRJ	Conditional Use Application for change of use from a Laundromat to a medical office/ health clinic.			$0.00		0	0	0	0	0	-2500	0	0	0	0	4375	4375	0	0	0	0	06/10/2015				Parkside		Outer Sunset	SUPERVISORIAL DISTRICT 4	40-X	RM-1	RESIDENTIAL- MIXED, LOW DENSITY		(37.7416002732, -122.502997)
MIPS	APN 5203083	3433 03RD ST		04/08/2016	PL FILED	0	2009.0065	Construction of an approximately 50,000sf 5-story office building with ground floor retail, assembly space and 34 parking spaces			$0.00		0	0	0	0	18511	18511	30717	30717	0	0	0	0	0	0	0	0	01/27/2009				Bayview	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	65-J	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	KDURANDE	(37.7455457506, -122.386581)
Resident	APN 0465A022	3436 SCOTT ST		11/15/2011	BP FILED	0			201111158893	ADDITION OF AN APT UNIT TO THE EXISTING FIRST FLOOR GARAGE AREA WITH A REAR ADDTION. EXPANSION OF RE	$50000.00	APARTMENTS	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/15/2011				Marina		Marina	SUPERVISORIAL DISTRICT 2	40-X	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY		(37.8016975890, -122.441193)
