PROJECT_TYPE	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	PLN_CASENO	PLN_DESC	PROPUSE	BP_APPLNO	BP_DESC	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	APPLICANT	CONTACT	CONTACTPH	COST	FirstFiled	PLANNER	APN	PLAN_AREA	PLN_DISTRICT	SUPE_DISTRICT	ZONING_SIM	ZONING_DISTRICT	ZONING_GEN	NEIGHBORHOOD	HEIGHT_DISTRICT	Location
Retail/Ent	300 04TH ST		CONSTRUCTION	07/19/2016	1	2015-002949PRJ	CHANGE OF USE. CORE SHELL TO REMAIN - INTERIOR TENANT IMPROVEMENTS. THE FACILITY WILL BECOME A PERSONAL SERVICE - TUTORING. AND ONLY INTERNAL WALLS WILL BE MOVED TO ACCOMODATE THE NEW FUNCTION. MAHER ORD NOT REQ'D.	WAREHOUSE,NO FRNITUR	201503029730	CHANGE OF USE FROM A B TO E OCCUPANCY. CORE SHELL TO REMAIN - INTERIOR TENANT IMPROVEMENTS. THE FACILITY WILL BECOME A PERSONAL SERVICE - TUTORING. AND ONLY INTERNAL WALLS WILL BE MOVED TO ACCOMODATE THE NEW FUNCTION. MAHER ORD NOT REQ'D.	0	0	0	0			16622	0	0	-16622	0	0	0	0	0	0	16622	16622	0	0		THE SOCIETY OF CALIFORNIA PION		$750000.00	03/02/2015	EOROPEZA	APN 3752001	Central SoMa; East SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	MUR	MIXED USE-RESIDENTIAL	Mixed Use	South of Market	85-X	(37.78174143300, -122.40119589300)
Resident	300 ARBALLO DR	PARKMERCED, PHASE I	BP FILED	10/23/2015	1	2014	Phase 1 is comprised of four development subphases: Subphase A through Subphase D. The parcels subject to Phase 1 are shown by subphase on the attached Existing Phase 1 Site Plan diagram and further described by block number and area on page 4 of this ap	APARTMENTS	201510230639	TO ERECT 8 STORIES, NO BASEMENT, 89 UNITS RESIDENTIAL BUILDING.	89	89	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$21808420.00	09/08/2014	FLORESVE	APN 7308001	Parkmerced	Ingleside	SUPERVISORIAL DISTRICT 7	PM-R	PARKMERCED-RESIDENTIAL	Residential	Lakeshore	45-PM	(37.72050478190, -122.48387500900)
MIPS	300 CALIFORNIA ST		BP ISSUED	08/02/2016	1	2012	Vertical addition of 4 floors of office to an existing 8 story office building.  The existing rooftop penthouse will be removed.  Existing basement parking and ground-floor retail uses would remain.  Publicly accessible open space would be provided at a	OFFICE	201607253204	#500 & #600 - T.I. INCLUDING FURNITURE, FLOORING, DOORS, FRAME & DECORATIVE LIGHTING. N/A ORDINANCE #155-13	0	0	0	0			173646	56459	0	0	0	0	162246	56459	0	0	11400	0	0	0	Tracy Zill			$900000.00	05/07/2012	AA CONV	APN 0238002	Downtown	Downtown	SUPERVISORIAL DISTRICT 3	C-3-O	DOWNTOWN- OFFICE	Commercial	Financial District	400-S	(37.79344654100, -122.40034367500)
Mixed	300 GRANT AV	272 - 290 SUTTER ST	PL FILED	10/23/2015	0	2015-000878PRJ	Demo existing non-historic buildings at 272 Sutter and 290 Sutter.  Construct new building with basement plus six stories. Offices on floors three (3) - six (6) with retail on the first floor.				0	0	0	0			63430	16990	0	0	0	0	35880	35880	0	0	27550	-18890	0	0				$0.00	09/02/2015	LYEGAZU	APN 0287014	Downtown	Downtown	SUPERVISORIAL DISTRICT 3	C-3-R	DOWNTOWN- RETAIL	Commercial	Financial District	80-130-F	(37.78991387810, -122.40523289400)
Resident	300 OCTAVIA ST (BP SET 2 OF 2)	350 / 360 / 370 / 380 OCTAVIA ST	PL APPROVED	06/23/2016	1	2014-002330PRJ	The proposed project includes construction of two 5-story, approximately 55-foot-tall building with  a combined 24 residential units over ground floor commercial uses with bicycle parking.	APARTMENTS	200810013162	TO ERECT 16 DWELLING UNITS WITH 5 STORIES NEW BLDG(CONDO AND RETAIL)	12	12	2	2			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$3250000.00	02/25/2015	CGROB	APN 0832026	Market and Octavia	Western Addition	SUPERVISORIAL DISTRICT 5	NCT	HAYES NCT	Mixed Use	Western Addition		(37.77551846600, -122.42412424900)
Mixres	301 06TH ST	999 FOLSOM ST	PL APPROVED	06/02/2015	1	2013	The proposed project would demolish a former gas station now car detailing structure to erect a 7-story plus basement mixed use building.  Basement level would have 46 off-street parking.  Ground level: commercial space and residential units.  Floors 2 t				84	84	0	0			4700	3700	0	0	0	0	0	0	0	0	4700	3700	0	0	Bruce Bau	Bruce Bau	397-7416	$3000000.00	04/26/2013	TBLOMGRE	APN 3753122	Central SoMa; East SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	MUR	MIXED USE-RESIDENTIAL	Mixed Use	South of Market	85-X	(37.77844191260, -122.40508642200)
Mixres	301 25TH AV		PL FILED	06/17/2015	0	2014.0952PRJ	Demolish existing structures.  Subdivide into 3 parcels.  Lot 1:  4-story building with retail and parking at ground floor; residential and open space at floors 2, 3 & 4.  Lots 2 & 3:  4-story building with parking and open space at ground floor and resi				9	9	0	0			24718	23696	0	0	0	0	0	0	24718	23696	0	0	0	0	Double AA Corp.	Wisfe Aish	650-589-7722	$0.00	04/09/2015	SLAI	APN 1408001		Richmond	SUPERVISORIAL DISTRICT 1	NC-1	NEIGHBORHOOD COMMERCIAL, CLUSTER	Mixed Use	Outer Richmond	40-X	(37.78362465030, -122.48526077600)
Resident	301 UPPER TR		BP FILED	03/20/2015	0			1 FAMILY DWELLING	201503201416	(FRONT BLDG) ERECT 4-STORY, 1 BASEMENT, TYPE 5A, SINGLE FAMILY DWELLING UNIT BLDG.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$2000000.00	03/20/2015	EJACKSON	APN 2628035		Buena Vista	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Castro/Upper Market	40-X	(37.76210210180, -122.44558659200)
Resident	3015 SAN BRUNO AV		BP FILED	07/28/2016	0			RETAIL SALES	201607283597	TENANT IMPROVEMENTS FOR CONVERT (E) OFFICE/COMMERCIAL SPACE TO A MEDICAL CANNABIS DESPENSARY (MCD).	1	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$60000.00	07/28/2016		APN 5467016		South Central	SUPERVISORIAL DISTRICT 9	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	Mixed Use	Visitacion Valley	40-X	(37.72356412030, -122.40166785600)
Mixres	302 SILVER AV	JEWISH HOME OF SAN FRANCISCO	PL APPROVED	03/15/2016	1	2011	Project includes the demolition of the Main/ West/ Infirmary Building, approximately 50,600 square feet, and the new construction of two buildings (1A and 1B), totaling approximately 264,984 square feet, which would house up to 210 Residential Care Facil	APARTMENTS	201603152080	CONTRUCT (N) RESIDENTIAL CARE FOR THE ELDERLY	198	198	0	0			572000	275875	561109	264984	0	0	6291	6291	0	0	4600	4600	0	0				$67000000.00	11/16/2011	TCHANG	APN 5952002		South Central	SUPERVISORIAL DISTRICT 11	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Excelsior	50/65/80-X	(37.72778011110, -122.43056854100)
Resident	3020 LAGUNA ST		CONSTRUCTION	02/27/2013	1	2010	New contruction of 4-story, 2-unit building.	2 FAMILY DWELLING	201009271661	TO ERECT 4 STORIES, 2 UNITS RESIDENTIAL BUILDING.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amir Mortazavi	Amir Mortazavi	650-400-9432	$785316.00	09/27/2010	MWEINTRA	APN 0519029		Marina	SUPERVISORIAL DISTRICT 2	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Marina	40-X	(37.79919136610, -122.43062773000)
Resident	3025 CESAR CHAVEZ ST		BP FILED	11/13/2015	0			2 FAMILY DWELLING	201511132603	"EXCAVATE GROUND FLOOR: INSTALL 2ND UNIT (2 BEDS  AND 1 BATH) REPLACE REAR DECK. EXTEND HOME HORIZONTALLY IN REAR BY LESS THAN 10'-0"""	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$65000.00	11/13/2015		APN 5505020		Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Bernal Heights	40-X	(37.74807494150, -122.41011578100)
Resident	3027 FILLMORE ST		BP FILED	04/12/2016	0	2016-004870PRL	change use from office use to retail space for a small clothing boutique.	RETAIL SALES	201604124551	CHANGE OF USE: OFFICE USE TO RETAIL SPACE FOR A SMALL CLOTHING BOUTIQUE.  MAHER NA	1	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1.00	04/12/2016	ATAEB	APN 0534007		Marina	SUPERVISORIAL DISTRICT 2	NCD	UNION STREET NEIGHBORHOOD COMMERCIAL	Mixed Use	Marina	40-X	(37.79741941050, -122.43585235600)
Resident	3040 24TH ST		BP FILED	12/17/2013	0			1 FAMILY DWELLING	201312174396	TO ERECT 3-STORIES, NO BASEMENT, MIXED-USE NEW BUILDING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$807346.00	12/17/2013	CTOWNES	APN 3640079	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	NCT	24TH-MISSION NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	Mission	45-X	(37.75276528630, -122.41277459200)
Resident	31 PASADENA ST		BP FILED	03/08/2016	0			2 FAMILY DWELLING	201603081447	DEVELOPMENT OF 1ST (GROUND) FLOOR ROOMS, LEGALIZE EXISTING ROOMS, TO COMPLY WITH NOV 201587151.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$5000.00	03/08/2016	CLARKECO	APN 6321012		South Central	SUPERVISORIAL DISTRICT 10	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Visitacion Valley	40-X	(37.70908692910, -122.41848628400)
Resident	31 URANUS TR		BP ISSUED	01/06/2014	1			2 FAMILY DWELLING	201208298556	REVISION TO PA#2009/08/21/5271. CONVERT (E) 4 STORY S.F.R TO (2) 2 STORY RES'D, CONSTRUCT 1 HR. CORRIDOR THRU GARAGE TO STREET @ 3RD FL, REPLACE INTERIOR  STAIRWAY FROM 2ND FL. TO 3RD FL, INSTALL (N)  KITCHEN @ 2ND FLR, REPLACE WINDOW @ 3RD FL STUDY W/(N	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$20000.00	08/29/2012	TWANG	APN 2654031		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Castro/Upper Market	40-X	(37.76141469990, -122.44523900300)
Resident	311 28TH ST		BP FILED	09/06/2016	0			1 FAMILY DWELLING	201609066885	ERECT TYPE V, 4 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$750000.00	09/06/2016		APN 6613048		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Noe Valley	40-X	(37.74488185810, -122.42964674700)
Mixres	311 GROVE ST		PL APPROVED	02/24/2016	1	2014	Construction of a new 8 unit multi-family residential structure spanning the length of the site from Grove to Ivy Street.  The project will include one-level of subterranean vehicle and bicycle parking.	APARTMENTS	201502269406	CONSTRUCT (N) 5-STORY MULTI-FAMILY RESIDENTIAL.	8	8	0	0			2525	2525	0	0	0	0	0	0	0	0	2525	2525	0	0	Jacqueline Braver	Jacqueline Braver	378-7566	$3200000.00	09/23/2014	MBOURDRE	APN 0809020	Market and Octavia	Western Addition	SUPERVISORIAL DISTRICT 5	NCT	HAYES NCT	Mixed Use	Downtown/Civic Center	50-X	(37.77770084620, -122.42200806600)
Resident	3110 CLAY ST		BP FILED	04/06/2016	0	2016-005320PRJ	ADDITION OF (1)(N) UNIT @ GROUND FL FOR TOTAL OF 8 UNITS; (N) UNIT TO BE 2-BEDROOM/1-BATH; (N) GROUND FL UNIT PROPOSED PER ORD 30-15, REFER TO PA#201509248028 PER SOFT STORY RETROFIT PER SFBC CHAPTER 34B, 2012 IEBC A-4; NFPA 13R SPRINKLER SYSTEM @ UNIT &	APARTMENTS	201604064141	ADDITION OF (1)(N) UNIT @ GROUND FL FOR TOTAL OF 8 UNITS; (N) UNIT TO BE 2-BEDROOM/1-BATH; (N) GROUND FL UNIT PROPOSED PER ORD 30-15, REFER TO PA#201509248028 PER SOFT STORY RETROFIT PER SFBC CHAPTER 34B, 2012 IEBC A-4; NFPA 13R SPRINKLER SYSTEM @ UNIT &	8	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		SFCLAY PROPERTIES LLC		$45000.00	04/06/2016	ESAMONSK	APN 0999008		Marina	SUPERVISORIAL DISTRICT 2	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Pacific Heights	40-X	(37.78965784580, -122.44443914200)
Resident	312 BAKER ST		BP FILED	01/08/2016	0	2016-000595PRJ	PER ORDINANCE NO 30-15, CONST 4 NEW DWELLING UNITS IN BASEMENT INCLUDING NEW REAR EXTERIOR PATIO, INTERIOR PATITIONS, FLOOR, CEILING, ELECT & PLUMB WORK. 2 NEW WINDOWS WILL BE ADDEDTO FRONT FACADE; 2 WINDOWS AND 2 DOORS TO REAR FACADE, A SOFT STORY SEISM	APARTMENTS	201601086676	PER ORDINANCE NO 30-15, CONST 4 NEW DWELLING UNITS IN BASEMENT INCLUDING NEW REAR EXTERIOR PATIO, INTERIOR PATITIONS, FLOOR, CEILING, ELECT & PLUMB WORK. 2 NEW WINDOWS WILL BE ADDEDTO FRONT FACADE; 2 WINDOWS AND 2 DOORS TO REAR FACADE, A SOFT STORY SEISM	16	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$727560.00	01/08/2016	SAMONSKY	APN 1205021		Western Addition	SUPERVISORIAL DISTRICT 5	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	Haight Ashbury	40-X	(37.77397573750, -122.44064025300)
Resident	3123 FOLSOM ST		BP ISSUED	12/23/2015	1	2014	Demolish existing one-story garage and construct a 3-story building with two residences and four parking spaces . Variance request to the parking requirement of Bernal Heights SUD.	2 FAMILY DWELLING	201407302522	TO ERECT 3 STORIES, NO BASEMENT, 2 FAMILY DWELLING, TYPE V CONSTRUCTION.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Karl Lee	Jeremy  Schaub	682-8060x103	$600000.00	07/17/2014	JSPEIRS	APN 5503018		Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Bernal Heights	40-X	(37.74791144440, -122.41332594700)
Resident	3125 LINCOLN WY		BP APPROVED	11/17/2015	1			2 FAMILY DWELLING	201411060898	"LEGALIZATION OF (E) UNAUTHORIZED ""IN LAW"" DWELLING UNIT AT 1/F. UNIT LEGALIZATION ORDINANCE 43-14."	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$122536.00	11/06/2014	NFOSTER	APN 1718046		Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	Residential	Outer Sunset	40-X	(37.76455872550, -122.49165418900)
Resident	3131 QUINTARA ST		BP FILED	06/30/2015	0			2 FAMILY DWELLING	201506300382	UNIT LEGALIZATION FROM SINGLE FAMILY TO TWO FAMILY DWELLING PE ORDINANCE 43-14	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$19700.00	06/30/2015	CLARKECO	APN 2177054		Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Outer Sunset	40-X	(37.74738117500, -122.49914512200)
Resident	315 SOUTH VAN NESS AV		PL APPROVED	03/10/2016	1	2015-002330PRJ	Add 3 stories of residences on top west third of (E) building. Floor 1: (N) foundation, lateral reinforcement, stairwell to new units. Floor 2: units 1, 1 bedroom, 1 bath; unit 2: 1 bedroom, 1 bath. Floor 3-4: unit 3: 3 bedrooms, 2 baths, and Unit 4: 2 b	APARTMENTS	201407181625	ADD 3 STORIES OF RESIDENCES ON TOP WEST THIRD OF (E) BLDG. SEE TABLE OF AREAS A-0.02. FLOOR 1: (N) FOUNDATION, LATERAL REINFORCEMENT, STAIRWELL TO NEW UNITS. FLOOR 2: UNIT 1, 1 BEDROOM, 1 BATH 473 SF. UNIT 2: 1 BEDRM, 1 BATH 786 SF. FLOOR 3-4: UNIT 3, 3	4	4	0	0			4181	-198	0	0	0	0	0	0	4181	-198	0	0	0	0				$380000.00	07/18/2014	EJARDINE	APN 3549041	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	UMU	URBAN MIXED USE	Mixed Use	Mission	58-X	(37.76812058670, -122.41746006700)
Mixres	3178 MISSION ST		PL FILED	10/13/2015	0	2015-010245PRJ	Proposed demolition and construction of (N) 5-story, 50' tall building on the western portion of the lot. Four dwelling units on floors 2-5 with commercial space on ground floor. Alteration of (E) Victorian on eastern portion of lot. Proposed 3rd floor a				7	4	0	0			1813	-745	0	0	0	0	0	0	0	0	1813	-745	0	0				$0.00	08/10/2015	JBANALES	APN 6574013		Bernal Heights	SUPERVISORIAL DISTRICT 9	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	Mixed Use	Bernal Heights	50-X	(37.74640203060, -122.41977447900)
Resident	3179 CESAR CHAVEZ ST		BP FILED	04/04/2016	0			2 FAMILY DWELLING	201604043856	CONVERT SINGLE-FAMILY TO 2-FAMILY DWELLING; HORIZONTAL ADDITION INTO REARYARD, COMPLETE IMTERIOR REMODEL, ADDITION OF 3-CAR GARAGE & BICYLE PARKING, PARTIAL REMOVAL OF ROOF, (N) NFPA13R FIRE-SPRINKLERS (UNDER SEPARATE PERMIT).	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$661814.00	04/04/2016		APN 5503022		Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Bernal Heights	40-X	(37.74787106690, -122.41310530400)
Resident	318 30TH AV		BP FILED	12/31/2015	0			2 FAMILY DWELLING	201512316214	TO ERECT 4 STORIES, 1 BASEMENT, 2 FAMILY DWELLING.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$800000.00	12/31/2015	MAYCHRIS	APN 1404041		Richmond	SUPERVISORIAL DISTRICT 1	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Outer Richmond	40-X	(37.78323726650, -122.49000836800)
Resident	3198 MARKET ST		BP ISSUED	02/22/2016	1	2014	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the construction of a new two unit residential building on a vacant property.	2 FAMILY DWELLING	201407221872	CONSTRUCT NEW 3-STORIES, NO BASEMENT, 2-UNIT RESIDENTIAL BUILDING.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rochmar Family LLC	Davida Rochlin Fred Marcus	310-923-1191	$472000.00	06/06/2014	MBOUDREA	APN 2659052		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Castro/Upper Market	40-X	(37.75953877520, -122.44509048800)
Mixres	32 HERON ST		BP FILED	02/01/2016	1	2015-013502PRJ	Change of use from Office to Residential (second floor) and Arts Activity (ground floor) including a roof deck and a rear courtyard.  The project also proposes a small Limited Restaurant retail kiosk selling coffee and related items at the street frontag	1 FAMILY DWELLING	201602018541	CHANGE OF USE. VERTICAL ADDITION: 3RD STORY ADDITION TO 2 STORY BLDG., CHANGE OF USE FROM OFFICE/STORAGE TO ART STUDIO. 2ND FLR APTS. W/ 3RD FLR DECK, BATHROOM, KITCHEN.	1	1	0	0			67	-2120	0	0	0	0	0	-2187	0	0	67	67	0	0	Gary Bell + Associates		4153770425	$285000.00	10/08/2015	DVU	APN 3755049	Western SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	WMUG	WSOMA MIXED USE-GENERAL	Mixed Use	South of Market	55-X	(37.77456647360, -122.40887286300)
PDR	320 - 400 PAUL AV		BP ISSUED	10/20/2015	1	2011	To construct a 2-story, 171,000 sq. ft. data center as well as renovation of the 12,560 sq. ft. existing building at 320 Paul Avenue. The project will require demolition of 350 Paul and 400 Paul Avenue, both are vacant warehouses. The owners had previous	PHONE XCHNGE/EQUIP	201411171675	"TO ERECT 2 STORIES, NO BASEMENT, DATA CENTER BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED"	0	0	0	0			242330	91200	0	0	0	0	0	0	242330	91200	0	0	0	0	The Camba	The Camba	925-933-1	$39567908.00	04/20/2011	BWYCKO	APN 5431A014	Bayview Hunters Point	South Bayshore	SUPERVISORIAL DISTRICT 10	PDR-2	PDR PRODUCTION, DISTRIBUTION, AND REPAIR	Industrial	Bayview	65-J	(37.72484985500, -122.39867949100)
Resident	322 29TH AV		CONSTRUCTION	05/10/2013	1			2 FAMILY DWELLING	201106238762	CONVERT SINGLE DWELLING UNIT INTO 2 UNITS RESIDENTIAL W/ ADDITION TO REAR OF BUILDING INCLUDING NEW WALK-IN-CLOSET, MASTER BEDROOM & BATHROOMS.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$418500.00	06/23/2011	EWATTY	APN 1405045		Richmond	SUPERVISORIAL DISTRICT 1	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Outer Richmond	40-X	(37.78321937840, -122.48892683400)
Resident	322 COLERIDGE ST		CONSTRUCTION	06/10/2016	1			APARTMENTS	201412053178	LEGALIZE ILLEGAL UNIT AT GARAGE LEVEL PER ORDINANCE 43-14.	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$40000.00	12/05/2014	NKWIATKO	APN 5673003		Bernal Heights	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Bernal Heights	40-X	(37.74158162170, -122.42134386600)
Resident	3221 BALBOA ST		BP FILED	02/01/2016	0	2016-001658PRJ	LEGALIZE (E) ILLEGAL UNIT @ GROUND FL. APPROX 600 SQ FT TO COMPLY WITH NOV 201540571.	APARTMENTS	201602018545	LEGALIZAE (E) ILLEGAL UNIT @ GROUND FL. APPROX 600 SQ FT TO COMPLY WITH NOV 201540571.	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$25000.00	02/01/2016	ALEXANDE	APN 1611001F		Richmond	SUPERVISORIAL DISTRICT 1	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	Mixed Use	Outer Richmond	40-X	(37.77564299480, -122.49346420300)
CIE	3225 LINCOLN WY		PL FILED	05/20/2015	0	2015-006327PRJ	Change of use from residential to religious.				0	0	0	0			2450	2450	2450	2450	0	0	0	0	0	0	0	0	0	0		NAGARA DHAMMA TEMPLE INC THE	4156656576	$0.00	05/20/2015	TKENNEDY	APN 1717048		Outer Sunset	SUPERVISORIAL DISTRICT 4	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Outer Sunset	40-X	(37.76449748800, -122.49272523100)
Mixres	3249 17TH ST		CONSTRUCTION	05/04/2016	1	2005	Project would require a rezoning from RH-2 to NC-3. Proposed project construct a three-story addition to the existing one building on the project site. The new building would be four-story, 50-feet in height consisting of 1,996 sq. ft. ground floor resta	APARTMENTS	201003248891	CHANGE OF OCCUPANCY FROM R3 TO R2 & A2. SITE PERMIT-REMODEL OF (E) 1 STORY STRUCTURE. ALTERED BUILDING WILL CONTAIN 4 STORIES, CONSISTING OF 3 RESIDENTIAL UNITS ABOVE & GROUND LEVEL RESTAURANT.	3	2	0	0			1996	1996	0	0	0	0	0	0	0	0	1996	1996	0	0	Amadeo  Gonzales	Patricia  Solis	415-541-0288	$906337.00	12/15/2005	DSANCHEZ	APN 3575063	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	RTO-M	RESIDENTIAL TRANSIT ORIENTED- MISSION	Residential	Mission	55-X	(37.76327904760, -122.41826440300)
Resident	325 29TH AV		BP REINSTATED	12/14/2015	1	2015-008674PRJ	Proposed demolition of existing 1-story dwelling and construction of a new 4-story, 2-unit residential building.	2 FAMILY DWELLING	201512044244	TO ERECT 4 STORIES, NO BASEMENT, 2 UNITS RESIDENTIAL BUILDING.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$500000.00	12/04/2015	MAYCHRIS	APN 1404006		Richmond	SUPERVISORIAL DISTRICT 1	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Outer Richmond	40-X	(37.78318483750, -122.48958560400)
Resident	325 ARLINGTON ST		BP ISSUED	07/12/2016	1			2 FAMILY DWELLING	201511233310	NEW 80 SF REAR YARD DECK @ 2ND STORY W/ PRE-FAB MTL STAIR TO YARD. FIRE-RATED PROPERTY WALL. NEW 2ND UNIT IN RH-2 DISTRICT @ 1ST STORY. ADD NEW KITCHEN @ 1ST STORY UNIT.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$20000.00	11/23/2015	JIMENEZS	APN 6693006		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Glen Park	40-X	(37.73629685090, -122.42742746900)
Resident	325 BOWDOIN ST		BP FILED	06/13/2016	0	2007	The project proposal is to subdivide the existing corner lot into two new lots.  Requires variance.  Demo of existing garage structure and new construction of a single family home.	1 FAMILY DWELLING	201606139801	ERECT 3-STORY, TYPE 5-B, SINGLE FAMILY DWELLING BUILDING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$280000.00	06/13/2016	LEWISVIC	APN 5884026		South Central	SUPERVISORIAL DISTRICT 9	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	Residential	Excelsior	40-X	(37.73062039820, -122.41259228100)
Resident	325 CLIPPER ST		BP ISSUED	12/18/2015	1			APARTMENTS	201504022624	LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT.	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$72335.00	04/02/2015	NKWIATKO	APN 6554037		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Noe Valley	40-X	(37.74874681930, -122.43226266700)
Resident	325 FREMONT ST		BP FILED	05/06/2016	1	2012	The proposed project would construct a 250-foot tall residential tower , containing 119 dwelling units and 61 off-street parking spaces.  The current planning is for resident parking below grade; lobby, bike parking and handicap parking at street level;	APARTMENTS	201605046495	TO ERECT 26 STORIES, 3 BASEMENT, 118 RESIDENTIAL UNITS WITH MIX USE TYPE 1 CONSTRUCTION.	119	119	0	0	Fee Payment		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Steve Vettel	Steve Vettel	268-6171	$28000000.00	08/06/2012	RSUCRE	APN 3747012	Rincon Hill	South of Market	SUPERVISORIAL DISTRICT 6	RH DTR	RINCON HILL DOWNTOWN RESIDENTIAL	Residential	South of Market	85/250-R	(37.78777143630, -122.39294660200)
