PROJECT_TYPE	BLKLOT	NAMEADDR	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	CASENO	DESCRIPT	DBIDESC	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	RESTAURANT	RESTAURANTNET	VISIT_EXIST	VISIT	VISITNET	HOTEL_ROOM_EXIST	HOTEL_ROOM_PROP	HOTEL_ROOM_NET	PLANNER	SPONSOR	CONTACT	CONTACTPH	NEIGHBORHOOD	ZONING_SIM	ZONING_GEN	ZONING_DISTRICT	supervisor	PLAN_DISTRICT	PLAN_AREA	Location 1
Resident	6204060	135 ALPHA ST	No	BP FILED	02/17/2017 12:00:00 AM	2	1						2017-002320PRJ	COMPLY WITH NOV# 201580601. LEGALIZATION OF DWELLING UNIT PER ORDINANCE# 43-14. 2 BEDROOM & 2 BATHS.	COMPLY WITH NOV# 201580601. LEGALIZATION OF DWELLING UNIT PER ORDINANCE# 43-14. 2 BEDROOM & 2 BATHS.	0	0																	0							JIMENEZS	MARTIN FAMILY TRUST TRUST	MARTIN FAMILY TRUST		Visitacion Valley	RH-1	Residential	RH-1	10	12 - South Central		(37.7140922546, -122.4039077759)
Resident	4788020A	1351 REVERE AV	No	BP FILED	12/15/2015 12:00:00 AM	3	1						2016-000316PRJ	REVISE APPLN #201507010461 LEGALIZE (E) KITCHEN ON THE ROUND FL TO LEGALIZE ILLEGAL UNITS PER PLAN. COMPLY W/ NOV #201553041, #201569651, #201553052 PER ORD 43-14.	REVISE APPLN #201507010461 LEGALIZE (E) KITCHEN ON THE ROUND FL TO LEGALIZE ILLEGAL UNITS PER PLAN. COMPLY W/ NOV #201553041, #201569651, #201553052 PER ORD 43-14.	0	0	0			0			0			0			0				0	0						SAMONSKY	WU XIAOQI 	WU XIAOQI		Bayview	RH-2	Residential	RH-2	10	10 - South Bayshore	Bayview Hunters Point	(37.7288398743, -122.3857192993)
Resident	0187036	1355 JACKSON ST	Yes	BP FILED	08/06/2015 12:00:00 AM	3	1						2015-010888PRJ	LEGALIZE EXISTING MANAGER UNIT PER SF ORDINANCE #43-14, BRING INTO COMPLIANCE PER EQUIVALENCIES ALLOWED UNDER ORDINANCE, PROVIDE 1 HOUR RATED PARTITION AT EXTERIOR WALLS LESS THAN 5' FROM PROPERTY LINE & AT CEILING, ADD R-13 INSULATION @ EXTERIOR WALLS & 	LEGALIZE EXISTING MANAGER UNIT PER SF ORDINANCE #43-14, BRING INTO COMPLIANCE PER EQUIVALENCIES ALLOWED UNDER ORDINANCE, PROVIDE 1 HOUR RATED PARTITION AT EXTERIOR WALLS LESS THAN 5' FROM PROPERTY LINE & AT CEILING, ADD R-13 INSULATION @ EXTERIOR WALLS & 	0	0	0			0			0			0			0				0	0						JIMENEZS		DISCOVERY TRUST		Nob Hill	RM-3	Residential	RM-3	3	3 - Northeast		(37.7943954468, -122.4171905518)
Mixres	3775063	136 SOUTH PARK ST	Yes	BP ISSUED	06/19/2015 03:37:00 PM	1	1						2005.0418	Demolition of one-story light industrial building and construction of 3-story building--two floors of commercial space with residential unit above.	ERECT 3-STORY WITH 1 BASEMENT BUILDING. COMMERCIAL SPACE @ GROUND FLOOR WITH MEZZANINE ABOVE; OFFICE/STORAGE @ 2ND FLOOR; AND SINGLE FAMILY DWELLING UNIT @ 3RD FLOOR.	3861	2431	0			0			0	3861	3861	0	0	-1430	0					0						WHASTIE	Curtis Hollenbeck	Curtis Hollenbeck	415-544-9883	South of Market	SPD	Mixed Use	SPD	6	9 - South of Market	East SoMa (EN); Central SoMa	(37.7814979553, -122.3946762085)
Resident	1763027	1366 09TH AV	Yes	BP ISSUED	01/08/2016 02:06:00 PM	2	1								"LEGALIZE (E) UNIT & KITCHEN PER ORD-43-14. ADD TWO LAYERS OF TYPE ""X"" GYPSUM BOARD TO CEILING BELOW UNIT."	0	0	0			0			0			0			0				0	0						NKWIATKO				Inner Sunset	NCD	Mixed Use	NCD-INNER SUNSET	5	14 - Inner Sunset		(37.7628135681, -122.4658966064)
Resident	0155021	1370 PACIFIC AV	Yes	BP ISSUED	11/28/2016 02:28:00 PM	1	1						2013.0884	Demo existing structure and construct new mixed-use, commercial/residential building with parking.	TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY WITH BUSINESS.	0	252	0			0			0			0			0	0	252			0						NFOSTER				Nob Hill	NCD	Mixed Use	NCD-PACIFIC	3	3 - Northeast		(37.7956809998, -122.4177627563)
Mixres	5237013	1375 EVANS AV	Yes	BP ISSUED	10/05/2015 03:08:00 PM	1	1								ERECT 2-STORY, TYPE 5, WORKSHOP COMMERCIAL AND 1 DWELLING UNIT BUILDING. N/A FOR MAHER ORDINANCE NO. 155-13.	0	0	0			0			0			0			0				0	0						JSPEIRS				Bayview	PDR-2	Industrial	PDR-2	10	10 - South Bayshore	India Basin Industrial Park; Bayview Hunters Point	(37.7404098511, -122.3844528198)
Resident	4260014	1379 KANSAS ST	Yes	BP APPROVED	04/24/2017 08:36:00 AM	2	1						2016-008251PRJ	EXCAVATE (E) GROUND FL TO CONVERT GRD FLR STORAGE TO HABITABLE STUDIO VERTICAL & HORIZONTAL ADDITION TO ENLARGE (E) KITCHEN & BEDROOM. REMODEL BATH, RELOCATE (E) ENTRY STAIRS & EXCAVATE FOR OFF STREET BIKE STORAGE.	EXCAVATE (E) GROUND FL TO CONVERT GRD FLR STORAGE TO HABITABLE STUDIO VERTICAL & HORIZONTAL ADDITION TO ENLARGE (E) KITCHEN & BEDROOM. REMODEL BATH, RELOCATE (E) ENTRY STAIRS & EXCAVATE FOR OFF STREET BIKE STORAGE.	0	0	0			0			0			0			0				0	0						SIROISDA	OLSON JOHN H OLSON	OLSON JOHN H		Potrero Hill	RH-2	Residential	RH-2	10	9 - South of Market	Showplace Square/Potrero Hill (EN)	(37.7522392273, -122.4020690918)
Resident	2618018	138 LOWER TR	No	BP FILED	10/20/2016 12:00:00 AM	3	1						2016-014942PRJ	ADD UNIT PER ORDINANC NO.162-16. BLDG OUT AN ADU WITH IN THE (E) 1ST FLR STORAGE AREA. NO EXPANSION OF BLDG ENVELOPE. ADE INCLUDESS 1 BEDROOM, 1 BATHROOM, KITCHEN & LIVING RM. 2 (E) WATER HEATER AND FAUS FOR UPPER UNITS TO BE RELOCATED/REPLACED. (N) WH & 	ADD UNIT PER ORDINANC NO.162-16. BLDG OUT AN ADU WITH IN THE (E) 1ST FLR STORAGE AREA. NO EXPANSION OF BLDG ENVELOPE. ADE INCLUDESS 1 BEDROOM, 1 BATHROOM, KITCHEN & LIVING RM. 2 (E) WATER HEATER AND FAUS FOR UPPER UNITS TO BE RELOCATED/REPLACED. (N) WH & 	0	0																	0							ADINASEE	Kelly Melendez		4153054959	Castro/Upper Market	RH-2	Residential	RH-2	8	6 - Buena Vista		(37.7634658813, -122.4421920776)
Resident	1776009R	1389 21ST AV	No	BP FILED	03/23/2017 12:00:00 AM	3	1						2017-004353PRJ	ADU UNIT PER ORDINANCE NO 162-16. INSTALL (N) KITCHEN IN (E) LIVING ROOM ON GROUND FLOOR CONVERT (E) LIVING SPACE ON GROUND FLOOR INTO.	ADU UNIT PER ORDINANCE NO 162-16. INSTALL (N) KITCHEN IN (E)  LIVING ROOM ON GROUND FLOOR CONVERT (E) LIVING SPACE ON GROUND FLOOR INTO.	0	0																	0								James Li		4158100188	Outer Sunset	RH-3	Residential	RH-3	4	15 - Outer Sunset		(37.7618484497, -122.4793930054)
Resident	7279010	139 LAKESHORE DR	No	BP Filed	06/26/2017 12:00:00 AM	2	1		0						ADU ADDITION IN GROUND FLOOR OF (E) HOUSE PER STATE LAW. NO CHANGES TO (E) EXTERIOR FACADE & NO ADDE	0	0			0			0			0			0			0		0			0								Lakeshore	RH-1(D)	Residential	RH-1(D)	7	13 - Ingleside		(37.7295570374, -122.4952392578)
Resident	5879040	139 SWEENY ST	No	BP FILED	04/22/2015 12:00:00 AM	2	1								COMPLY W/ COMPLAINT #201051068, 201401781, 201540913 & 201540932. LEGALIZE DWELLING UNIT AT FIRST FLOOR PER ORDINANCE NO. 43-14.	0	0	0			0			0			0			0				0	0						NKWIATKO				Excelsior	RH-1	Residential	RH-1	9	12 - South Central		(37.732711792, -122.4080963135)
Resident	4791025	1395 SHAFTER AV	No	BP FILED	11/20/2015 12:00:00 AM	2	1								"LEGALIZE (E) KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEGALIZATION PROGRAM. COMPLY WITH NOV #201569101, #201569671, #201567612.
** MAHER: N/A **"	0	0	0			0			0			0			0				0	0						YEUNGMIN				Bayview	RH-1	Residential	RH-1	10	10 - South Bayshore	Bayview Hunters Point	(37.7286376953, -122.3870239258)
Resident	4761036	1396 REVERE AV	No	BP FILED	06/23/2016 12:00:00 AM	3	1						2016-008896PRJ	LEGALIZE 3RD UNIT CONSTRUCTED AS PART OF A DUPLEX PER ORD #43-14 INCLUDING KITCHEN	LEGALIZE 3RD UNIT CONSTRUCTED AS PART OF A DUPLEX PER ORD #43-14 INCLUDING KITCHEN	0	0	0			0			0			0			0				0	0						KCONNER	CHEUNG JOHN T & MEI MEE CHEUNG	CHEUNG JOHN T & MEI MEE		Bayview	RH-2	Residential	RH-2	10	10 - South Bayshore	Bayview Hunters Point	(37.7296714783, -122.3861083984)
Resident	1201023	1398 HAYES ST	No	BP Filed	09/06/2017 12:00:00 AM	6	1		0						CONVERT COMMERCIAL SPACE TO ACCESSORY DWELLING UNIT PER ORD 162-16. RELATED SOFT STORY WORK PA #2017	0	0			0			0			0			0			0		0			0								Haight Ashbury	RM-1	Residential	RM-1	5	5 - Western Addition		(37.7750473022, -122.4393539429)
Resident	7113014	140 SADOWA ST	Yes	BP APPROVED	10/10/2017 04:37:00 PM	2	1								LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT. UNIT LEGALIZATION ORD 43-14. LEGALIZE (E) KITCHEN. THREE BEDRM & TWO BATHRM. ALL WORK AT GROUND FLR.	0	0																	0							ALEXANDE				Ocean View	RH-1	Residential	RH-1	11	13 - Ingleside		(37.7125587463, -122.4573364258)
Vacant	0158009	1401 MASON ST	No	PL Filed	07/19/2017 12:00:00 AM		1		0				2017-009193PRJ	Variance from the exposure requirement to permit the addition of an accessory dwelling unit within the existing building envelope.		0	0			0			0			0			0			0		0			0				MCHANDLE			4155092956	Nob Hill	RC-3	Mixed Use	RC-3	3	3 - Northeast		(37.7964057922, -122.4119720459)
Resident	3552044	1405 15TH ST	No	BP FILED	03/22/2017 12:00:00 AM	5	1						2017-003205PRJ	LEGALIZE (E) DWELLING UNIT ON THE 1ST FL OF A (5)UNIT BUILDING. UNIT WILL BE A (1) BEDROOM UNIT W/ KITCHEN & BATH. SOFT STORY PER 201701187351	ADD UNIT PER ORDINANCE NO.162-16 - ADD ONE DWELLING UNIT ON THE FIRST FLOOR OF AN (E) 4 UNIT BLDG. THE NEW UNIT WILL BE A STUDIOS WITH KITCHEN AND BATH. SOFT STORY PER #201701187351; MAHER ORDINANCE - EXTENDED NO.155-13 N/A	0	0																									Matthew Mo		4155435005	Mission	RH-3	Residential	RH-3	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7666778564, -122.4160079956)
Resident	1806013A	1487 47TH AV	No	BP Filed	08/29/2017 12:00:00 AM	2	1		0						LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT A PERMIT. LEGALIZATION OF (E) UNAUTHORIZED DWELLING 	0	0			0			0			0			0			0		0			0								Outer Sunset	RH-1	Residential	RH-1	4	15 - Outer Sunset	Western Shoreline	(37.7587852478, -122.5071105957)
Resident	1824001A	1407 29TH AV	Yes	BP ISSUED	12/22/2016 09:43:00 AM	3	1						2015-006670PRJ	LEGALIZE AS BUILT UNIT ON 1ST FLOOR PER PLANS (LIVING ROOM, KITCHEN, ONE BATHROOM AND ONE BEDROOM - UNIT LEGALIZATION ORDINANCE 43-14	LEGALIZE AS BUILT UNIT ON 1ST FLOOR PER PLANS (LIVING ROOM, KITCHEN, ONE BATHROOM AND ONE BEDROOM - UNIT LEGALIZATION ORDINANCE 43-14	0	0	0			0			0			0			0				0	0						SETYDIPU		WONG, BO-KIN		Outer Sunset	RH-1	Residential	RH-1	4	15 - Outer Sunset		(37.7610054016, -122.4879150391)
Resident	6566027	1411 CHURCH ST	No	BP FILED	06/04/2012 12:00:00 AM	2	1								ADD NEW DWELLING UNIT AT GROUND FLOOR. INTERIOR REMODEL AT 2ND FLOOR REAR. ADD NEW BATH & RECONFIGURE BEDROOM ON 3RD FLOOR. NEW 3 STORY ADDITION AT REAR.	0	0	0			0			0			0			0					0						JLOOK				Noe Valley	RH-2	Residential	RH-2	8	7 - Central		(37.7482566833, -122.4267883301)
Resident	1840002	1419 FUNSTON AV	Yes	BP ISSUED	02/03/2017 09:39:00 AM	2	1								REMODEL 2ND LEVEL & ADD 2ND UNIT ON 3RD FLOOR INCLUDING KITCHEN AND BATHROOM. ALSO REAR HORIZONTAL ADDITION.	0	0	0			0			0			0			0					0						APERRY				Inner Sunset	RH-2	Residential	RH-2	7	14 - Inner Sunset		(37.761554718, -122.4707641602)
Resident	3589091	144 LEXINGTON ST	Yes	BP ISSUED	09/19/2016 03:21:00 PM	3	1						2014.1394	Variance request to rear yard, substandard lot, and front setback requirements to permit the addition of a third story on an existing two unit residential structure to add an addition one unit.  	NEW THIRD FLOOR ADDITION, 2 BEDROOM WITH 1 BATHROOM. EXPANSION OF SECOND FLOOR, AND ROOF DECK ADDITION.	0	0	0			0			0			0			0					0						KDURANDE	Valencia SF Properties	Philip Lesser	650-347-6014	Mission	NCT	Mixed Use	NCT-VALENCIA	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7609863281, -122.4212265015)
Resident	6526021	1441 SOUTH VAN NESS AV	No	BP FILED	08/09/2016 12:00:00 AM	3	1						2016-005617PRJ	LEGALIZE GROUND FLOOR UNIT PER NOV #201695061. (N) NFPA 13-R FIRE SPRINKLERS UNDER SEPERATE PERMIT. VERTICAL & HORITZONTAL ADDITION & REMODEL OF MULTI-FAMILY RESIDENCE. (N) KITCHEN ON 1ST & 2ND FLRS. ADD 4TH FLR (N) KITCHEN (N) PWDR RM & (N) DECK. (N) SOL	LEGALIZE GROUND FLOOR UNIT PER NOV #201695061. (N) NFPA 13-R FIRE SPRINKLERS UNDER SEPERATE PERMIT. VERTICAL & HORITZONTAL ADDITION & REMODEL OF MULTI-FAMILY RESIDENCE. (N) KITCHEN ON 1ST & 2ND FLRS. ADD 4TH FLR (N) KITCHEN (N) PWDR RM & (N) DECK. (N) SOL	0	0																	0							SPEIRS,J	ZHANG MARK GE 	ZHANG MARK GE		Mission	RM-1	Residential	RM-1	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7501373291, -122.4157028198)
Resident	1841007	1443 12TH AV	No	BP FILED	01/28/2013 12:00:00 AM	2	1								TO COMPLY WITH NOV 201281241 OF VIOLATION. COMPLIANCE/FIRE/EGRESS. ESTABLISHING 1ST FLOOR UNIT. LEGALIZE GROUND FLOOR UNIT.	0	0	0			0			0			0			0					0						CNOEL				Inner Sunset	RH-2	Residential	RH-2	7	14 - Inner Sunset		(37.7611885071, -122.4696655273)
Resident	1836015	1446 18TH AV	No	BP Filed	07/21/2017 12:00:00 AM	3	1		0						ADDITION OF (1) NEW UNIT PER ORD 162-16. (1) LIVING RM, (1) BDRM, (1) BATHROOM.	0	0			0			0			0			0			0		0			0								Inner Sunset	RH-2	Residential	RH-2	7	14 - Inner Sunset		(37.7608642578, -122.4755325317)
Resident	4004034	1451 MARIPOSA ST	Yes	CONSTRUCTION	08/02/2016 12:00:00 AM	3	1								LEGALIZE (E) DWELLING UNIT. CHANGE OF USE FROM R-3 TO R-2. PROVIDE (N) SMOKE DETECTORS. REPLACE (E) OUTLETS IN KITCHEN, REPLACE (E) LIGHT FIXTURE IN KITCHEN.  PROVIDE (N) SPRINKLER SYSTEM THROUGHOUT PER NFPA 13.	0	0	0			0			0			0			0					0						EJACKSON				Potrero Hill	RH-3	Residential	RH-3	10	9 - South of Market	Showplace Square/Potrero Hill (EN)	(37.7635688782, -122.3981246948)
Resident	4282A013	1453 RHODE ISLAND ST	No	BP Filed	06/20/2017 12:00:00 AM	2	1		0						LEGALIZATION OF DWELLING UNIT INSTALLED W/O PERMIT ON GRD FLR UNDER ORD 43-14. ALL INTERIOR GRD FLR 	0	0			0			0			0			0			0		0			0								Potrero Hill	RH-2	Residential	RH-2	10	9 - South of Market	Showplace Square/Potrero Hill (EN)	(37.7512969971, -122.4009628296)
Resident	1846033	1456 08TH AV	Yes	BP ISSUED	02/17/2017 11:45:00 AM	3	1						2016-011945PRJ	LEGALIZE ACCESORY UNIT ON GROUND FLOOR BEHIND GARAGE PER ORDINANCE 43-14.	LEGALIZE ACCESORY UNIT ON GROUND FLOOR BEHIND GARAGE PER ORDINANCE 43-14.	0	0																	0							ADINASEE	LEE SHELLEY LEE	LEE SHELLEY		Inner Sunset	RH-2	Residential	RH-2	5	14 - Inner Sunset		(37.7611351013, -122.4647064209)
Resident	1222014	1460 PAGE ST	Yes	BP ISSUED	12/15/2016 12:53:00 PM	3	1						2017-004837PRJ	LEGALIZATION OF AN (E) NON-CONFORMING 1ST FLR/GARDEN LVL UNIT UNDER THE BOARD OF SUPERVISORS ORDINANCE NO 43-14. UNIT EXISTED PRIOR TO JAN 1ST 2013.	RENOVATION OF TOP 3 FLOORS. INCLUDING INSTALLATION OF 3RD DWELLING UNIT AT TOP FLR. EGRESS IMPROVEMENTS. NEW DORMERS AT ATTIC LEVEL. NO EXPANSION OF BUILDING ENVELOPE PROPOSED (NO ADDITIONS). COMPLY WITH COMPLAINT#199921637. LEGALIZE GROUND FLOOR UNIT (14	0	0	0			0			0			0			0				0	0						EOROPEZA	Kerman Morris Architects		4157490302	Haight Ashbury	RH-3	Residential	RH-3	5	6 - Buena Vista	Haight Ashbury Public Realm Plan	(37.7715110779, -122.4449005127)
Resident	1822019C	1462 32ND AV	No	BP Filed	06/13/2017 12:00:00 AM	2	1		0						LEGALIZATION OF (E) UNAUTHORIZED IN-LAW DWELLING UNIT PER ORDINANCE# 43-14.	0	0			0			0			0			0			0		0			0								Outer Sunset	RH-1	Residential	RH-1	4	15 - Outer Sunset		(37.759929657, -122.4905166626)
Resident	4789014	1465 REVERE AV	Yes	BP ISSUED	06/30/2017 01:38:00 PM	2	1								LEGALIZE EXISTING KITCHEN ON GROUND FLOOR TO and add one RESIDENTIAL UNIT	0	0	0			0			0			0			0				0	0						SAMONSKY				Bayview	RH-2	Residential	RH-2	10	10 - South Bayshore	Bayview Hunters Point	(37.7300491333, -122.3878479004)
Resident	5324010	1466 PALOU AV	Yes	PL APPROVED	10/26/2016 12:00:00 AM	2	1						2016-002845PRJ	TO LEGALIZE (E) UNAUTHORIZED DWELLING UNIT UNDER UNDER ORD #43-14.	TO LEGALIZE (E) UNAUTHORIZED DWELLING UNIT UNDER UNDER ORD #43-14.	0	0	0			0			0			0			0				0	0						JIMENEZS	FALLA EDUARDO MENDEZ MENDEZ	FALLA EDUARDO MENDEZ		Bayview	RH-1	Residential	RH-1	10	10 - South Bayshore	Bayview Hunters Point	(37.732749939, -122.3881988525)
Resident	1806019A	1474 48TH AV	Yes	BP ISSUED	03/12/2015 04:03:00 PM	2	1						2014.1044	REAR HORIZONTAL ADDITON OF TWO STORY BUILDING. PROVIDE ADDITIONAL DWELLING UNIT AT GROUND FLOOR.	REAR HORIZONTAL ADDITON OF TWO STORY BUILDING. PROVIDE ADDITIONAL DWELLING.	0	0	0			0			0			0			0					0						MBOUDREA				Outer Sunset	RM-1	Residential	RM-1	4	15 - Outer Sunset	Western Shoreline	(37.7589645386, -122.5076446533)
Resident	1840015	1491 FUNSTON AV	No	BP FILED	04/02/2010 12:00:00 AM	2	1								VERTICAL AND HORIZONTAL ADDITION. ADD 4TH FL PENTOUSE SUITE, FRONT AND REAR ROOF DECK, 2 STORY ADDITION AT REAR, CONVERT SINGLE FAMILY TO 2 UNITS, WIDEN GARAGE DOOR	0	0	0			0			0			0			0					0										Inner Sunset	RH-2	Residential	RH-2	7	14 - Inner Sunset		(37.7603187561, -122.4706802368)
Resident	4760011	1494 REVERE AV	No	BP Filed	08/29/2017 12:00:00 AM	2	1		0						NEW ADU @ 1ST FLR. NEW KITCHEN, BATHROOM, 2-BDRM & LIVING ROOM. TO COMPLY WITH ORDINANCE 162-16.	0	0			0			0			0			0			0		0			0								Bayview	RH-2	Residential	RH-2	10	10 - South Bayshore	Bayview Hunters Point	(37.7307357788, -122.3879852295)
Resident	3749012	15 GUY PL	Yes	BP ISSUED	11/14/2016 12:42:00 PM	2	1						2015-000943PRJ	Demolish an existing single-family dwelling and construct a new two-family dwelling.	CONSTRUCT NEW 6-STORY 2-DWELLING RESIDENTIAL BUILDING OF TYPE 1A CONSTRUCTION AT GROUND FLOOR AND TYPE 3B CONSTRUCTION AT FLOORS 2 TO 6.	0	0	0			0			0			0			0				0	0						DVU	ZONE Consulting		4158105116	South of Market	RH DTR	Residential	RH DTR	6	9 - South of Market	Rincon Hill Streetscape Plan; Rincon Hill	(37.7863082886, -122.3943557739)
Resident	5698009	150 BRONTE ST	Yes	BP REINSTATED	10/14/2016 11:54:00 AM	1	1								CONSTRUCT (N) 4-STORY SINGLE FAMILY RESIDENCE.	0	0																	0							KDURANDE				Bernal Heights	RH-1	Residential	RH-1	9	11 - Bernal Heights		(37.7374954224, -122.4105148315)
Resident	5259034	1500 INNES AV	Yes	CONSTRUCTION	10/03/2017 12:00:00 AM	3	1						2016-004862PRJ	Proposed addition of (N) unit at second floor of (E) 3-story, 2-unit dwelling. Expansion of (E) bay window at 2nd and 3rd levels of front elevation. Addition of (N) relocated stairway at second floor. Replacement of rear elevation egress with (N) deck and	INTERIOR REMODEL, ADD 1 DWELLING UNIT, 1 BEDROOM & 1 BATH ON 2ND FLOOR. ABAIT VOILATION# 201552981 ELECTRICAL COMPLAINT. ABAIT VIOLATION# 201409011 HOUSING COMPLAINT.	0	0	0			0			0			0			0				0	0						JIMENEZS	BOGER PAIGE 	BOGER PAIGE		Bayview	RH-1	Residential	RH-1	10	10 - South Bayshore	Bayview Hunters Point	(37.7386360168, -122.3869171143)
Resident	1155005	1500 MCALLISTER ST	Yes	PL APPROVED	08/03/2016 12:00:00 AM	10	1						2016-000189PRJ	REFERENCE STRUCTURAL UNDER SOFT STORY PERMT#201505216944. WORK INCLUDES ADDING A DWELLING UNIT @ GROUND LEVEL (PER ORDIANCE 30-15)INCLUDES SLAB EXCAVATION, LOWERING EXTERIOR ENTARANCE DOOR W/LEVEL LANDING, ADDING 3 NEW WINDOWS IN KIND @ (E) LOCATIONS. NEW	REFERENCE STRUCTURAL UNDER SOFT STORY PERMT#201505216944. WORK INCLUDES ADDING A DWELLING UNIT @ GROUND LEVEL (PER ORDIANCE 30-15)INCLUDES SLAB EXCAVATION, LOWERING EXTERIOR ENTARANCE DOOR W/LEVEL LANDING, ADDING 3 NEW WINDOWS IN KIND @ (E) LOCATIONS. NEW	0	0	0			0			0			0			0				0	0						ESAMONSK	ELIZABETH COURT LP 	ELIZABETH COURT LP		Western Addition	RM-1	Residential	RM-1	5	5 - Western Addition		(37.7781944275, -122.436920166)
Resident	1879001A	1507 33RD AV	Yes	BP ISSUED	05/15/2015 01:25:00 PM	2	1								LEGALIZE KITCHEN AREA INSTALL UPGRADE 50 AMP FOR STOVE 2 GFCI OUTLET AND HOOD VENT TO EXTERIOR	0	0	0			0			0			0			0					0						NFOSTER				Outer Sunset	RH-1	Residential	RH-1	4	15 - Outer Sunset		(37.7589454651, -122.4921340942)
Resident	6604026	1507 DIAMOND ST	No	BP FILED	05/08/2015 12:00:00 AM	2	1								(N) KITCHEN ON BASEMENT & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14	0	0	0			0			0			0			0				0	0						NKWIATKO				Noe Valley	RH-1	Residential	RH-1	8	7 - Central		(37.745388031, -122.4354248047)
Resident	3607036A	151 LIBERTY ST	Yes	BP ISSUED	04/05/2017 09:30:00 AM	2	1						2016-010387PRJ	Certificate of Appropriateness: Previous approved facade alterations, additions, and a new roof deck. This application is to apply, as an appropriate treatment to the primary facade, a reconstruction of that facade, as per the secretary of the interior's 	REVISION TO APPLN #201312113850 PER DEPT OF CITY PLANNING REQUIREMENT. THIS PERMIT DOCUMENT COMPLIANCE WITH H.P.C. MOTION - CASE #2016010387C0A (MOTION #0300)	0	0																	0							AKIRBY	Lerner + Associates Architects		4158625475	Mission	RH-3	Residential	RH-3	8	8 - Mission	Mission District Streetscape Plan	(37.7572593689, -122.4244766235)
Resident	5514002	1510 YORK ST	No	BP FILED	09/19/2014 12:00:00 AM	2	1								TO COMPLY WITH COMPLAINT# 2013-01-262. REPLACE FRONT STAIRS. ADD (N) STAIRS TO (N) EXTENSION UNDER (E) DECK. ADD 2 BATHS & 1 LAUNDRY ROOM AND 1 BEDROOM. RENOVATE 1 BATHROOM. CHANGE OF USE FROM 1 FAMILY TO 2 FAMILY.	0	0	0			0			0			0			0					0						EJARDINE				Bernal Heights	RH-2	Residential	RH-2	9	11 - Bernal Heights		(37.7478599548, -122.4078445435)
Resident	0184007	1515 LEAVENWORTH ST	No	BP Filed	11/07/2016 12:00:00 AM	8	1		0				2016-014696PRJ	CONVERT ILLEGAL UNIT TO ONE ADU @ REAR (NORTHWEST CORNER). REF #2015-0821-4994 (SOFT STORY APPL), 2016-1107-2165 (UNIT LEGALIZATION) & 2016-1108-2161 (ADU).	CONVERT ILLEGAL UNIT TO ONE ADU @ REAR (NORTHWEST CORNER). REF #2015-0821-4994 (SOFT STORY APPL), 2016-1107-2165 (UNIT LEGALIZATION) & 2016-1108-2161 (ADU).	0	0			0			0			0			0			0		0			0				ESAMONSK		1515 LEAVENWORTH STREET LLC		Nob Hill	RM-3	Residential	RM-3	3	3 - Northeast		(37.7950630188, -122.4167785645)
Resident	1864001N	1518 19TH AV	No	BP FILED	04/30/2015 12:00:00 AM	3	1						2015-008811PRJ	UNIT LEGALIZATION ORDINANCE 43-14. NEW GFCI OUTLET AT GROUND FLOOR KITCHEN COUNTER.NEW UTILITIES DOOR. NEW T/R OUTLET AT GROUND FLOOR BEDROOM. & LEGALIZED GROUND FLOOR TO COMPLY WITH CODE ENFORCEMTN#200561177.	UNIT LEGALIZATION ORDINANCE 43-14. NEW GFCI OUTLET AT GROUND FLOOR KITCHEN COUNTER.NEW UTILITIES DOOR. NEW T/R OUTLET AT GROUND FLOOR BEDROOM. & LEGALIZED GROUND FLOOR TO COMPLY WITH CODE ENFORCEMTN#200561177.	0	0	0			0			0			0			0				0	0						JIMENEZS		MAO KENNY KIET & TRUONG XUAN NGOC		Inner Sunset	RH-2	Residential	RH-2	7	14 - Inner Sunset		(37.7594337463, -122.4764556885)
Resident	5545019	1525 SHOTWELL ST	Yes	BP ISSUED	01/31/2017 09:22:00 AM	1	1								TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	0	0	0			0			0			0			0					0						JSPEIRS				Bernal Heights	RH-1	Residential	RH-1	9	11 - Bernal Heights		(37.7447357178, -122.4146575928)
